company,job_title,location,company_rating,job_age,job_link,run_date,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento,scraping_date
Gruppo Tempocasa,Addetto Alle Vendite,San Giorgio a Cremano,3.9,2 g,https://www.glassdoor.it/partner/jobListing.htm?pos=316&ao=1110586&s=58&guid=000001864f82886386d76659c363183a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9bca3f5f&cb=1676371200486&jobListingId=1008465886413&cpc=F7A2269C793D5877&jrtk=3-0-1gp7o5247kuha801-1gp7o524pgsoi800-ff8cf3c8cfae5d62--6NYlbfkN0BqFYcnGQtlgZUyEPNOpiDdgWIzo4J8ITPECTVQq8Qp8cTfoGaBG9wTIl-0lZbRJGiWq1-n4OLTR_eL91eHJaM0hhtfjVO4cfx_tbiD4L3lziVPC3UiL--eZp_lgoSpPnPkeLT4Im6yicRzrzOFZyupc0BVl5ZDmCuyoR99B6W0cVVJm0WTnns2Dxok_ftXSbJMzowmn_yTGA5a7_0yPVarga8ZsK8Fym_tOv_iWFvBr4MO5svtQoJQwFSdYwzcDqVCpIpkeYI4XZmkCtiOjbIz4bo4f2AaNbloHFAftPz8AHsobn56UgsjUa6_3q3s9OOGg-JpXszsWNESbJ7ZeISu02ND_lS3Utvq9Fb6n7qwpKyCcfvmG353GwjxYIRPekwncWdTjB5vVJNLxAKNJmnGIB-65XJVvAooahLVA-IQOuECiF1WrZWqgxR3dkMPwZsP4t-IFcuuc8RGNbJ3y-_Y4EYUa7hBFnF6oioz9nGo5D88PfmxxFPwQIhhNCjIJEIuLbEzn7fOT8OIkU0OMP6pRjfSg3Y0E65YUafKajO2q1s_SrRr7uWsppzKRX5xscbd-1wtqh_wOQ%3D%3D,2023-02-14,4.3,3.8,3.5,3.7,2.6,"Bresso, Italia",Da 1.001 a 5.000 dipendenti,Franchising,$ 25 - $ 100 milioni (USD),1988.0,Immobiliare,Immobiliare,2023-02-16
SAGRES SRL,Tecnico,Napoli,1.7,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=317&ao=1110586&s=58&guid=000001864f82886386d76659c363183a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_055c93f8&cb=1676371200486&jobListingId=1008296301892&cpc=A0637F14311B9419&jrtk=3-0-1gp7o5247kuha801-1gp7o524pgsoi800-557a967f41b872de--6NYlbfkN0B5EvY6FOIMvaXGIogkbeDOsazeaKm-zVcQ8QfmwJm_jH2K6S3nMv4FmUruCOyMx-vRdc28LiDTqiS2h3djFJ7feoLxXBH7xB8D3isR47iXq9j7JbLKwY6ULSSiwTeAUdGps3R9n6e4p0UqN8n1XVlB8QGkrdYCuhBvuyuenBgSZ8UIPE-uSdClO88acOaEvC9mTY0BgEfMophGAFbXuJYZXdNdgscVCXi9rc06rbQH9FX0eZEmYe2wX9ME0gWu6shtQ54fwONJumeTBOKzVLBEnFCXLTL1T3GWElCNhTXmYD6FSuy93uaelp9q1intigxiyeTJLGBhsZtLFg5b344PIlM2Wr2cqbJtz-kuRaKipgk5xl2XDeeLh_TtgUlQ-K9hVK2kgLQuG3yF9_pW4IgzrDVouep9QpZ-TI2XhF9Dx2gn1zZztTYLvxVgW8X4BdNNTqwz466XuGtu4lJURvk2d4MWUfiSODWqZJty3dbYwdn-r_St50NAvxcfYAQk0nUBnDc45VWmtV9VkI9UzhP29UFtUkvXxuFfp_YeRfG8ycJXYZbVAZJfRPX2fuF60AWFGWoSnNxdbA%3D%3D,2023-02-14,1.0,1.3,1.7,1.3,2.0,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,,,,2023-02-16
Pirene srl,Operatore,Napoli,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=318&ao=1136043&s=58&guid=000001864f82886386d76659c363183a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5c41b037&cb=1676371200486&jobListingId=1008299429477&jrtk=3-0-1gp7o5247kuha801-1gp7o524pgsoi800-5f3869f4025aa268-,2023-02-14,,,,,,"Roma, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,,,,2023-02-16
GIOVE SRL,Operatore di Telemarketing,Napoli,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=319&ao=1110586&s=58&guid=000001864f82886386d76659c363183a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_57b928de&cb=1676371200487&jobListingId=1008382884244&cpc=883DC43018083D9A&jrtk=3-0-1gp7o5247kuha801-1gp7o524pgsoi800-5f3ce98fff3e1b32--6NYlbfkN0AUuLt99k8CMZI8xDMwwiRpQ1NW2ygWZx7Iz75ucA-ygD78gl5M62Z9ZaCh72rua5TNxIswHkdD9_X8ZHyKZ2eFriyVDR81zW1gfc0TAgJDewNDqbg-wLFC0rikMvEaFFtNxflTdD8cZ9ydF45pkHmtuJyP_dknjqrxTUb-SEJGolSe_Iaw5bB2AmRlITPF19DML849KR4GPO8yyfyOwSi9j5Xp7b6Fy5gEs22ivqQfqH8xOlSj2CPzzLWfInPxVkt8Dx218zkOBN18GkGnr51Yj7keJpMOkHeRn0-BJfiCS7qwBR18kPwJ9ZbW977HhDESioCKqPR5fGEiOI8n6fQUSh-UuadSHivIgYBv61iw0PzSP66szWpS1MOy5YHBc7rakOKxbV51rngBlZtszVgL4Zz5fCjT-xOqMx0x-mO2N-HKRNv2BZ-sauEiiDUtm0JjvJkQeBxCHW3MFzP-C3ETj-D6ouyfUW2C3fyYISIiq0donEAEAPqlyj_9q64lDJw33Gra8NDnNl7sZN1umcjlmEtKfFGmHujCNruhiiv-SxTCbrV532DXpybMwXa0CCDwCCoha_LaKBqQSJHVNegs,2023-02-14,,,,,,,,,,,,,2023-02-16
Goodware Systems Srl,Mobile Engineer,Portici,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=320&ao=1110586&s=58&guid=000001864f82886386d76659c363183a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5a2f1252&cb=1676371200487&jobListingId=1008120012274&cpc=A0032DE20586B9BD&jrtk=3-0-1gp7o5247kuha801-1gp7o524pgsoi800-59bbd18b6fe3ab5b--6NYlbfkN0BsENIRhpOG73qUI07TcSk4k3VbWdkzecBJD_z7GcjihMrgPCi5pKQgpKGiXFYuP9bv8upBD5ZwD01j17vg2kI9VMx9T-UTzRkVepeGpquMPA-1zPKzxwcBAxaZJ73TVuZVOl8wgo_OyUCdi6HhJ-yCYcn8afe1S9rCzy1mQGHLNw4nFtDrTqq5ymEYiypCvJGNFUqBBi5p0pNCAqCwC2NmHvGhJlN0mLX-e_HuUcVxKoLUiuMJgzR6ntzuYI1ehh_-S3LFnevpi6In8Wu0DGAuX9A2ggxB8a6fBX4LRYCpMWRzXichfrNNozFsNxfx4bAiRXlFnVBxGIuepN49LUwO0lIQIcoavRmtAqqnVGZy2sWWlEgQSslpfooIeolIVVTbq_8SUTuGUv2AGis_kwJ2zC6iWnkWhBhpDin3I92IwlSpdBF8L_xblQ171gNqHGn5f0fWlDiuOIEAmspGH4RcbrYS0Enu88i90gqmxVRYZb-C-t4aq0l4h6nkuieWqdCXOSDl12gI9FJXdZq2FhalzgUeBW3dqiwlkXppwAtUHVeAEmsnoO8hPxeQpmiEu-A%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
Vyvo Technology Corp.,Professore di Informatica,Cava de' Tirreni,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=321&ao=1110586&s=58&guid=000001864f82886386d76659c363183a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_57a7d4ea&cb=1676371200487&jobListingId=1007582594990&cpc=C3517E2410EFB392&jrtk=3-0-1gp7o5247kuha801-1gp7o524pgsoi800-09758c3f4587c81e--6NYlbfkN0CpMh-IwSlx-oZc-ixVk6-DL5Xscgwb15Xd-9_Hgv7IxgK25IzIfm4SsyPJjNQs5sq5USAs4IMrD_xCmYijxhCEWuCLdBZ70aWVipnWd52xEfRP0aCCpb7o_TXS5BgMsp40fESfZXeC0gHKT-Kyv568p-yqXptIXpXwZotsdWN8JNy7MPoKdxZHnIsRi9m_H_3PMDQuhbHk6nHZHn_DyFBonqjgLDKyudMTFnMf1pzS0TJatQRju9rClW7LXMuhegAuCWIKJsV8VPfhnF5xkqAeaCuX4ovt6eDLiYELpEagiCtTc72Oyjxv-JVbqFhS74k0afgx7Bw2AxNIBauq7uEjJQ7K2dAb8RHr66YQO7xQtBKK6hVhaFu3542fwJFTCxJ1V-7SZsd5M3gdoydpVCH38n9Xnu7kHoMbKhl0S2X85s-LuOHyJh1IIUwFmSZ2cpRgbGDfcBzgx8EaBP37KAy0c7jsQnSQ3_k2aVGUyquslo0AwYfitLf5AnQY1Mr93tg_6-Xzsjwd3brpDRRx8VnuOlwP3I8WAI8hZod9Htb0kr9sneKwZNMXN_4IZy7oomM%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
La Gardenia,Cameriere,Casamarciano,,3 g,https://www.glassdoor.it/partner/jobListing.htm?pos=322&ao=1110586&s=58&guid=000001864f82886386d76659c363183a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c05b1b48&cb=1676371200487&jobListingId=1008464103966&cpc=9C4F014304452074&jrtk=3-0-1gp7o5247kuha801-1gp7o524pgsoi800-7b86dfb38d42fbe7--6NYlbfkN0CoiuFZJ_iyksRtVvGmm0cIScaeEE2sY4SARybrMmWdMx0S4yjKyX4gEb8uSQcfTXg35EMna4idfzPSIuODlcoKwJnDwho6DYX4bUN4aS1VzvqjokmrX2XO6bANFbv8VbnlQZsPYNHwpEtsx0iGlwzIgsIEds6tdkHVEhTkrNbKF9nleL6dsvAdVHHvT_8GThxBadjeMOMZzfZJ0h0ViippVgyh7Pe6LElsglzAJ_0LaDJ1EDQ0YFqA3zLLLND8_0ToqAu8o0DaOfCiMj_cwFGQtTnqQAndDxavnm4jcCurntBJYz6TvRoKa2PLyMDqYy3QnKVGzzA-0JQG5VFbYOZTgeOUfVLfsmOB8jTu4xISUlvJrLHTw2Qif5dmC3nwT4z04jHsbp1hcehilwUe9jwv5lKocu6CD18m03OqpmG-Punea_sapo9y1KyIwcmEn8rVV7MPLmBdE7OE2QQ3w-xE91FS-dkRnaGM59CfJHmXXnG2YtnBcUAY_0yjOxyJMPVLxEMpQRPMHmGPcEYIiulUAsN1YiWwqY-tPTmX2oS5uHQhVjS328J7,2023-02-14,,,,,,"Casamarciano, Italia",Sconosciuto,Azienda quotata in borsa,Sconosciuto/Non applicabile,,,,2023-02-16
SADAS S.r.l.,Junior Sviluppatore di Software,Casalnuovo di Napoli,4.7,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=323&ao=1110586&s=58&guid=000001864f82886386d76659c363183a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f8d82110&cb=1676371200487&jobListingId=1007699176494&cpc=2F9DD8B511C89582&jrtk=3-0-1gp7o5247kuha801-1gp7o524pgsoi800-d004111df2b4e3bb--6NYlbfkN0A4UClgYuzC_chnHM-MF2gGlZpw1dmb9JSuilyi8ixB18PhVE2tTYA6K61Th8rMt5rSKwlhJb4_S8MgvL5qhquAi7yAW0hzQDBwMLJA9LOk1cjYjT6wCryCdTgNJvWMNorif-O1x1mlC-0CIKUgJKnI8uv9gmQm-DSTazHeoTD4ewZWoqMRZ0_4aNwEejDKyB4IT-fQGV1aTXYtlwDARIa3tKVCvqW5iSr9o-27zyXv2gH3ZoBxyiSfFFMET5H3gLqhXGZr1XTIJQcmNXy8wuxf-MujNanXAzCMY6WPBlZo7QAJ33PH82h-vFbQpQqMEsEQclNwER7juXpKTDFoYAW9_0kvcNsXU7b1FFl-LEJosIB72ZsxWeG2jaAlDNjukvIfQSFCcI9ouIIWO4xI3IeznQv8HqAyK2ZugD46xCw0xOu1TF-_XFlWq-iJJ3drD_ycjr9RWEib8PvdH3CmntsIvHSuazyR-ypaIlCTGffUPYEPgBqSDpyG4VzkJloeKFiI-_5FGvvI3UdtJovtw83hpSTRUU3Ok_yx5-Alz7pOFI2RTKiQ8oJ77DVB1jNFFXTshgUzMvKH5w%3D%3D,2023-02-14,4.6,4.4,4.7,4.7,4.9,"Milano, Italia",Da 1 a 50 dipendenti,Azienda - Settore privato,Sconosciuto/Non applicabile,2013.0,Soluzioni software e reti aziendali,IT (Information Technology),2023-02-16
SADAS S.r.l.,Junior Amministratore di Sistema,Casalnuovo di Napoli,4.7,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=324&ao=1110586&s=58&guid=000001864f82886386d76659c363183a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_87b5a0a7&cb=1676371200487&jobListingId=1007698994395&cpc=DE56C24FF6DEC286&jrtk=3-0-1gp7o5247kuha801-1gp7o524pgsoi800-6c6ba3c3262f458f--6NYlbfkN0A4UClgYuzC_chnHM-MF2gGlZpw1dmb9JSuilyi8ixB18PhVE2tTYA60SodVQ5mPollb6bomJ9tVIeZvSWsv8NmKuuhp8y9wizYi117bTC5KvoDZWmDYyRPOTpc3rGmBdTb2Xg4NY_y_yHTLHktJbu2UDvTF-S0gn5DmouHwJb6V_H7JY1uWyTtcZnoGddJtQ9DWyh15ydrP0mqghWQFLitaJuWxZL1L4VRcCEVJUTLixDf25gkj7Tgi3R4-H9GoNhPT7llfcfu7j4JXV4XYS9OAfwC0bWFBMDAZRBFrCWzIL9XOnUgGiRjcetBrOcZmgSwmDDgSIj74DpWTVapbeIq9cZ5XJTJ3Yl1frGN7cg7_UHqmwV3w7Wea7gPeTntmY3YMQkSffw7LZ-fuBIfFvGVqnY_La1MrlrXq1szszLz_WGUMYm4ttNLb1bUWz15AuxIqnqSz_ukppsOq0Tf5kj2BKSCqWBhqgnFjyiYnAh2D-PnsaRwacnb0RaB-TN5QK81uYdvbcE1Pg4cRoCI70VCBe4tHAz53Y36loOKajt6QINdOdyKlmLfcgQMeiC6JxTEgtoALEQa2uP5FstwQNNk,2023-02-14,4.6,4.4,4.7,4.7,4.9,"Milano, Italia",Da 1 a 50 dipendenti,Azienda - Settore privato,Sconosciuto/Non applicabile,2013.0,Soluzioni software e reti aziendali,IT (Information Technology),2023-02-16
Covisian S.p.A.,Operatore,Arzano,4.5,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=325&ao=1110586&s=58&guid=000001864f82886386d76659c363183a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7d882f22&cb=1676371200487&jobListingId=1008455295825&cpc=C3517E2410EFB392&jrtk=3-0-1gp7o5247kuha801-1gp7o524pgsoi800-426a28666c1ecc7a--6NYlbfkN0BnrGlSDnen0QF3oGdbTpIwpSTLOTcqkZZKInyhNwmcgRgKoaoztMcZg4wOo4tMM48xxQ4-E3QQ-x_BB9b7-NgfU5aJUjAl-hprRpIc3p2ZntNTHb0jMc_ySqPpB35ofu_qLxtKsR7CEDSMXY64-9TAzFEY43kOt19lDq3g--PjDW3t9E2zYM1DwRBvpjA6lRFCnHHItWzlCsjU_oyJOZLeb5j6QsFMzsesZ1jqSnvKzd1RHoek0Qndl0HDGA3sInPGvFhl8cPXOoObPw07A1HLim4fPolNhvAvOY-jaFcdnR3o-yNT9k3MoylnqzR0NxH_YraT4IyFGototeSv1z34o70qSy1hFEY7-zViN7KDmiaCVYtUfQrXTTVlTtQnolmtf8JvTXM8Ubp8gE36QgGbFKS_yIGqKk_mr1I0wsuTyDoH7dC8ehvY4LAAzmKQfbmnc8tX66f_8MY-XIvMi5N6Pas9wQ5O7kBeaFWzTw4FJ8R1yXA0Egj_BhZ1sRF5X4FrwQ3764EJSRAOzb71TymBGx6d3i-QJy1NlFXK25-DAlg4-X3HUffiksAuLPKBGR0dpjbQbi7Y2cwf8USqr9hTFqyXu9ChctcRDrT0te1g-xeAI_g4-6iqNi3l931TFRI%3D,2023-02-14,4.0,4.1,4.2,4.3,4.5,"Milano, Italia",Da 5.001 a 10.000 dipendenti,Azienda - Settore privato,Sconosciuto/Non applicabile,,,,2023-02-16
Troome limited,Magazziniere,Napoli,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=326&ao=1136043&s=58&guid=000001864f82886386d76659c363183a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4429aee3&cb=1676371200487&jobListingId=1008468940459&jrtk=3-0-1gp7o5247kuha801-1gp7o524pgsoi800-c38fa7d8bee860ea-,2023-02-14,,,,,,,,,,,,,2023-02-16
SAGRES SRL,Sviluppatore Web,Santa Maria Capua Vetere,1.7,21 g,https://www.glassdoor.it/partner/jobListing.htm?pos=327&ao=1110586&s=58&guid=000001864f82886386d76659c363183a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_804e94c0&cb=1676371200487&jobListingId=1008425589518&cpc=F5E96E35A1725171&jrtk=3-0-1gp7o5247kuha801-1gp7o524pgsoi800-fd06880acae4e78b--6NYlbfkN0B5EvY6FOIMvaXGIogkbeDOsazeaKm-zVcQ8QfmwJm_jH2K6S3nMv4FmUruCOyMx-vV9Wrz_7_XX5Iq4CQzE58nfhA5HvzxnR381pSOiG4N56pJzh4ootsxI9-cto9CszE1aYemCjJt7tGlacFr1WA7KN2PulO70DnM19ONk3xGPg-ANuBEDs31oKiF0FskfDM8lHJh60EDFw_z9KIKTeIBRkW-LLRcf56UFUtQj_0Xd9-rHtiO_bwnRsHC6xZi5SZLGZexjj5Ba01BBU7AI-302mxsj-O-71n-6LTBCsR4Qi_GIB1KFLCjgLMOP61QZSy7kD0XtqG_eWz_0jGb1ZY2RuQOFANaHj3CExoH31JDTL2NlqiUrrtI7_Kdxl2XRauToGsaJzsFnZO8P1AJBYrGUBaaM5y7446dYjOOsGPFs1Nds4TyYp6NbJauCUn46qKd5XaD9l3eBq4wTy-7fl_zk6nqqThlKwdueR4jDbRNyAxGBtigb28VgQIz7PhEklKx6oVbriqIPYcIPZputPiKIiNLfCnoChw1uZ3uROdMZjtyuvf0_VZXuHBztBhpPoVVtS4o7KSTaQ%3D%3D,2023-02-14,1.0,1.3,1.7,1.3,2.0,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,,,,2023-02-16
adecco,Ingegnere di Manutenzione,Volla,3.7,19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=328&ao=1110586&s=58&guid=000001864f82886386d76659c363183a&src=GD_JOB_AD&t=SR&vt=w&cs=1_2e40ab3d&cb=1676371200487&jobListingId=1008428778273&cpc=C19BE7EA145E205E&jrtk=3-0-1gp7o5247kuha801-1gp7o524pgsoi800-eb5c114182cc3849--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK7AudwSoZPw5olmPJnIU8hnTLvRMKbLf6S7l2m47FjiUmJegQJuL6Bor3K9HVLMKJQZnDZYQp32pRvr7nEjZP5rxOfNOK8CPbll5E-XeNNbHyHwPba1yR6iX-sXzuXNK2XHhgSvDG6ZvjVS1Qr4bBPodAAYMl9J3TM3JovwfnPMoG8YzeXowz6erB91b7sY7vtHsJu2kEL0CHAt8pdlsdOZtDOOHSmZ7m6u9mYv1sODWd7r2VsoWVeSxCabxUYC84eqm1XIEse3BdLTmgPvzK3vPUQQsfTHB9yyg-d5rIICiCHN1wtr0fV7hlDsrYSCUAw_S-GoSQ4jQnmqp2t0LtZ29VAZBJxps6_Vr5Mv3Y7FfjuGGOdfba8qUMFlGQqehgtXp_QTlfICIKuC_5UwewKBWNFnDyl7yKXat9mfTyvgY2QnhJAJtNSL52lolKD2xd3xGWHhkGocgWsslWMfgE1aKAzk4hBJA3PxxKdMDa14ZROvD5QhtPopmABIx7fhmxNUSslYj8WTB9MFtlTWf4qSJbG6_6gfWE7n5VnKjz-6xYpyMFPggqTKZ-EqubLKqiW-K1jzfZOtL_UIG9qukBA4h51hxz1hUOYoj4MVliE0f4JM5sAn3_MMTkWrfIT8Bl-iIyMfw_7vpxdM32yQs2uMnTr6A3ZCFEj_7FlmlzfMrSHkHiVH7wzej_0Wz-u5p-2nwqbBGO9kTyk4JAVJGS8Ho_GwQl4ThsTqJT7y_JhY4SBWc27eaPJMnJUUXrNAZwbKgwB7i2KFg%3D,2023-02-14,3.5,3.2,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1996.0,Selezione del personale e subappalti,Risorse umane e selezione del personale,2023-02-16
Autogrill,Operatore Della Ristorazione,Napoli,3.6,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=329&ao=1110586&s=58&guid=000001864f82886386d76659c363183a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ea3840be&cb=1676371200487&jobListingId=1008462627269&cpc=B076152010A3B66C&jrtk=3-0-1gp7o5247kuha801-1gp7o524pgsoi800-20a2af985258cb5d--6NYlbfkN0DXgiRifxXY2X6iPiVX-FO5FVJ6m0Dw7h_AzJq6R39WHiruPZ3B_OWZw95YBqgg_3o-KIXzoTwAiPWjBq4I-iOnmwpPc4_X1FjXz7NCnyyYQ2qebcKTqZDZZvhqpU4Qaqlv08BV1pOx7YLPVWjQ-aiVk2FXU3Ewi35zAmf4wmA0-GoeiE8rAi5UMZGjoNZDlD_ZulJaJyo_Zn86cHMb_DGlhfA379tOWVcmeNka-K9wD07GaObl2_RnnVmHss2TAbq-VOYlsVjhXW617pRnEo5a0DRAXKZWQ0Nacvw_bc3zjGkzRi5iSW3iqbXARnFb-7Km0WnsQjjxyaXYaDoyKJCjKxHBfqfhh7CGehecKKyDKBoK9iPeMR1zIiXcNbhkgAhK7pxd_kaIEC2nXyJ5TK_uOob-QU5MrCO58JBvGXKLPdhtUe45g_p3c2-7Ett5vuXVLiOcPTVFodf8olMHy4DD_HKBnx5KOZQAQbxbp0IduUMKnV09JZEkWQ4fxh0-cSVDJjyi8FNHO3DoiGaxLhgcFl3fw2z6bzaGppTaV5a3Pb1PM1HvIGUnsv_NKOCMNuoSHUcZRII9dVffMloL7RoXjEzO5pF3aBsI9-5KPAnQVkpioGE8bfVEwPgcH-1fDx5cju9BIV3qZhYwKtKVVxsETcOsmYJDN94%3D,2023-02-14,3.3,2.8,2.9,3.2,2.6,"Rozzano, Italia",Oltre 10.000 dipendenti,Azienda quotata in borsa,$ 1 - $ 5 miliardi (USD),,Servizi di catering e ristorazione,Ristoranti e servizi alimentari,2023-02-16
ML ACQUA srl,Consulente commerciale,Napoli,,22 g,https://www.glassdoor.it/partner/jobListing.htm?pos=330&ao=1110586&s=58&guid=000001864f82886386d76659c363183a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9e2c2f01&cb=1676371200487&jobListingId=1008423394618&cpc=280AB1FAEDD8D536&jrtk=3-0-1gp7o5247kuha801-1gp7o524pgsoi800-c2fb0261f629d10a--6NYlbfkN0AxotwbKu2aSWwKZMER44FITEarxDpKATNKX4Iuv-kCHTeAgHCpy-px_tEBHkI32cDiupqC5A-hK62STKl73-FloBJHaoyV6dup7IDHNAIZ-M24bgFwtpHDX4ExVec41SQz8MxSbq0L8wjp47lE9d920qQDyW9MMKsWgjB8Otg93GfMWfaii95EhjnJPWrMz2x3W7tN1lq4wgPwQu643M_CxrXg3T4za7gONt58j63W3ByF4zdnjkebJNCj3JApeiRpLilgndWmCiTtN_YXU5e9E5KMl4M3MQSp216J2w90N3E_sDxLJPbrTuUBEAdhSndC5NKdDfwIhXSU1HKRV-9zQgLdnhiPRh9dsX999qXT6pf8RBgdUWBD_JsEWSuSZyFdQ-06KVgDhO_7b4SOhW4TuAU09VZJtNhYNsfWEaDAy7CanDCrk5svdlwCQuaaIw6An7yoOtUTVMdWsRKVmCCTEG6O2OGaDEhLGVy2327LRCdj8JICaqlEHyquXmiOS17XfrFTg3Hsr6ckVyq47ViHzJsnNho29ZOlQpJk3aDAZWxrLQdby2g-LI1VzS2TV60%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
UPMC,Infermiere,Italia,3.3,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=401&ao=1110586&s=58&guid=000001864f82bb7c9877d63930f57bcc&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4eb2b4b7&cb=1676371213551&jobListingId=1008404764588&cpc=280AB1FAEDD8D536&jrtk=3-0-1gp7o5et3jigt801-1gp7o5etjgfpd800-d57adff3c6ba888c--6NYlbfkN0BZstVL3SHRDEX7E9ZMNUdtUH7GbTWkwqii6p0zZOnTeuTMM80GoIe1VMlFblsGp_ZzryI4mV4n9R4RAWSftyJjPQDlsFR-vRJEPmAm_mc95HecU0utpgSDGNqVk6wnzENnSkx9u2PNp_dWOJsKiwTqw0B1Ca1Ew1GBlMklzuSya4oeEZ18LUypiyIP1UHBjC0znyYZqyca7wMxN72V-e7809P5Arx6qXplCqaIkIHmEBQE3CLyD_HLt497uwB24mrGdn-22s6bssUQ7aoNBnvGQPIQc6-v00_GWyVjcooYerP76T0NXRgzzOhQNIgHdUQCMZpjA-oOT5kK_uPllLAp_fhcC-3UpAWQ0k4eRmp9Pb5uVsKfV9zQY97ooyF-ZKVFkzB2FaKBI1LDk6HbWdwC2gB3_lsOQj7or1jtyUK8KfRQ5AuoClPEuHUoZVMEjmOfHHeoaVhMzaGd09ODXonOub4kngAG3xA-6UijADtPGyxjYDxq_pZi8T4P9dJ0J-jXGqYtrzads122xMidwGy-QeDs3g9RXL5PiUge39HlLJ9aqk07V-xLUW7Yy7VstEQNH-JI90DjP2NkIO_W1lX9-TA9JLg_GqCvOpZnxdrf4_f0JiB7sJYNj1VCDXsx1jtefLPjzPIpDA%3D%3D,2023-02-14,3.4,3.0,3.3,2.8,3.2,"Pittsburgh, Stati Uniti d'America",Oltre 10.000 dipendenti,Organizzazione no-profit,Più di $ 10 miliardi (USD),1982.0,Servizi per assistenza sanitaria e ospedali,Sanità,2023-02-16
Gruppo Tempocasa,Consulente Immobiliare,Marigliano,3.9,2 g,https://www.glassdoor.it/partner/jobListing.htm?pos=402&ao=1110586&s=58&guid=000001864f82bb7c9877d63930f57bcc&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6dd1860d&cb=1676371213551&jobListingId=1008465891784&cpc=883DC43018083D9A&jrtk=3-0-1gp7o5et3jigt801-1gp7o5etjgfpd800-7a16065ecca3d317--6NYlbfkN0BqFYcnGQtlgZUyEPNOpiDdgWIzo4J8ITPECTVQq8Qp8cTfoGaBG9wTdOW0aBgz7vhmCzPWQPMlwk_gzk996-_3_ZP-LyFUw8TXvFQ29FM3_5Cm1Cx8qtDLi1mR-MED3Ie-oBLjs4n-QdrCJ-meKi5XHEDas84mkArSxXfPQsG3B96k-7auZV_UCx6B3o4QyLeT6qVB03vrfurjpG6a5HQeFie9-WPvgtEtnojNpwL2RowdW48zj4bi930LCot5MQ62qm8_pu22IZoQIKMiXbf5813JASId68JS4i8Yp14X5VyDBe2SJDVh4-R7LC6H2YyO5WFHXCWaA2P37WKhDoRPOV1IumOubCV7PWniZNoRp4O3dO7pfcin83J42CXgUiuo2DMqWIYJgrIh7lLGTKrqC1VyZWbX_UZxI9nRaGehH3UEVAweTNMCT4-qHHXEMrpcPHKnhT-WAEtbyMkjlV7gCpElv_desUx6tLQbm3Ut2D4S1hnlqhyfq_8_HfaYF8UCxm_Pf6-zoeYdOQvGOgzkGsTdNLP2Kc0dGKCukX7TKmYAyB24cMKXX_78frTXqaRZJqAvYliN8Q%3D%3D,2023-02-14,4.3,3.8,3.5,3.7,2.6,"Bresso, Italia",Da 1.001 a 5.000 dipendenti,Franchising,$ 25 - $ 100 milioni (USD),1988.0,Immobiliare,Immobiliare,2023-02-16
