company,job_title,location,company_rating,job_age,job_link,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,fondata_nel,tipo,settore,segmento,entrate
So. Farma. Morra Spa,Sviluppatore di Software,Nola,,11 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2419&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_02f6c0bc&cb=1676371437686&jobListingId=1008449146557&cpc=3028881457C6165E&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-c087d770a69bf214--6NYlbfkN0BsuZjmKUot0tZdTClGKEaOSYgu4wKz6gE-tsrJG1pJSxE9HL8vvazbt1LoMuoUmQVCFYys49PhKG50vNJcQkI2Cm_uDrYtLURzYnbDEVRyOwPtBRHgz0IKln9SkGs6E3yUZDLMpa3_SOEWvG9AwIa7-n2KqC2MTUd1zj_yWhl7Yu5jAbKOgbyif3YWXV9fPl7G7-nJEm574Pgqbvcxu1bfTRkKzcJWV--3z2_um8OCpcVnrgnpuQQSLq98f5QcvenKudk60wXEb2OCby5iWUqfcMHQrB6qZlCB630oMWuOQ6pBqi6EPEDf4HcdZQmowX7JV72qs5ghwrZGndxUotaeBaAYbWyc2N_iJECVESw1dHXfsEOZ8EdpMugYhCEX3P7WBCGmUvM_krQv8232vPzFQgzFSmg8OOaZkmYRcCNvO1mljcloeLoxCAJB_qBBVOOkGb3zXkl585oXCmJ-7eq2VTXt0G7lJ8c95hZ34Um4M-Wa8apFFwCeUBlUrgKGEliDi_fN8QKkO8ii4QDU7sLUQc8NQCEg5EWlMRUOdDc4-kVjphkx70HWuFmUjhODkAbtfEte6etMVoh8dGxz_D6a,,,,,,,,,,,,
DA LUIGI SRL,,Capri,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2420&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_260c3a1d&cb=1676371437686&jobListingId=1007587007478&cpc=19A63F97CDAE9B19&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-268affa285e67a0c--6NYlbfkN0An7zJwxw3CZh8z5lm8TVLUJaJN9wf-Y83TkzQufWzNKA84Hm9L1v7MUAyalvmtwFSjYEqEUg0mJcnrSjAuEedFXz9UwWH7ZI-jNO4FvMpdeLOTmzLnBnBTc4omkNQrHLSm5MdCJdFz81qheroHrw8dGmKku57rbJM6A-skvDn6N4HgXpUxeTj8y3n5BVOsbN-NsVRiZVovCjvA0l7_w9p7xfN8m2VPCZmK1roW5_vC-hyRp2vionWq6b1N5fMGO8OYZdZLpaMWD4XyDcKght9tkPn3CyAXZDJlaqsp-tys6qbNYBmxtJKeVgGtpjTnQWogIcJHjZuBNW2JuxrsUo57O8a9q8hb_BVobjdweF29d2GERqS740LpZ_FyNqSxHB76z_xQDwNkS-c_BUbNp9Mf-PIks4_elM5V7J38doFLiXSFhrSzCqrv6K5fIViMQD-bl2aVMFSQt2LQ9cUahkoY2YpbTPR-ppIdHb84ColToqin_31bN65JNf7WbMNJfrLM73V3bneBjLk5EU-qTf83b1sbYO6u4a9AbOIbxYTlMn-obUfyO2k5v4BmWdD5wxjj77DOGvsfFf_b7jZzDPAgFZusqCaMAT57-VMTNlNeC0Fy8zfb3jta,,,,,,,,,,,,
adecco,Tecnico,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2421&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&cs=1_62501e25&cb=1676371437686&jobListingId=1008428775806&cpc=9EDA28EADF1DF7F0&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-026e14140c80955e--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK0Ai5t64DnzuEJ5ibQUF157IBTZyBBJSQfe84u0axUtPFTHWAegiMULFUdf7GgmCacTFzLxvnfGYhtyZ6VosDHSUkdN7LtaeRN42UD4qeFEbYOSGx168wDr9FRv5T94WYaDWvSbWotFy2sYP1PggJdAf6oTCNUtDKcfNsCqK7h7VVRLSWcifnBS8GyaQMhEqfk2n0bZ-5eSdAXebuG8pl4q09K_6nj7DkQID_ksvX4rHeSLNu3fzoyeoX1k1VMVrxxy3BY2WOfMGinZkOJTRXwrR6SmD3ArY4h5gl-PXk1zLeQK9Q2CVhXbMWfJWt1V9QL3a0sCtKP6jyPuUhks3-Lu6j9EK7waJzcrtpqo0f3PUm3uwBWF4hdTuPwiltoZcVmb-PSR88sHeUZ1WgPawZecL_apuXp1DLmI1fb2gSBuTVK9rMtb1qQiDXNn_DNwMF8EtMAOpqBlVj6jzoQp-L2wKGdJc4iXCG3asaQJO-tNa3EGh2tghbyJOcUH8Re1_r4f8gESycb9FDEWuEmwBdCQRrjAOPK-TLAVPEw1QQtpAKf1TiQYkGrYaKcqlZtHiP6MB4gW1hLK2W2yC9EhMLOplPDHY14wq3-_u5i44Tpa67wMAjUOL3OrwmPGu7E0MXBJtbdxcAFOtafSEc-aFPvJ_oxbKqNUxnjHBUV4JQzauQ8z1G0KL-MjspKSFcj9fkA8IJCO30sHzhW0OwsDCo--WSCdHLvba0re3kAsFLDqoDKsh_jTnSSUYA9hfx-04s65XPqhvBXNA%3D,,,,,,,,,,,,
Human Value,Controller,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">4.5<i class=""css-0 e1cjmv6j0""></i></span>",19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2422&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&cs=1_65813e77&cb=1676371437686&jobListingId=1008428549464&cpc=545C0D17DAD7ABB7&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-092d99c80759e091--6NYlbfkN0Cbu7h-UbSF_GGQaxjcsJH4mXose9dnRPGuIswOraEW1BCliE_XHjNelIDm7gNrajuDd93diwltqgwYizl_IqXTD11a2FNjsLb7ggKRV6Op4W6Dvb7dS-cKRcYBbQJcvNIWQG2IeWYt28MKKqu8-K78a4x5eAkkRhOkMeqM9KTnPtW1ix3hASuQ0slyLGTrqMhfDzL-06FYO-cug6OXTyUZTaNz4t479ieoZhIkmhNBVyxRn0aZG2-nLvsYT-rE2BPiM1ok-4vD87VT2Yp4f_zfhR15TtU2__R6xuSUXxMjvpN3cmEjkKxhc_T7FtU3okSgjF7P34qBNMcZroIAf-x_QpF5oWF3G2j-T4ghAeLiUVnKy5qvXKaparmJ_kX-vG93N34K8DzOvYZUuX4BK4S486bNxFZlZ_85wXskQxMc9nJ6rIsEIXZOabdpfyV9XSvrpiIcgp4m0U_wT66GPBNLVupfuG-gqYkK1Mf6l5gpGVvDwVvR-TE-Z-NVcdepLff0UzJ7EZjtlZohGUQuoNN6UAKij9hdWq87SsAZ9la1tCuWNZgCJDLeBy5Mb34ThQBjoFD9irEDyIPbMvTizMC0dsuWpsU_UaK2nd1F5XM7HOHmEayateh6V9gDEvNZllE%3D,,,,,,,,,,,,
Assist Digital Spa,Operatore di Call Centre,Vitulazio,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",12 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2423&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&cs=1_8800a2c0&cb=1676371437686&jobListingId=1008444231309&cpc=0AE43CF55DD5119E&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-4ee16a8d82b706c7--6NYlbfkN0BImewq0amX-W1xY7fKQaAGnpysQX9CarUjLjoQc2hm5I6kbS3DOLI6VrWqtpE3Ixmqb9zfhnQwiQs11-GiqGFkKY3aroPRnjmD0U_n6UuGF5lAa9UxQPfCFRcFJjHafNrperSGa2gvHyLP__Y7gJ1rMfFcBbao4B_OzFj5Kri4LNKiX3tSwtJCsNrtZbT2pN1AQTDODpF6qEfbtOYERFF8ZmkpGn0PqE3RnroK7qIOjmVlefKflGjDcFFu4ZD7BgNglpkYGu_m43xG4bZCCsQe0F8jdN3CrYb-gmYhkrVciywJ6EK6d2moUu1wlEgK4XV2RWsmH5PFtgqmWW1bsRqaeC_lAkpGCuEaoI6R6F4DHnOqfGl2v1G_BAw4MXULaO4C-EDycpZuaYpofWsSE4R7s4KzH_P9w5tBVDmWnJij6MUyu3z9VcWoosEEHvpNkJvKEhgE2wqvqE38sx4o_OWKjtK8WfszTW3D8iOUYgLnsF8SUMQJqEnATmEvs1hjisZRfGE6-hG-4Tb0dZmb8C_nkBKErDAbOF-z3mwWFrg-HkeG2VRYfjaHTwtX_GWTDOTSED6dJldXpKICq0UXBa1_93729vBjEmN5NM3_rCOvV14mhBYz1MiIenwmpK--DzjoNCFZVNYjDTAi3IMTaURQLKV60KyU6Cf2rSFyFSYN_bbGM5FHcxT8NhtrGpBQDJySGlo3Q4cjSCKxoOBv-jOo,,,,,,,,,,,,
Human Value,Responsabile,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">4.5<i class=""css-0 e1cjmv6j0""></i></span>",19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2424&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&cs=1_6065a197&cb=1676371437686&jobListingId=1008428548821&cpc=EA19F5B90D514204&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-7541cfca3d4a6d42--6NYlbfkN0Cbu7h-UbSF_GGQaxjcsJH4mXose9dnRPGuIswOraEW1BCliE_XHjNelIDm7gNrajuDd93diwltqgK1cTvtNFkrcauU_oiFEvE4roIP44qEKIOBK8qjtgMx4aFoFsN09HFBcIJJi7yqDvrlii7CcfhqX0Cp71s73_BhwCfDtCLYZyTmObSGRwf6RpGXe0qcjgtbkYdEqDygedvtDUjRIxP-x_MxHxidG8NWLHQjogoPUn_w8jdkUGr56ETqkzeSSwz0bxfU8iPI-MY17iLu1BeywS3vtpemFw_77RhY7t6VcvmVEk0X-1k6T-cnTa63VkoH6PrP0Tq04QbguoidZxkUbWZ_DnxFmfGPy7TDTwOtcQsCNvVdn-xw_mnY2O94C-2X-1MfX7MtdOCMPbEIIGlZqVrzAzJ56iqTHxhiCa7iKy8yp_0hqNy7g7oi0Hma6R3smnWtQmFKK3WmsJuC7Hk9Clf2p7UTMk8zVmPlfve3ESaYf3EPD9FGg7QtySdnZh8-qpv2etIkhGAhqVtGCpQJSUUyBIgrVouatJ1N3ra9i0dppVqUPQGqpTiAu-K1q8Un2q7wHF2QTHYaciukI7w6HNi8NTTcOIcUbeKnnW_9UNsKSafKr0TMQizlgY-Trlg%3D,,,,,,,,,,,,
Tecnocasa,Rappresentante Commerciale,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">3.5<i class=""css-0 e1cjmv6j0""></i></span>",24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=2425&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_26afb5b5&cb=1676371437686&jobListingId=1008468448394&cpc=7AD1D84939BBEEF3&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-bc232938fe486941--6NYlbfkN0ACsuqEheqI-CXRMV8xZBmVkRy6Ljlpmc2vap2kcBme1-qmP4ebj06xxmZzIWK7JoGmozW3M7uo5TUCUpay5taQXrizM5nD77FDvA19oFQkHdnDLyH1S9bvH8TQdAN3LH7yz9wyLgIODLLcm6Hcal_5-zBD-APnQpzv-D2W5Dh-gdSYid9sczSiSHWSNwfCXWpepmHTnb9j3u60ebFCaif73ixyeNXfp71dXJysOEN9DfV550Yr4sHmce1qMT_ukZwXAretWxuCs5J9skb7YW7saoY8i7Ei1pB1yHkTFcuOmSofCAXP7RK8Knm3g3olukoi2itDDUxwNsOoygjW8o_bClzdhnPOou4h991pCwK5Mzd14FWVI7kSaOgGmbKxvijv0Mu61YsXthlTSKgCN-ZFSTZzccb0iO5uU3OwKttKIv10ykVMkFfo9SU7xCFlkDrSPCy_RuC9IsILVdCkjbh-eDSDy-Y5I7O3efSLE_JSzUsNf_F8X3cEYJg8VIG9W0U23MQo115pFsOR163ST81C2ARwT3Q9M2zAcUS4W4QoWMOLHbFJj3luk7szKqkCEYw%3D,,,,,,,,,,,,
So. Farma. Morra Spa,Analista Dei Dati,Nola,,11 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2426&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a2d11d82&cb=1676371437686&jobListingId=1008449155284&cpc=9C938E8DE9AD6C02&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-ab24d885ef1c6f9a--6NYlbfkN0BsuZjmKUot0tZdTClGKEaOSYgu4wKz6gE-tsrJG1pJSxE9HL8vvazbiveWOJIpaHUjlnLN7MRZ3uB664DrfMlpLvS20nnE8K0kTmMP7uyLgLIelhFZx64iwqILrXi8SnLKRobpb6vjfsdL8aDgqp-1Kro09A-opt4wSuwABXKWn1kKWSXr1T8-bKAUhmFhO8ohO35g9wloh9ix6jpWAO6bdxpr25C_7BTDU0vLX6Ig05fRiFR0nOmVS2xBCH7bJfleacGnlyNy3BmAuI6EmL6qrPCgVMbzcgDHHmj0y1BSbySGPOV9slr7l9g4-BAFVdP1JI8rULfbEXw4Idj2fGxAibsFAvXno9XTC3DW0A-zM5GGCg4IGAyvgjHn_ZBkHzqFWaJmAIysBy3z2JTxFay7_UAkB0-cu4AlTck39pnVgMO9D3NiF_zO78a4bfpC8dJ64E0_4SHvmb0-yemTFIPhF838m-LgXX-v-vTlR6z1yavO8LYFvS6a3z5TTN6l4zkRkNbNW0ZeVBBlU8cr85xpvmjhSPeBhgVYz-uRnT61nfl1o212Cfd1YmlQcLw2MXejy6CU-lRDa4_OPVRFjqp1,,,,,,,,,,,,
Xelvin,Junior Technical Support Engineer,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">2.7<i class=""css-0 e1cjmv6j0""></i></span>",6 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2427&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_90df13d9&cb=1676371437686&jobListingId=1008456700104&cpc=39A4E8CE329AB187&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-59a6d7e85f90712f--6NYlbfkN0AWp2jAIvwXyxhfJY0qOiM90h_uVcSLFlet2vZCGjgLA4F7Tr4IcsB0ltLVTQ7qN-7BCPK0UUv9_QTYZgwG5YdW7ke6XEVUBk8EwwbceuVgjgAcFAiGkG9p5L6pJsk2moybCEIV9S3LlUo2SQaoSYRSadsp_5HBWxF9HGrobaqihWRhY_s9esC_GmTdkLlEImyBc9XxLA0tofiQASfYMjLeT0aOe1R-NZbhqFITIjORuTVAks7HH5978pszDXW4cJ2l0hW9v9GtPp1LBrORUfvnlVlU-oAa9UoEJeLWr-eDJ4wT2Bjs1naQHAx8hWmzFT4HsucO0xL6GbC6cUJsM2pH1yjTf4gzeuOlPY-EkuhDP3X9zRY4E2hP04T-23Sn1rtzvSRwOJ8thrutu5Ui-ClxjYwZzhJEVTJEWeKoqfV_IKnKSv59H6VwdJ5NVkutdkRKQ0FXpjfGr8g0Vx-9mGgB3QDroCmROd5JPmxPpc_NpOiINAZ7WXaZhr5Obl6ToszjtsDlPcFisg__VIrd07nri2ztDedDJs3QrAAx9rcwptkumaN8D8I_fDnUAyBuA8Z3LoaEjwAVHUnOTgx8Oyz-a8CS_Ea6jI376Ux06C8deyrAysLJmTB0yb_3HVCjdarE17csqqIJCQ%3D%3D,,,,,,,,,,,,
CERTFORM,Farmacista,Sorrento,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=2428&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f4d815c6&cb=1676371437686&jobListingId=1008468400128&cpc=9FFE37255B2C047E&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-45459cb6687a150c--6NYlbfkN0D-3FQsaFb6K5kN-Yj-wYeYCLk6hY8QiV8Su9-Y7ucGGWhcMz4rqqesJf5meNCNKTVd9QQGzxncQGWgu31q75TsLcXka5T_eBTcuUVEOl6aHr71-DtggvSwPJlLuoga7TkmQhGTEZBG_2qPR-A_GlV9CerR58H_dDk_G-fdJ21qdMQnl6juaf0ovjwkCkxD0UmRcltaYw7AOOsoodWYquXt48Qa88CKUF3f5UmzY-Eg1d6i29gv0TM821fAvvmLpGVBjejvb7WhSX8edgvi9LURqiHYN26_sURqZEDs-T5ve6aKJQ2I4Pp5m5-e1KKsmDQUOxco6ck22ea-JgwuuI6Jqiw0Mt0aaLxaFbmgfKK7cyU3EUc-bVpUqd5Vbuazm4bxIBkAnLZLpOHJoek4hux_rp8B6FGMppCAC7Mov7Gvzp7zSg2T4If6ljH5DWkSa-T6dgCa0WA5lRzEn1KFbrMpr1mi-VGVrr2uM-3YHAmbIBBzHV56uzfiEQRScZa7mXbHvdKcnK9FA6BG9zCkN4DoZxRPUmdtHSb6em9gjbfOnhSj0kOGsgWy0DbckLZeLh7NgiZtmZTU3w%3D%3D,,,,,,,,,,,,
Lum Nova Srl,Operaio di Produzione,Napoli,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=2429&ao=1136043&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ba06f310&cb=1676371437686&jobListingId=1008468347720&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-b8a86bb6ce0275c2-,,,,,,,,,,,,
Gabetti Franchising Agency,Architetto,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">2.9<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2430&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1f1a9cbe&cb=1676371437686&jobListingId=1008204334799&cpc=973E6D846143997F&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-7154fc7ea830e3b9--6NYlbfkN0DeMNejglmrljmtVFsqNCm4MrZu-34Nk2B26CsG8IHyZGImvQzZIbWSAmjSB4psbJQIbpypy5WDr-CAP0NQDijTiXqDEKlNEKYU5FZtYMihapdMfSbbUTdIVMdDUzga7AQbj1b_W0HPZPjUOSOgyumU5NwxD0F_IXthM_641OSfd3QisTKMan8E52nz2MWj57KEbyMfDDs-Vi7J-gG_t1tfxviqWRTItadot6oNvcFaVsKgH8i4tcBk_VYSarq2CcQygcrKQhwvwtgV_nOq04g6I3-GaqviEaIA9kemGTOZ4z78YzKtawFHYqAWCikw8htKtY_hi-On0RDFWa-ZqZbxxpVtmUZSdeJfHF4I_0zLU6hWJ4jg_b13A2icjt1Oj7oN2Izc5ydvg92lTWbtB8BOSBkjmBfBbbdFv5sLzC-IyCQQLr6BWbAPHTz0FsPPt4I728barau0379hOF5SUmcm6hLWq9pqBZHXGOmelpifTkeMp9B_aaQBdVGu9dQziLbnQvICGmzIScIFonzZc6yuGE_LFrPPqz5dGcGibxi3jRMpvXzlE7vPuSbWMp3cCyc%3D,,,,,,,,,,,,
Lina Stores,Capo Pasticcere,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">4.1<i class=""css-0 e1cjmv6j0""></i></span>",4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2501&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a08b52d4&cb=1676371452879&jobListingId=1008463851058&cpc=77D8CEE05F182B4C&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-7e1e13143815ea8a--6NYlbfkN0DgDBzYgyTXPPa-zzAyV64JGJXXBlKCCozuZryCbtxWLN67JCK_x5dIm1_NRSs4n2EXO-iBCrL5CR0zT61IHucOf1BazLwxRlvnkXBQlexFrmApi7Yn6Lt0VLeIdiARWonebRP17Qr20lEq_vNuUYInIPs0ZZjVKD9DiSCZNf8mIbShF63w2s-rMGCF6BGOBEvUvipcvTPXQNSPbPyh0vfCCtm4G-hcRuB8MyV9D0tKcOngO7qB_dSBz0kUPewKTxUK_w42QIKpwBfXwfwa6eTrrHejcUILh3hEoFWx3YEFv3QNdxXhNnY8m9W_8NUX-0dUiz7EDSuhEyP68-S_8At1CIB0expKP4akb_BVFJy5E-327NtFQHE1DfXQI4YTXlbOt8amhZCgPGiJLrdCw6VyZbiAcWbglZJePuegcX8OsFLVMkcyE_NxxgULH9_Q3aTHo_9ZmvDW7H6KKE2Zr-Lp-GuDyApv-gkxFo44FbC8ANoSWjeP4dF0PS6DbVbeynt9hjM0r69N-YWdGOuzEPtc_epX2aKPr6Ed4O5mJPkGsKCiFCh76z0pEzQwycnK3G-w-qzwnaQ_GzxmIzk1CGx95740GE4ds3rRWIs9rLWlefwBu8fHZ_RNO2SZe4zYvzRql--yQSd1peDsOe9F3Xq4,,,,,,,,,,,,
FACILE RISTRUTTURARE S.p.a.,Ingegnere,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">2.3<i class=""css-0 e1cjmv6j0""></i></span>",17 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2502&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_414c2e65&cb=1676371452879&jobListingId=1008433117845&cpc=FC4EF002566A9691&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-e2ef4f3b8e502b26--6NYlbfkN0D4PQrJV_PNof0-lTl7GIcMWDlUSPrLpH4uPE_IF_rtuw9aPAClngahZdIIQMhdrEsK_MP6e2YynZ719mB8-IWCUBe34P0ProYUh-fJPlSuW2dJTWlEo371P89pSU_fkjjOHKZwLFc0QBZJQPc4aEv6eVCV4I_8rprrmXIBLZWlqIy-oWSVNTDYPXjWDr27csNaYvlwlgOaOMJBPkD9trYV6pm_8ohPJE7JLxXXd_ioVWXOtRUV5A4imt9obXaMS9GKj3XnJA-zk0O7DMgWQ97Zsn9nNxEExuWfWPjrNWBUN5ceDyAXEU3_lhdFbe7_yEQnXbcqWUtcv99BzRlx638Xw37tuLX8ey4sLo3O5o97dNQhTP5QOU4qTmreup-DTWxdBKF6myqbW08uYMQG5zvpeNTQEBo04MeoVDplLxfRHtAr9pqUYtL9QgSl6cCozPB5EgEYS534fJG3p2SLAnJTki0TY-yfrBgbZp_GaD884Gq2ZmQ0wN0VfKeueV5o8oBSQaZ-LkwFWiqel7HBFKvh_EImy7dwFgskQwo0m3RSOQcwtv_E0r9U9QvZF4i_QEZA6JlM557Y0AvUapTu5KFzuAi7sc7hDPpmQMIEMfFVRA%3D%3D,,,,,,,,,,,,
Contrader,Sviluppatore Java,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">4.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2503&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&cs=1_5dd6b977&cb=1676371452879&jobListingId=1008278751833&cpc=998AB1121B01004C&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-10c5a3c2a8650811--6NYlbfkN0Cy00j__gQrFinrTrsDapFDC4-gmcGoOTHxmFv_WCnGchzS1taFEGZNlUNp0kgtIzEMu03vyyRMGiku9Nv8FlO-pW_3CdK5VWNUDu914-Ctz7h9fjbkaKduH5NaF1L6FNtTD5L7WNbcp2O7Pjq0p9g3v9SB4rrPIxxQ2NXj2NVqJQmCoOVk2SCh_8eU1iVS8h2mtiOI5Fz1X0gGHXkv31RXH7tEJjDXKK2gmSi7mzWPBeom1aTaoN2NTBOH6sXlZHsSsSdBk_E6T-jVT4TMJynV9dLiI-159rW0uXLieLf4LgfI5I4jf3XaVdnEJ9wkI3xxUVhBNQLue8gNHnFxtkjQfM4Nd7OQk5wW0UnEQdlIZBZNfCVW0i3nH7ny96YyavFN_DMcGtxuXen6Q4Qr7J4cBLOa6HrTuOaYMI7Uvq3mCxoMA2Ub6ifHofgB9WcmGUlAEEwqXmVyjluYR3R3jMQCVgEaKcL3jKANIOR5oilxsnjcz5kHF6Dx8BiecOpNkCll61ydWo3Z1Q%3D%3D,,,,,,,,,,,,
LAGARDERE TRAVEL RETAIL ITALIA,Addetto Alle Vendite,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">2.9<i class=""css-0 e1cjmv6j0""></i></span>",11 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2504&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_280b64e7&cb=1676371452879&jobListingId=1008446768086&cpc=8507CEB59E1C6AFB&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-dc02799bc33274b7--6NYlbfkN0CX_LllCW0038eG5KcbQa1ryztUI5cfWNl3zQuoXSGfOYIi7XPpHnjOdHY5zUHTy5k-bTmVHtyIeiaoT6rl8pquKseqqJe_JO4unj2_ELbE5DMIM8gC1HdNzbkR1pf-SjQIN6kce-ItRyIl0ryBNdXwa-Mi2ok4n2R6BiMhB6nYlIlNgW1TuMNAD8hTRmm_KNCJPfkTly-88b6kg1YfSHcanhgXPcGoSc0ghzilLLTZPyTGHIG4xESUdNoMmDyD7ezT1Csn2VdQzMIEzOSHStYnPmGJ2a3HbN0fxmRcTNqqiMJMPU249uXF4JG24QYN7otTPrwueL1_Fqjl3I5UYJWvNUaXQRpoa844jg-F9sAmhLB_hWW2XFuhdlJvIh4Dq-t5XKbkIKmdEVKdk2oYakteaTTVnyoucBupLjnP7meKnfNInqYoDOORiO6Ge4Ukr4Q2WokBcuZdh7FqBVj2weoSRtD6h4uTVDoy9bM_IcCGOVmTmkaumXrBylz9L9z5tYbPIky--a30foSrCJvOnlfU1COz1fExIoT60SYFb2NZbpCFMy4YMMBOV73lsRRlhFUPNOUlfphgDKA7qvc5YaPLncme_sTUPLql_eGN438rCuZ6KUuWEbwo6wJF_7MdfB4baiT85Qas-g%3D%3D,,,,,,,,,,,,
