company,job_title,location,company_rating,job_age,job_link,run_date,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento
Facile.it,Responsabile Commerciale,Italia,,29 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2602&ao=1110586&s=58&guid=00000186834a9bb7a9b871d0f4774de4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_05ae8e29&cb=1677239950595&jobListingId=1008428542711&cpc=38E0756619F973C7&jrtk=3-0-1gq1kl6uuh7hm801-1gq1kl6vgj458800-9de9e4429e682922--6NYlbfkN0BmDrR7OGR9gJmF054fDOj_Irftsb9Ib-ykftL4-GTXRFTKRWP4aEhPdtGYU0uzziyByPg69YTdLMCakA6i5STr3NYrHxVntkiwvre1ra5QIHsBWyWtRjkykNtrmuTRG03d6CE59kcbq_G3XYOw-Dckdex0aHIaQSEw2-5GIcynhmAfsfTrPXNtpaJIKy_0NwwnYq76jpIgGq4TGpSEwmBX3aHHfj4nFLWjP--peboFPb83P6OBrd_Q9B3HuNnDNLnE8pHPInSLBSWHxiwlhPyVkU-MYdBH_EQn8Kh_VFIJNORxq9ALimTnUN6VLD46J6P6Rq5oVFWVElRg8klLCKZ1FhxG8IRF80fOYJPnHVofbdsuNIcswKUeVYunhfUIjbkbfr85dvFZfRHolWSkEICc2q73FSQYuHxGJKWuRyzoV4deheR4UVpqOz5ft9l_kqBeBq6f5QgPsToPN38NAjOQgYXoVdHyKzCLrWqRcEBG4HCoyjGFhAyGTOiDyv8t56GthlyN4iNRXmAXFnU3AumHh6orL9PoJvtJONIficWmWncvfB-3GlmnP745HHMdb3sT_k-DUAP-R8wpiQu59WP1RUQy7Bi1sIWsP5IuNfgHZP0iZ-q2Nmc-ZoMnJhL8NPn6shXgOLWoU5g1KPni9tn6,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
Guess Italia S.r.l,Addetto Alle Vendite,Italia,,13 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2603&ao=1110586&s=58&guid=00000186834a9bb7a9b871d0f4774de4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_bb808b12&cb=1677239950595&jobListingId=1008464381753&cpc=B1361D5F72E3FDAD&jrtk=3-0-1gq1kl6uuh7hm801-1gq1kl6vgj458800-7477f64e3eb1b4da--6NYlbfkN0CA67G_SAGmLKr1-1zGryutA_KuKy7K8eYaAWAKkAexSLJ-g7tP2z3xY-Pu5UHMF1qyJ8ZQo784jUGrHvaprqR1dURmLSaWmQNpeRe65l5kDl7m5t6PYQaH9L9-WSsaSQJa6GWRfJ6qNsKGcdJRAmTTOu7AWq5fd00qyjUU60fQXw30SwJsUsD8VSvwoqUtkI3hbhZ6z2MXX1KfArmevdQQ0kHIL5x00FvO956IZEQhy8XdBhFxwQZZ_ovvVg7LHZicB8K4586hsMMJwpJtZL7ToYhz0Stuol55xOeis3DkFNSHCgL1UjG0bLrBQFtBETrR6Avwt8qrHHp77j-cWyLQ8lv7MpAUxtrzvhIYQ_OoJ1Bt_1dMGzQb5vkZVzfRBwjVOyoJCJkZwzaIaAEsfNpKuYbZhCd7NgsigdWmaw2G0dCNELmmSvvcwxuz5-2SV9F-VkC2KlKQvzOryAUntyfJTMQ_qZonkKMNUaIxKe8yQXlc1sm66XGs2ciTrN7lZogMMQft2C_oBwW746D4AH9y58erqGB1qGu6UZKSzNsE0RgqORjFufWS8UhR2pas0a6-NsFm-QEBi59UVZpWVwG2XGwtRZWu6o7tzOekUbmE5baFJl2vtrC_,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
FACILE RISTRUTTURARE S.p.a.,Ingegnere,Italia,,27 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2604&ao=1110586&s=58&guid=00000186834a9bb7a9b871d0f4774de4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4537132d&cb=1677239950596&jobListingId=1008433123027&cpc=E612658DDC0BF6AD&jrtk=3-0-1gq1kl6uuh7hm801-1gq1kl6vgj458800-4027d9b378585274--6NYlbfkN0D4PQrJV_PNof0-lTl7GIcMWDlUSPrLpH4uPE_IF_rtuw9aPAClngahZdIIQMhdrEsK_MP6e2YynRQzIcL_Dg7mvzgVgYocx1USELv6k05gUZPLhCg0sYei494sarCbov4nDHsclPBlcpfCXp_fDrJtgJJXDBnngpcaQbsNybcysUnJ57bg3bzwL8884Pen2Ot95RC92ryrAO7n4NWUZ6lET1OFfAtPWAT_bbhq2KrTDBM16XkpQdEDBeTy2xWyIHIrIXL9O7i8ihowPevAt-FZajdBnMra3vWmpH-w-mdEXEXp0Nrv-iVr-i-nLrOb1d29dOZ1Yb74sOypxnS6J7P4Zbaq7IwGdkZAtgqwdb2TXKUxEIV-rEmK0hMGoN-ImiDaDxKST6foENq27x2mKikaQAkZUUseTBvEvL3uJ5HB51UA3eGL5PJROCCLEts4kfknVI-RiTPludGrxJlkV4tkUkOqV_-gqUHoiufrkgx15d3HiDVozQVSPojJo79jltmxBZILVh6tCS_M3cN2CKjK-KRVeFoXfuPUnW7Br4Emh31-gHyZKWTexi6LsRweBHo8uqPqz_FVx6bR9NKv11VfGyMs0vtnrUqhBhvI2-zjgQ%3D%3D,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
Melia Hotels International,Barista,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2605&ao=1110586&s=58&guid=00000186834a9bb7a9b871d0f4774de4&src=GD_JOB_AD&t=SR&vt=w&cs=1_103c97bc&cb=1677239950595&jobListingId=1008414328215&cpc=0D76E540772BACE7&jrtk=3-0-1gq1kl6uuh7hm801-1gq1kl6vgj458800-09de4ad7c77580ce--6NYlbfkN0AYh1hWWeNHDA9ieejzKlANd9LP2chDJVrvhqP-zKsUohwt0RSHARk90jhSgstWJHMdaeU5d3ImnP4-t6drKSNWucfI6flFxdjuNlzJcQmM3DOIeXm18EWU-HLcksE-1ectEFJnR85k0nZwb11o3FOzHqB6gC5y4Ngv9JMTRheg-yRX2xRku2cVqNLAGBTgbvpdLk4HnjVenvCKDX00LEmUMWWWvPkFppd6XTWH1YoRsT1ei2NBAgxod4dpXlQx5jnUIv_LjrRxP1nZOLsx44nfBFFxIeYONFXH7V1dQBRSwR9PxTunCxTfRQDP0b0KIcyBMqE7RzVVprwuUaBt6NIuB0bGoQBH_s7F5chcqFr8DLSZM1Sctu4eo1NEruG7H2L75YAcB_ipeux-C3CSB49KaSWFXNmOpHATWvxlw7WC8lQqV1GCWX0eYjCHxqea6EXNZ6vJKHVdDthe2E_KGQM57m1TKbUqtLgyw_yVHmWzfzeIFhGwdNuM6gAoqhyqU59e_AJkhTMLI2WZm6dqOhLlPPCzvOHAoBWkACF4QU4ITLGWAXN-DZ2kv40mt6MxGIjJMxaL8ZBYCx_lxqYUlnpAwDiItGc7f04aWzzCuozOGcJk-ZGQ6r6x7vs5JuZT5sbjssqNw88K5w%3D%3D,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
Saipem Italia OFFCO,Security Officer,Italia,,8 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2606&ao=1110586&s=58&guid=00000186834a9bb7a9b871d0f4774de4&src=GD_JOB_AD&t=SR&vt=w&cs=1_617d65c9&cb=1677239950595&jobListingId=1008474128563&cpc=ECF50B846154F74F&jrtk=3-0-1gq1kl6uuh7hm801-1gq1kl6vgj458800-f8f3465280bc418b--6NYlbfkN0CsDm3IUperF1RINdpGHLuhgFoi3Ntjo5CuBDSv6Xb6c2scNx0yUYfBgcIMqq9pQJFGLQwIdpDybKZfy4JQqahjxFN5V8nL_yfSI4QbxTWXdRfUKD3P9ZjUB8gMrDPF-MNachTuxxhv8NlhO_Q0_AE9YqHg-syf132R4qvrjoc69g8Ppa3YADGCtzz-egVzW1JaTkRUYXVLs1xrHSuIozCyvrCZDnh4CxXJv8swXgAaefmaotJgmI76jHNZybWYIIE3q5KQmjFlK1SzPF7hw81Pq7fkHfjrI5x2liPSeoEiRo9xJZl7Zp1H7Gz_aVH_9G-Tc1N1WYx9ZEQL7N3FM-yry0lQ_sC1casqKJbUNtunOYn1Hac_XeCcF52f7h2TnLPepUBTMHIK-QPJgFOJ579gfS2DNulB5WyTaW7VE4hVKc4g5Ag0e4m--E9mtH5pwMUJb17kWdQ_dC0QwOBiXlLSR43PNPy9c8K3zR3lZchDSYXyrA7bh-6UDg9ntrDSTSKM7sLwWhtw-WWe47-r6ooEgE_eUb9rBRcp-YaznH-jkdtWCOkM5lNNhHetX6UkTTTPHCbUVveql_e4YrlYGw6WYufsAf2DT6ymnKr0xtRU8qUuLiFFXjxu2xmvOik2xygHHpp22GBb9exvI9YG_kTO8zs4OQB8ESWM2K02rqJ8LwiwpIhduxadqghdXJe1jYh5YJrOx54TqhymbjZ5fdbv79YaTYkUEZU%3D,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
Verisure Italy S R L,Rappresentante Commerciale,Italia,,23 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2607&ao=1110586&s=58&guid=00000186834a9bb7a9b871d0f4774de4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b759cad6&cb=1677239950596&jobListingId=1008440675399&cpc=783E0929E0928ED3&jrtk=3-0-1gq1kl6uuh7hm801-1gq1kl6vgj458800-a64406a40f86b3e4--6NYlbfkN0AahMpHASL-rqQOt-rayfGPjlZqDLP80wvjLoSAvCb3DA8jzMeSm_CwGEu8BCQJ2UNcwUanCnVG6PWv8FBn-VlNlmE1L5yIBxUbYx1Aw0cKSB0sZDzcNlvShYGc4ODixXhoRNSO4HV7iuGaF84Lf_y23AGGQ2LwYvkkyPLMuJbqCgytvyeyCeC__-VwDTMS2TRDWKrwJm6qhrYbIBUhrXGP6qWAi_UDMGeB7EzFtfFfIo-FDcCTTDB495pOd0zUck1cs1SLKx56pAy9VG3Rg6npFigx3c-TlFt87Z_pMjasQWuDthQY_L_t7nzUBoA8Mk0ggqaTjlrjXki5SZAsYk2zuSA77jmcZSGe9p76QEnxQN0KzfGTbgm1IlBWIPZsB2Scjl6F0jTLlfXkHIKcSVGR9_GVGiBM4SOFFq2V7dwc-ZpRxJqPU4OE0kvWQBVA1rzKGaYP1dckhaHTR01GyG7WwZgmoVXn0MlswWix0matBEPH0NF32vDoQ2atRm2L_1xEk5BiQYRXU102nUdMz6XuZo5701iG74_EU1veEuWjQUFulUne21macIcvsk1nT7GDrQLMwjvVpdj1ROSBU0wrO7nb-TVWcHY%3D,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
Findomestic Banca S.p.A.,Operatore,Italia,,1 giorno fa,https://www.glassdoor.it/partner/jobListing.htm?pos=2608&ao=1110586&s=58&guid=00000186834a9bb7a9b871d0f4774de4&src=GD_JOB_AD&t=SR&vt=w&cs=1_21662c2f&cb=1677239950596&jobListingId=1008487360950&cpc=214153447B1391FC&jrtk=3-0-1gq1kl6uuh7hm801-1gq1kl6vgj458800-03e07553b7555246--6NYlbfkN0CyelwOgLs6HOGDMccZNmBAJGrtKCkwEm_4BRBAjw2Xj95lbBt2RbjQQMWBYvh1hhQ6BHZUBeIRXfBpXFypip2CgqCK-UY3yaDgHNRGoyVUqnaTx4QZBYnHXIp_C76dj5AS_-Tsyp2PqoeHjVvfzxPT8gaCXv8FnQsMww-gYjbU6r7USxtrDUqy2FzNXQ2Y8lYlp4msmEi02hxPpXrNvhra5pdVwOeJiNZhzPSTTxlWbQzXfSbkeuhBmkmM3312dl0yJgz1pX6qq0SKU_CabX5R0ZmsneWPPr2C1QuivFwccM2MYUdATvi9G-F9YNuQ57F7WtH5VbEAu4BWYw3MZfko_5QBLOsHBcP_ZIVckkJRNHtLgoQnP_tA7Hee__Z52lruR7eQUWKgMNwcSxsOjST56e1yAmk2Eccpt3laWxYOHdD-qvWeVYa9AJg5H6ZluoxzjuWA9dbNSWRV_eEZCV_Ymd45xYW_x_zIJPQ4at8M5CaRBGCG4vcYmgnCo91XyZjVC4JHpwN7DRpkhLhGsEZ4Oj47NkkKlw_SGQpi_a07IGgCeSdyFi20iIHhmmfmkuInGLPbZSzcOZJvNf7iQo6oqdCXe7bjgxEj0eiIFvOTysqzVZAXdncKdEPHNUc95HP7GGrUE59VXKGuqNI1u69srSAIgDGSDPK-JDMq_2CI4dx62wWXuLG6et1BXBz69pzXZaLDVfR5F0bSZDvWfv3thxnb4lZsfkIclGVC-zt6wWWTc28u5HdLcHUbZLlJ3j62s4rdw6z1vJLju_ZSpHSpniTMJ0dn4kzZw0cZHMKM55IrJThSTYw2XGSWz8mJHx9uPCJgema9owfmqBgF911jAoBdZOVUnTuE_wqdJFMUAWMs9Pk4vIiB6_r2-eOt-jM%3D,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
Presbia,Medical Sales Representative,Italia,,30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2609&ao=1110586&s=58&guid=00000186834a9bb7a9b871d0f4774de4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7d5001a5&cb=1677239950596&jobListingId=1008427549891&cpc=6E56E77887FF9985&jrtk=3-0-1gq1kl6uuh7hm801-1gq1kl6vgj458800-97dbb1249f86b218--6NYlbfkN0B8w9e-jVCzGhqBUgukvvpcIrUCsdRsAooLth-TTDada57S4RLUr9m3MxF0Lr244BwTYWFvQGyTt_x0Py1wUU-Yq2wuKQTGpxDsz5G2TPh7cJ-9iToPmAkdDpkZSW1E_Sbs9YU4H2qgQNdru0a3NhsqavgtTzmoq9QTihREhLXLturv8vuUs3BGHwlqgqGBnJig5OHDBTnZX9VzvrBaoPq7FkhP6AluSG3dy3oHgBMO-zyt5YCuH7XYd395yVV7BVpZnQO2CAfDNupGBAsqlYr_ky91-iuRCoej_S8yN0F-sk_CQWsdBqaMvx-FmpxFoIsguNH73DC3QMkYKOXfb7l4bsXnGrtbKPiexYzrjWjvDxm4HDlsqo0p3OMhWBcXBHJvRgETxn9c5Ly784X-Dnsr6RWOYVSeeudD0CHNFbT7pD5qQW0GALtHY9x_soNNwhlzRsR8DNkwuDCz5fQPtqi7QiQbm43FCfEVNPg2Ekwec5uBDwjl5tj7kpOIrVAsaRzO2m80ZRyLEEDmqoaATBnTw60ikBCDL3e9NrZ0ZMCVIejV0AR_4G48kWhu_96SGWGACusZYFz2xM-bKUPKzS4ZU-pPcGP01eE%3D,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
DENTAL CLINIQUE SPA,Senior Assistente Alla Poltrona Odontoiatrica,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2610&ao=1110586&s=58&guid=00000186834a9bb7a9b871d0f4774de4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2be2f6d9&cb=1677239950596&jobListingId=1008328295369&cpc=FDA5FE10D8E00596&jrtk=3-0-1gq1kl6uuh7hm801-1gq1kl6vgj458800-16b82dd764911f0f--6NYlbfkN0BjrLiXh33nVJS5N8YfV80V89pLwIJlhdsTBpkWxGqF6UrCfrzK8weVAIyLuZGVEiL-R7VGl8_9RNCBQOXlrYCihPTyVGyU2rQG4-iVz98AKoBAuVxPO6qcVH2C48mewcANNidP1f7xNKPrY5gPEaKedSJgjW9J5KdBjiC1V3iQgLZlotW1N7DYBBZwM430a_lpOhFnedekqLJbwOMcDsog8QCEQIKGgHclAstBhM6woYxsK1mxTOk_N7r17qALUmcNIeCM_rr_cGskEm9po7kN5MJ2iIOGWfLhuVtGXIeu5RAUl49DbTsNM1Me7GqXLZq9MwAQj2FcRs4_BjpyoEVLDqyNZk2cleBcT9vLdaf3Lyyeg7OPVHHPP8EgOrb8P5CfIQxqWQTp4W04Ljn0fZ1yhU-39ve09b7fN7sRWqH0sQ6PVzwAMOiJh9yN5Fgi-QqIkOjoQiulbHPvasR5g-tBR5LKwI4cxjyGC8i0a72hOd7HLN3k4TULLvJsYZsKaTPYebm8qz5475DvRabRnq3sW-KrU2g3f_AJxJZtAU7LV25K-CPmSgmV4faFYmZxD77DE5Fg1RFDFgHz6LJB_PDwKWBQc6O0gnI%3D,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
SoloAffitti,Property Manager,Italia,,16 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2611&ao=1110586&s=58&guid=00000186834a9bb7a9b871d0f4774de4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_73dfbb83&cb=1677239950596&jobListingId=1008456809186&cpc=23F39E5DB52D8DE4&jrtk=3-0-1gq1kl6uuh7hm801-1gq1kl6vgj458800-4a58ed61cf3ed24a--6NYlbfkN0BPfluhl8Ml-GAOmTazege-pah0h_HGo9svGrzme6-xd0HcMa3ymT3pLdAMOcA2zSqqXYebDlzlvYaQ7wADwFjayfLz2qx2eghG44Bi0DEJpsfLa2jhsvJQIwYFEvmq5nWMjyZaVCT9p3zIbayonFJZugbScpraNrE7FpMPj0VibMil7PFHM1dcWQB-tbdR3xoucHSl5z5qyvvOZ8uOhbUTNQINHowfGt__prwCsLGLiiWPs-Bl-Csebnmcxs0fNi47PSyAzy52sIVutH0244yLNRXNG6LaL8AzFmAzGQQ6tm9AuGX4tENSQt48X4CV_7LKMsz9vq_Brq6tvd7NrpHhOOZXUMuZPBxmE49bB6svbYQe70sTjH6Uk7f5goi6-ESoY3Ua_grSgF-pIHWT5CFM8koivjbQMkwy77Oa-kjYaTuoHgSiMbNA-QpIKfLa6mWzD-VvUSNwq0fzCVAeTvA4ZfYnJVJxXUV2Ei09Jx7OnSbD4FeIUReA5ZHILa2R6fr4fjxntsMePh9V4cvg-Y41ih3YZlOLPaho4Qs4SMLKCkXQ3jMxAYcj0EZMP2x6yubbkLRCu6TDNsd4Cc-4j5csjYHM70fz04oetWz8cKSitMp3e4Wg6I0L,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
HILL - ENERGIA PER L'AMBIENTE,Rappresentante Commerciale,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2612&ao=1110586&s=58&guid=00000186834a9bb7a9b871d0f4774de4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5f50b189&cb=1677239950596&jobListingId=1008271023826&cpc=E9BC9687A0F03B80&jrtk=3-0-1gq1kl6uuh7hm801-1gq1kl6vgj458800-b87c25c39e17f4e2--6NYlbfkN0DB3mQYBblaU54Kn6Z8l_cgczAW2ExmgFcbUc_SKjUHJ33TVzPEGLE9swllj_pXRnSvbzqaoHMDc3pErkIgAqUxea7YFrN0uQAXR1nOQUonOE2NXmJAR5jQNf5CbqMqEKeflS6iJI236AFxBkeZK8OME1AQSt3Ib4kBQX8ijTm3XB8TS4nAsBSk7YuRtiDawb5Z9R8FckDviluYXsTESd5IbMmsEXZ0BKauIXQ2FmNJHwGNb0dWO1gpRH1X2z2FnOMiPMUQzfR5pqBovCYAIERLJYImntTkWDxh2zYi8QVbgaXhCWTnqKZlFf2Z2KK9LFDyHn7yiHZYE-uH4s25LEnSVJBmLvCvjN4yOlMsl0pfeZBcrBwrgjGqRytYNskwkS8SAv4ue8Y2eg-e4SbkI8T4zzyzmXKDRfflbtwRYmj4Ab5q2_iRVs6KJti9qdTxK3sxzfTKXl5uGHlJlyin73dtcDBu2ID0GQw0OaYhZRYnRQdkCGE8oxyuX2mWiba70RHdyGNYxwH3YnxRF1X79-nhQ_yfHtvV3UW5nz7fVQ38zfLIiQ66MeASStC_jY6RNkW5ZBmRiXQUqDZ6DO8EIkHfh7r3TLPiuIV2lS1sndYtwzofY9t74nWiUKb8USMqQR43OdxxjYKpBQ%3D%3D,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
Orologio Network 2.0,"Esperto di Qualità, Sicurezza E Ambiente",Italia,,3 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2613&ao=1110586&s=58&guid=00000186834a9bb7a9b871d0f4774de4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9aac0e01&cb=1677239950597&jobListingId=1008483054305&cpc=81AAE51C33FDE227&jrtk=3-0-1gq1kl6uuh7hm801-1gq1kl6vgj458800-ed40e6b89ecf6f63--6NYlbfkN0AqYanDtg-H7soc9-lCzmwMhQf8tA86gy1e0waecezDKj51GPRgIssiHfpwmleKcaWU5o57P8ZW9jxq9xSKzgccuh8Tb9L_Q9hh94fzUVI-XvHcsLWME1pHeX8aiJCjwhGWhmXBPgajaZKnSnVOMI5H0Kw4e3rlU6qvDWP7V7rSZa6jjqpU81c7TdGEnAPv-2l__dC8HwL87EmlGjSlIyLRofP9ZlajCGFPRCiEFJxqv0fR4bAaRjt1KO7-p9CLD7gVJAudvUDETTf2CMFaCelcb3mO9M2hcvapFf84Otwg200jDDuns4uwhhjuoVWNN_uO4eW6CvyqOIZI5B95K3A3VzslX7jpyw5r6NHERwkitHaap33BPu9zzTAw0duGhqutdFfN8DKItAHVYsCSBa1GJ7q-H2Jas0iaHcfIu8w-7PZT_FNAMSDvrN1pTrdLntvgMwQ7FPt-RCICexE9AKJ9CIrBBcs5ToE2HdGTHSpoq5_Kp4E7JMhpUgrKtW7qL_SSNSlcAejUfL17Lu8BcRrIGbG5pJDqVptP9JYgGa-U9xgm4HPZlytDkpHoiYEv80nFYlUUXVXssoP7tm0fwFFJB3puVLj--5HOjvOFvz3Y1kFflYQL3WjX,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
ISENDU SRL,Sales Development Representative (M/W/D),Italia,,9 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2614&ao=1110586&s=58&guid=00000186834a9bb7a9b871d0f4774de4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_885261fb&cb=1677239950597&jobListingId=1008471501044&cpc=D5E11A5BC695825F&jrtk=3-0-1gq1kl6uuh7hm801-1gq1kl6vgj458800-d1b28d1520027382--6NYlbfkN0DJvHM28zlJK7Vi0y6W0pBQg-YCcioyzvDO6xXOkCfUFQRSt2ii24L7jsEY1G9N2PZPCFkNmWpeLWgd0nUVVQWzd8F8lvoRZ-JG3CGP9QGRSNfjDkkBN9L9Be_2NB2Ydj-FB4YQNvykleLMaU6jVpmbGlekCsV9RsHq2k25gecMO3xeZ_NAc0fOua0vpKbgFilyJGibQxsi_xWgqQZ4YltJGyMwETcSsHozhGDzUAm382pe5Q157miLkZUkJKEFBxU2f45LiWTdGsV50UBgtqWpLjInfLWw8oy6BFoFNt2H-r962Ux4Oeo985xjASACNX92yfv2LSNYAPCiH12HvGaMAnmFWQvvikn6J2_Io5F9gOHsDlzft2t1zUA35a-BSA1OVIzQ55IbJxYiUG-S5gDC7AItMQYmOSsXf_rSCmsniL4U4IHwIExGZ_cOiRV5vvOJMoS2p3T1m8F9VPhO3zqbBu2W7kw6t0Ixjriyq717f6XmTvdR-Lh7tvdZHJngLqVazEZ_ZcxsUb4DB4pimgKL0Rc_n8xImoe3YK_2wycJlC2xyykAoa3lNpkxzUtoQazKnS_agp8LCiMXVuzWpdtL7BMuXXKFhWVpqg3Eroi3BF5hq8RD0uPGy9VJbbgB9PE%3D,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
HILL - ENERGIA PER L'AMBIENTE,Consulente commerciale,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2615&ao=1110586&s=58&guid=00000186834a9bb7a9b871d0f4774de4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4dfb2e28&cb=1677239950597&jobListingId=1007876070213&cpc=BD04BF404FBE42C1&jrtk=3-0-1gq1kl6uuh7hm801-1gq1kl6vgj458800-223e6488e6356699--6NYlbfkN0DB3mQYBblaU54Kn6Z8l_cgczAW2ExmgFcbUc_SKjUHJ33TVzPEGLE9swllj_pXRnSDEafzihniVoRQ6EXXMvGAIyKVdHIyhiCMHz5fJmbn-20YKsw5P3i8ujD_aAo2FxTgFyFRpPePiQGyZJOt9rUWKp_kKi363uSRxKF2BFo63nN32S37D3oECWj8tSnrCkxYjnv6pOauKxyKMkj1yKqwHg2PMqz0v5RTXPh8uq2kMaV5AWKs4vPa7bhIUNwFE7MAPZoHh3b91VVz2FNYaEmPHNXCKsgfIN4TgIydfNCBUqiJlkJVRPfL5U2eW4b0jMArl_km_gexH70TiB1VXoifvqVzgjS3dqmHdtKYkROPwyeKD9R2IYCoiHbBm1BqDbQ14f-nQMnqhV_XrYas9gn99NLq-9Qd7tNJSSKWV9XLF2Aa0Ux5oO6S8CjivK0_bKr1nt7oHYPBTjKBRCJJ_YtZzz5nxu9N-pmK4Uqh1j74JWXg9i8hSHTcNgrIpKDlr_dVd6OJs6WLXsDn69fVNa1mIpF4cVr1YcetaWKtLPWZ5_t7dd5BVjSZv4cvWDnoBmiydxzorL-qRe8FhqrECFE8DhplGWJx22c%3D,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
Studio Commerciale Dott. Lorenzo Gambi,Esperto Contabile,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2616&ao=1110586&s=58&guid=00000186834a9bb7a9b871d0f4774de4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f54de313&cb=1677239950597&jobListingId=1008301402251&cpc=B63DE67CBF13A213&jrtk=3-0-1gq1kl6uuh7hm801-1gq1kl6vgj458800-7cc4cce2bd90f67c--6NYlbfkN0A5P4cSWftA3XXKLB73C7sOxZP05xIakoEEpcsHhPf-hOV-zJt5fgSQmAJ3r38syx30J3Ta4VWLK5LTDSHnwxEWFmDA3EDwZT883Htn-SbxdXPeZjSdD-mQbh4JE6c1YVpNDJB1Ms5sQpYbJPXdQ0Iju_P2k7dh2uObu_ERobusGqvFefs9JyLgdfws2yhH3f0UGLiU1iK6XC3Um2nPUgHmtDRJ4RuljQhYJvYOgje_BlEZ5mXNJhUKehjL2jWxN7YsXL1WS8HYyMR4TwDY0L12KAWSbCFoFGe3qPLhTRqXjOxhZbtkFArWcmeMV3SlwoAK9kK9f3ulR65IuVXTiCuepUYi9F3sf-BdLKp3jayKpcek2j4mMzHWiR2Je2b1n26kRF456VF4hrY8O2PlGqmjjcmafqMXo1vwilG8VL0xdkMB-hVv3s1Vxy3G2o4I4gcEdNjG6dlenWkwi8GjdI3m0Yw_Rf9Y5xcr2sIyL5oAVZHBefCzJoO05C_ztM3OH-qF_lGF8B9eUgw9dN6Wow_IKv0umCmG4NsA2GfSIEteHdctIn9Zix0gS-m2tbPo4Gc%3D,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
