,company,job_title,location,company_rating,job_age,job_link
39,Koninklijke Kentalis,Begeleider (M/V/X),Amsterdam,"<span class=""css-2lqh28 e1cjmv6j1"">3.8<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=210&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_852e85be&cb=1675851824871&jobListingId=1008392594930&cpc=40D58474E35604FD&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-8d0852c536a509fd--6NYlbfkN0Cz9BZxI4mr-o0aF80wLb2n3n3ISX1-yua27PVzf9CkroezzqZuv9miEIqbDuTUeB9j0Mrt-61qyRevQ6iXumYLVWcb0XUYzpfqsH3cZGGv1bj0iTLt-R7vMFyukfvggRrU1ZGEgyT5N2lbfbpk5w8sF1xIRWOIKEZadsDkciQDtL6zxdHgS1yQDgkWqQ3QCjdBAv8fXHSDWIIiDArZ4EpYaJGCS3-xa9KWZtg7kqcWHGV-r71j0q7yEf3yHjGY12istZViWRNtI3nwUYN9XpjpshXS1_vgtSQDgNdziPb2w1KERqhK_ft_JYJkP3nmeHlhGLELQ1jNOUkEXiMaQyS8xEki9RDNK_9czBofQoNaWVWQ6sr9cOOUn8aBXca9l3M9A10aBltMt9Ej4T3mYdd-5Hq2cCQq9Ajdyimtfp98Gp7FONOl8ZEbClPHJ-3PD-MhgKL-zoHLeTFNfXL-98HNUljX_9t83BkFZdjE4_JGogQSUYMiSCUDvm7K83hjwulMYTfC0rlCECXmOSL_9v1hjDWVMgO61HE0ubEwIkPJozmFi4MSQKCiTEIOyBkmkR7caqqu3Bt3nCHNXcgLUgIE2mhzRSdPf4llS21DimL3PVTj0_jhPpVO_uWe73ZjlGJiLcb7wKUQNg%3D%3D
40,Arbo Unie,,Amsterdam,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=211&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_02d08bbd&cb=1675851824871&jobListingId=1008351091570&cpc=3DD0BC19EF1D218A&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-de34a5a478c2cbe2--6NYlbfkN0Brbo91v-tFfE8sqpUIMwuSgwspYL_15FlKNkAoIsVgeIkXJJNQz152rxwQE7qtRlltkD4C3CYYq_WdjQY7jgUM_HuU0IKOzVUx1Xrv2uudpcQ3-QZ_vQ8lyJTPeG7vsSRBzPFM4Q6ca9lSCjwxvft7FvUhO2AmVP8avRkw0wqjIHTvyEmrbZlNlstt0QeaXIj9nUfqd1yHhIcx6tAfz3XXaJtYjySbU4Ea6P9cRIDIs48NEc8oxVXGBd2e9L41O3PUqtEK05y12QNyfLg1atongE2TRkHLyzUzj068QphLNFZnEWAeIeXjfCBN_hW4Pw6N_YLJnAXHoFukaY4jUfvI2mwUcH2OSRaRhj5R9zvg6Q62DJ3AjqfKAU4BvpiEvioj8y6SsxBMaXizvAxMQrwWlthrKcblT7-OMQwPHrbOsbWuRCtitKjquYA-mPYUQCrfOx7u-zqEP1JB-3ZKTKIVLvSpQTt1-9QJ9tuK_gHXu_jkaBdDO0k_Jcv_KURrJu3Rz1uF5zxOaahjJ1PmZd-AY9mRPj78UsxXreBBHdPz_qqAf6P_9FTejbodwTZ-7WN8cZF1-vTCuo5fUZHA9yNVYSnqvkC1Xkzyyc8_3rqnfsO8WJy5g_Zl3L5PQ7V8ZmwbUklFvi9SawAoLdt5axqAIHdvCpIDwH4%3D
41,ChipSoft,Werkstudent Stagiair (M/V/X),Amsterdam,"<span class=""css-2lqh28 e1cjmv6j1"">3.6<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=212&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_9176c879&cb=1675851824871&jobListingId=1007117608020&cpc=F28B0AD999D41ED8&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-352416e74eb802f9--6NYlbfkN0BrQ6c-x1kauNDry2rheojozIb2maOx9tO6SqBrj9jfYueNCr1gZRgYc42rJ08TsEYR14uE7LQyoAQ-allBIpeMJvNOhvzAOeHsNiRb8HwiFZE3s37DxijyuRRRxRyLwGkCLcMH0K1fjhzPXTDg8RIxJt4mXQyPZvyAARvgUdFWHf6LnaJ1s4zZlf_ETmdbHv3w-hl0E47We8ZQrT386sRAPL5sAWlUrPNiWysNRmlgyNk-3ZESZtjd7AaMVRCVXLekwFOzhd0dyi6PNPmbe1S-gVqEEZ6J65k2ayGKnQClkDJb8tFQO8nxWJxCQJ1Dkx_HiuafbaMxif9ofIICD1wX6jLhyBIs8Y0f-jd0NDwvEvhre2l8C3dLvU7lBS4E64WU3PHDcm4RuQh3QewksRxeOcfMf-k6b8COkZ_-pjGO5eZ3vRc2LF9Mts-NoAp_0dLjrzxm1rQMNle0v2_ri-K45pD2ObOa9Ec8XlUzCRVRwlkh1J7zVCbVJpb5gpF_MjDgWsG_i4dGNlVmsPuKMhg8XfVkaOBEvlzlddP6hiD8q4oQfoBFpE1S6WUlFBlscZeUPKcpnC1OnmHq3tCcVUfwIy_D5sAxeXXYF8wlkR-p6J9ftCjwGZOfX8lNATdqB__FwxnUrAJqDE35n29d46sJzUKQP3iBYuzZGNtDEVYz_ucgWrA6vYsQ5BAD8n5nnJD3DxQpTRcenA%3D%3D
42,Maas College,Teamleider (M/V/X),Amsterdam,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=213&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3e5e6fc5&cb=1675851824872&jobListingId=1008138870838&cpc=433531E67E150D35&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-e6791ebcd48a330b--6NYlbfkN0AkRZgg7fD3h72zieCDdP461uPa_FHSs792iaN3skwyQ5vyCm90tYw_KIfB5tlKNsY7mdxKqy3iu3ZMnnBRDMYQ7WlcwrE8RmHqTxK5oWxf9h6_600NzrBSLEAupIQthzn-dS69aK9WW48oxtJx5VL6UdWzjOz7VSCx2JVAoCelVFHyQvLtYrR9wfcQHPUIfsuxyScfcyRGLoSKz_MoBJ81-kpX_NokXNrcttkT57jGFg9jrJGp973D9UeUo0vtFeJ2AWGp_SzBb9y7abgHihgMLotQqVXqtkvWjuZ0BLg59gwr6k8vDTn0-V7W_cpKWrby-kl_TzVMlcGjaRIVmXGdEOZuxksNKhtxzW1-OKdNvzU-ywPmAGpbRVofoX2zVb98g6HO5QcM1SYC87WWo4a7lqcGh-GqEEL8lplmwX1BTx7C_YqCDaSPCuRDvCDEbaKcNpr1iLX8U76F7Z79enTZC-EZALpibYLe6GN1TqV6Cnt0seROQoB1DGcQcuLfMOvQ0l1tfly2Yhi5AAEIzz3W5tUhU3zGbDPIcI17IxBGTpUK06ZbnM1xLqtv_FYdWctwXpbd5Bls4w%3D%3D
43,dé VakantieDiscounter,Coördinator (M/V/X),Amsterdam,"<span class=""css-2lqh28 e1cjmv6j1"">3<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=214&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_d66aedbe&cb=1675851824871&jobListingId=1008373826875&cpc=BD84E2634C97445A&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-2a33ae94e4af4820--6NYlbfkN0D4-FvyXKQKXXE_yuWF59qrvyhr2N1RvmEosTYuoJ0fRGGjMAEvw6CfrBdgzlz7u6n6D_EqYg3MyHzNsYIVMxxaQNDVdwxgzZnqv1dFv8FHrvqZWHk5f6Ay8uIFNwPj2Lu8ZqjrUnbfSpMRTDliHztPiBIbl7wX8-hMsj22pP-ZicVs_zkIOEs4gr_mWxWQnvjCdEbUkflAHski5Jhle9EHWw_thL32dv2Du8h4FO5uSW0VhFrgnIrKrUGVGroRU07RG4-ddoQjNQTeK3jfzzaO9NjfcPaoi01GvmjC2hKznEiqXSg0EbrFF6irezqUlvld7Az_FMGhyXmAO2AlRnHN7JSQKfSn7SC_xg_LrUAlVCvHr-IsktulVmj6fy2I5-UO303HwwEn50ytdmiUNE9h9hVMC3_wUJULJ6W03127-4bmtkt7RcBaWnT2BFrFCo6Z13ekjrHjiTXu_ZXGjMq3O7Fdsb5DYLAaq9x_5hJN_Od4dq7Knfp_EBiPpvo8xzyqh3AOF_TcRMfRHUwxq118epBqclPBFW6S6qwPT635UQwSB6F8E5QkOqPF1IIkgQaqK-R8bp3GeXR0MU7FSZ10
44,Zorgcentra Meerlanden,Planner (M/V/X),Badhoevedorp,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=215&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_11187897&cb=1675851824872&jobListingId=1008252824740&cpc=272371041934AB0B&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-3d4fc2eeb0057065--6NYlbfkN0BlzEBDHmw1ysUKivrZscVphhTPvm8K_dtvLGVmxHLn48UfIOE6HNq4_KlG47En7OLS3wMEAasOh2SwiC6X2IyDeXDkrvBo1CRpwEjCYswPI3EtnV6rv-m3aUE9og0fQ0OOsLyIgj11mwO0YKM5npaEMm9VaMkfo3PxCHFUrCX7Z7ToZ_frWAPosjc9_TjAHGeKLSB4rd01FevIOmvYXJdKMLo34FoPbQyZZYoH0dQ5SOabPCzhabx3TeY2z4gafnsxs0WemVtECfa-bqR9nhIPrdMl2JADXjHVDIZ068UTBqCWm-agEV2xqV6SfScvkKc8GxvK3eneE_Dsrww3R4-oYtt6ow81UMGdt7efioTSXB6xPksQuN55oTnludFsUDFfRzifoudfkidNiX9p-i711k2mg1m4sBraaOTPNbM5saCWHFnrnIjQylFueg6AiCM_KR3SzmZp1YtoHb2olpnWVwIDDfj2vk1Nnv4cxVXkx_Os7fmrfyXHR5PpWaWjpnMJZqySJBcefw0EG0nf4Ab-UcGv2XH0YMlxAd-R5o6lWogP5JtRytyWT5n2pFqUypVPQGuhsEnGByYMPwujUOWmzpzy2f9kQtrJvWA1HpWy4C5k1fNlnBVVEzgbiXA1vK3pvhQiL2fMlh8_Du-XEIdUpyHqYkAzHX_YaQEInoTvrw%3D%3D
45,Camping Zeeburg,Onderhoudstechnicus (M/V/X),Paesi Bassi,,12 g,https://www.glassdoor.it/partner/jobListing.htm?pos=216&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_de32c5e6&cb=1675851824872&jobListingId=1008430559621&cpc=A589545E5CF891B2&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-dc8e0cff05c06b3e--6NYlbfkN0CsRZWLH7d6ZAowZ73fWj_sm1BH69hbbdpT33lribjxxclc43P9eEsd0kGbPmZmjU3efkn4h8N3BmeYmA_qAgcIkdru-MS8fEximVzcBJngdTOFCZDL0WG80M2RnTDgjimASNZbJ8AUIpqZYk8cldMXfgYZBp5s8UkSVi8a17qoIrPgLKsxOt7mF5M94qD87t-W9cKU7lQdKM9mavIlDkooCK7wdpuiK9vzqewajujwe66jw847cVWnDsKfr1pC6bI0T9OwV0vtZEtZfpad1b8Z1QCoZ6g23h914k0z5RDhHpbLGbZR8WAbPCnXw-IQGlzcxi0ZgnPOMCam0YQvxgMTEsecwPlwij1tp1pPcCVgt-nTJoYvMvAYEdDpTlY4WIu-L55V3ysoucJ9_ztBiqokxkaT7WW16MKCZOw1KUm4DmuhD1xh9R7Ev69wvS8U5eBlRpSkf1sfIolM4evO_LGGToNtzdt402tDu3h5cq0yTph41recfL1MG9KxyzMdVn8C4r4r-kvO65HInxQ48q_s81KTWBG6CSUT_9YddFpi_wJQXHLp94X1DJnzuFlxi4AJM1QbFHELKQ-7s6nIW8Yk
46,Ministerie van Defensie,,Amsterdam,"<span class=""css-2lqh28 e1cjmv6j1"">4.1<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=217&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_13a9a9c5&cb=1675851824872&jobListingId=1008280867480&cpc=F7BF06EBECC7ADF5&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-96519bbf31d67d15--6NYlbfkN0CSfqr_kZn0oOptnU_1_apWEmOwCqyLRk_2kSmj2yC_qWNhd7iGe7ZVnI27h9z1ooqPcBc8w781Oxq66hJQl_sn97Rq-MJCVHS7hVuXME01Vr5a0dmMn3M6jo2KNTtWmuLni0sKeweOGQsmZjw3FCvWb7GMV0oxDTqbGzzWXy0O8Y0gZtRCgreYWsrSwzHuH4zDhx2JHOKvJIARVAFbnFosUJAXtbEDp-XxoM5eJ8H-BfmOpy11WlE4O0t8oYhM02KhLTmbdQzQEFH04sXOmEq1iEo7HkyqD84eERPdFc7A85ufddyNQU_1ZAKg7IDPfOY9H6KhW6l2jpx-RIGZTJzSPPUXXhhz2h8HonOsd5PeBb84GloJ8Y98juUd4yY8enCNw7g417c2YvLGDGq8TQ3fwKjgwHuFU5qhQldbNrdp2CRmzf6iPhZE9lSwAtjEMbjxLsUBgQHUvkSlcEU4mT9gg8wKcCfH-Hk8KYG7Yo5codnpt68s3Ycz5-nes_CIvUDBOLDBMjC2rbld3pWGDgIFEgdQo5ziMJo4g8WlKlquNLKcX4-smO8p8XN7PYYOhAM4TAGWhkIZ31zzUmOdVKeGAWCXusRkE9exG4XVS-X2LuvqiTUQeGXNb84UFBLWlcvCDp03XmWH6bsZz2T5pSf6NX98QGj7TPOrx3ofgiNxXjFt0j9i5AeXcuQDCly2QQDsOE6StSYz-hRVVXapcDtrtyj2ZUtGPgAsUTIHjXMSAXMbkKFXRQf38y7LRC6XacOLUFlYevEgQ6SusVwzyAXxV1KoCoSsdN8d5sObwTQ0Ogf5F8hKZmh3w4ZwYRUntSvHQ_L2Ewk9tLyknsTxFrkAz3KqDHEXNye8jsPLh4Pv_g%3D%3D
47,Zorgcentra Meerlanden,Verzorger (M/V/X),Badhoevedorp,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=218&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9ad58115&cb=1675851824873&jobListingId=1008270813603&cpc=11F487F766CE02D2&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-9daa240dcdcd3574--6NYlbfkN0BlzEBDHmw1ysUKivrZscVphhTPvm8K_dtvLGVmxHLn48UfIOE6HNq4_KlG47En7OKKEuB2BBhW9QFreyACyL1RNxtG7c412akLisBnMUCucD_l9f6yEXAAT_m8Oe_qe5z6bWFuf5ri9U2VCf7y42LhaxLDBpFyFdDe1nwiYDCI5yx3R1NRrQiGXo0lxbIJEoqUE-0_CKurorpBCDZnBaLASMFg-J_ooDj06fgL0mo-Nb8At7yMdholOAAOvVOpSrOgn6JuWyaynvV4W-MTCtXBH9txAj3wexN9NopqkPxQhRkUhkcbvCLiiPXgScao_GLEvy7nNKFZZ_BrYQEBeGRUjR6APAG2zxYgoNdBNcle6KREnvnBXt5-ASe3gyQqeqUc8LuM4Mwv_yT_zfvO9ZEzO_WnuSbHO_wOJiZDsaBO0VgNXAXeVXxY5o_nAgM4mYY2p6MyC3yum8NLUn2IJJzXIe81ScMMDg3PJsQGuszW2opuChbSyYeB54Y0t55LepZoicPtXFdp_yzTiqCIWryzXpw2HyXpSx2_nHkCy6WYcCMl1GOv3e40xPyajq6_AZldBylyX9wfGtjfq-BS-XmKZS5yWT5OIoE9r5BhYIZCMtpVkkW6i-2Puh_tgcpP7hBmjzJme1harIloXfBv6kuKA1TaEo9QxAERitwT5UMtqQ3wjyFGTbbCKrZ50oKg0oA%3D
48,Rijksmuseum,Wetenschappelijk Adviseur (M/V/X),Paesi Bassi,"<span class=""css-2lqh28 e1cjmv6j1"">4.5<i class=""css-0 e1cjmv6j0""></i></span>",6 g,https://www.glassdoor.it/partner/jobListing.htm?pos=219&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_5ef3ee3e&cb=1675851824872&jobListingId=1008444586687&cpc=24589B7DFBADF147&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-ce8aab3d9d4d99fb--6NYlbfkN0Do5UHyvM7PNNpTTZpje16tgdlNHmWHFVCr3yeTmdQVp58HZ_icGEQv9wIhMffxDAlBXfLHyzAg5bpzKTU-NzYRGUqQHd_tCfRn5ziNrr3z13LZMQi_krPt-E7hLemb4nYVTWpY45b7eLCiZzDLGz_lXWYaz9XeTTaQb800MaJUtKrPY98pzZ5x_S6qA17CFJ20gdRsP2d6bvh29gf4oShaCAWBWojfbCYcyeBeWXtxceaQsMj7JecCsR4c3C9gCceVqfjWnsJxWm0j2fAC5oBq9yDCT2s15xUaljvfUA9MEQd79kFGxbQHJLPXf--7Q4K4OY__IwZUGgUSZCKT6Ek5clkX0gz03I2Drf0T8MKa27dP1GO7QpX5D6vtAw2Qa_rIv2jeFNDMyYYUcy7nmU3lM9YUgZr6tZ2ghf4l6qvArvw72eY9rXgT2Gf172qFEycB06KMPA2Xdv41y2Nr56FA4gXVxNLT3dUonNDW36Vu4Mhi0kxGbj2cWAu_oUojjQE%3D
49,Gemeente Amsterdam,Tuinman (M/V/X),Amsterdam,"<span class=""css-2lqh28 e1cjmv6j1"">4.2<i class=""css-0 e1cjmv6j0""></i></span>",11 g,https://www.glassdoor.it/partner/jobListing.htm?pos=220&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_464f0b71&cb=1675851824872&jobListingId=1008433452038&cpc=AD6D47FFA8B547F8&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-c8ede64175b9bc3c--6NYlbfkN0Do5UHyvM7PNNpTTZpje16tgdlNHmWHFVCr3yeTmdQVp0IA07KhyPPl10HHffGE-rssLmwhS-8KmLJW5njHWfAVuB_NZoKVGZEO_raK6nDa3BTjeSIRQdwYgY0Zy2kuWTDmHWZ7zV-1QESwjwymq_1uFoXaJ39GJ6PDRd8jImTsrC3X6zymACnj4xJ2v2FiL_xfui5XFDcihZz8qprppw4KaSYqqSgLbnMatSKUUxpW2l1AFk_6WDlFaSai89t3kdRvIyqzmgSSS8OJpzeDOReekLxY0-QOeEIYPDBf3pqgJyI_em9Lb_27b7av69aO46lzwt1p5eKJGSRGBI1NZgwr_gaL-Cp8yLX2cXALcO31j6Y1qI1o7hwlVAvKWj0Fb3nDCnxkZDIQhbOkY7k2pjTJbe_eAJ2TzQS1AoPqXsHM3SC-KzZEUWEA3uAPDgmG8oIsZoKbc9p-ml2BY4tdmk1JfDCrsAl0K0_a3HcBtkCPUsh75I2cf1Ur8xX874iwo3Q%3D
50,Kindergarden,,Amsterdam,"<span class=""css-2lqh28 e1cjmv6j1"">3.5<i class=""css-0 e1cjmv6j0""></i></span>",24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=221&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_2e47c249&cb=1675851824873&jobListingId=1008457610794&cpc=98C5CF495BB9364F&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-18d2688406def346--6NYlbfkN0DCcVkdGVKtahEzA8XTCwWIRwL5SJs1lLubZf-8qNtJ-vhb515gSVCt9Ll5lt9A4ozB2sjcBXtdLNzi7z8ky-hAPitipwMwNpd9as7CKiQB-IL1s9X57yBqGXTXIxjKbCbGOpJylNEQHmhIE3sTjPFRnSUS63wkUA7Ge8Tu7exiY7VkIZie8gGrpLYvclezUNf0hIeVgyygELuVxTYhMnl-mIH0ybyFVsfx2fgBtcsK8lZfeUzo5eovpAybS-lvpkTpkXLLsu_Av1q0LlFRn4ZLARv78XYHQuWg82x6S3xtAFyf1nf0nnxV7DduLrlp8_7KuihCB-GGu5ggc-ni-OxLrfZp2DoTzFDK22EWz2bT507mGYxwtVkumxzNk9-C0_cL0khyIq77Rca17m-k9QwjcuNv8CyMGxycSqF52M9b0nmjDgOA314Yfr5WNhqc7pB2NulA62NS0wiNvypc02xTWMSzBRlynAM0GPDXrlT40yh7ypKAQDLWNOWUDjEslZHy7NF5TsLwQ8fOa9bq0i6KbH529CW07bg_Sz5mdzHOskAWEcqsP3NBkmaKOp3ZSFSdpwc3yDOULznIlSeEDOWbtx7T8-5e2fnrxn4EujLPkylwZnKoxds8Q1mBO8y9wTYm8zF4dYhjVKhTazQdWYfixcKMQZfnny43dWtUw7g56UmPDaioWYgZbegxh50QNOA%3D
51,Rijksmuseum,Onderzoeker (M/V/X),Paesi Bassi,"<span class=""css-2lqh28 e1cjmv6j1"">4.5<i class=""css-0 e1cjmv6j0""></i></span>",7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=222&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_ae14a1d3&cb=1675851824873&jobListingId=1008439770577&cpc=BE7ED86EB2F099E4&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-8fe4ed3f09769e5f--6NYlbfkN0Do5UHyvM7PNNpTTZpje16tgdlNHmWHFVCr3yeTmdQVp58HZ_icGEQvCI1AOmRUDoyfE1wjiiDDpSB_N_uclZHYlAuVqHJZ2bksSkMVin_M75StRoQEMTSBIVDGKvgzyjdWHFvZAipYuF0U-5smi9xIXSmG6XUHtwX2fhpSemtFhgThr_BXJ5u__VAPBBOD5ELVVhHEqgK6WVPnxn5He05gLsYu_0oTEDDLSE1lLjNu5hYi2E-Vf-vx8FixKcXv4DkYc_fH_Prvc45iHw3jcokqbqcmVEaTMMNAyZ4jrjjynP5lsnBzQvxaWtJmdwNiI--bDTB7p_Qs5n2SBFnKICU-wAB14iSAHkJdse9juPMqjX-ATvJ_idKSysxJqhh1r1EphCBak2MOBT5EBN9vfuVIYi5ObMRw1rD0PvjfZ1S2nzZ5vA5uBA9QNasAR_DgY8zyPgisIo4xH23XhOoHIrkVj5YitMt8wkEtyEMiQRkt4Vxvx4v2-iVI80A1dkOu-K4%3D
52,MEE Amstel en Zaan,Sociaal Werker (M/V/X),Amsterdam,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=223&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_346594f6&cb=1675851824873&jobListingId=1008328552593&cpc=998AB1121B01004C&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-8e6fa94000fc447d--6NYlbfkN0AS8OYJuXRbJD6fkqoUkB3J6yTg1wjG5NseK_toSKXRl2RVpBFrJSZkwFn1WNSdlEirD-FWBGYPSkLPenh4Y5JvkwgkIRPYQ_0UoTqde0vuFhuLgEzPeYLp33VNySBQranboNLsJJfxC3k12gXvNDyfPVnVT3OcLSN21aRAjxBIEEU1OK4E5c26hMw7KkTEzTtUIfDkU8rPj1TVkZejI_WOgch-1qHOBlRHv8GzHUIyYLnxx4dibWwPyOHKY1ssKTcrByzHxmjX4aVsdI6JKzBPWOr6ehXivaeiRxmLYGgOAUwGsWhHtQx0Are1dBQxVwh_1jimwK_WjYAPMMoWCbjq-C4VWBiwl565YjkC9z4wzMuXna5i7VaJX4uKBZw8BZniIaHSROSWEeRseWQqzK3Nc_q0tSsZ1zY77Dn-Rlt3jwrJbQ12FhMXeS4qko2nZloT40fxcLZm-fQH0ZDMWdP00Wmk3u_o8iG7jJgSrljjVMkF6HhHPdxUuoSMSr14vNulhMatjdA-hSCQJvLy1WSXQ34E5BL-SdA7XYoWz3-Kh9Ozq67ascRkMPnFTpemEtv1pu0QOvil0Cy2mNDy1BWFD5Sy6bLqNs68wIIh8RW8wWAJ5bKIwkO_X_eRvMB71fWwyNXvsc4OL7FnGjc7Ta6XPHR4XLuN8P-UUSKMmz0sZ1NygR-LpdBW2KWA4gL2h-XW4_ZRbW30vpHr7sLaelhQ3eYOtVp2vzz1Xtn86614B7oul9AFGYti_Qo54Sc5rQKR-g3CIOrZFjaj5NyKnvOJqHLT4IXy1bmTDxG0Ge9AWAad2EetwOnWP1shb8-iwBVcYS32DfbZVcEoBQPXmlkK
53,Chex Liftkeuringen BV,Junior Inspecteur (M/V/X),Amsterdam,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=224&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4a7b6f66&cb=1675851824873&jobListingId=1008339258024&cpc=B0603A301198D094&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-01a525899da8f6e0--6NYlbfkN0A0wBC9CNv4jUuxmod38UQK4Tor6lRfImkYtRdr_7jkRvcqrUX0TR9u_wh9TpQ6tI7MO-_TzMd3ZGJUVY-9WaoHmBsQIiOfqAMQjQzXVYGMqG-IXFPPO2CDzG05HCTuM2wYQmhQqtKD-rP9Bh8UVG2Pt0dZxBe3Dx_SFcwvLy6pHsQXU9z5Ajv5mCcPvI-wgq0ExhWoiGKz8SrLTB1CQwtCOvVfQnbWexyURSASHupp84dJB67ZBigi9IcA7UEj8yHZKAg4n_uE3bFLjQsNtyGNj6TJefF8uH2pEd74NRuH5kelvycGjJQkmwwXVggqqvLYlaYbgpHv7g8qMVGjI4yfARsiPE0Z1uwZQZGyj0c6dl1oxYRDwwSFAmANI_E0n0JrUJrEYrfjZXX4tKs0TVazAs2L7LqOfY9OzDKa_y81529IuDzsfgsepN3CSRp6V1yB9NFmv235flv0a9-ONPE-ktwvsSo7fSvalF9DUBmayg5ej2NYYCcPFbEBH15V9y2EByHMo0DNELnSyeHZ8BhSpzudLyNDQEQK3lgvy029bAWWtryZWXnMo8Zir_-PSrgq5Y4tX6H3G3GZHXJ-bUbk
