,Opportunità di carriera,Stipendio e benefit,Cultura e valori,Dirigenti senior,Equilibrio lavoro/vita privata,Sede centrale,Dimensioni,Fondata nel,Tipo,Settore,Segmento,Entrate,job_link
108,3.3,3.0,3.8,3.2,3.0,"Venezia, Italia",Oltre 10.000 dipendenti,,Azienda - Settore privato,,,$ 100 - $ 500 milioni (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=514&ao=1110586&s=58&guid=000001862143f1aebf8d562e87e081fa&src=GD_JOB_AD&t=SR&vt=w&cs=1_c56170b6&cb=1675595346941&jobListingId=1008437993871&cpc=AF770993EC679D41&jrtk=3-0-1gogk7se92thm001-1gogk7sf5i6h5800-c346d338512f59a8--6NYlbfkN0DBkioJ74HNRv1kkbLI_dqC2yEDIKgJL0nBFSYaLvAaBO0WXoBOXzCigfrcdzeV3bcwjk9CwpvaueNS2UJCM2Ht7bjI92gTeNqJ6zVdrfPQfZthpZTITavJtsvsl8dVMaPjEnBsnp5eF1B0_p4aO8L9PaGHALdVCikhBLvkEspKI9jwuZef_kyGBz7jpdw9RY6yknlo7PAyB3goYcDdRTG_7rdJEoSyPh1NZcIKeIA06BiTCIa19Ywbhc0I4C-uxdPSnNnXVdWRvW3eHuLhySNBH4L3Ggo1CgqIFyEopK-FqZ9zgGZ_V6ikvTswTXzc05-6pgsJ7vSMAlL4qvloefgdvNmz-6Tk-h9iRlF5KLHBX7Jj4iM08PLoHQyz8_8jTd24mXflVWWtgxI_O2-C6pBAxPc4SgYHYFkJjI9D0W0PeIz4qsccu_CUFf-3I9DWYk-inN4BxchgiPBDAi5atWmDzMwqqgeDWXUoi7t-AR_Q90-3KGI53nnK0cf8bngTPlHuIDhX0KP5k1HTCt5OEEKtsUF3U5NLVinJNxM4ynrQWNe3_oLMmBops9HedUyrs9ervSSKSF0G5vi0BadwrhniMih5XNzrT0I%3D
109,,,,,,"Lione, Francia",Sconosciuto,,Azienda quotata in borsa,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=515&ao=1110586&s=58&guid=000001862143f1aebf8d562e87e081fa&src=GD_JOB_AD&t=SR&vt=w&cs=1_b329c5c8&cb=1675595346941&jobListingId=1008423791914&cpc=44CD5376B8534B8F&jrtk=3-0-1gogk7se92thm001-1gogk7sf5i6h5800-877d7ced93134682--6NYlbfkN0AjBKLZxOxpz4EViLz0kjZ3B7HNC8akQLIc-Nfmq97Ry_VC1WufqzNwlmumomnlN9NYhDBgGXo7RByaEXpdosbveoWMnRA8gIKBGc2I9i4j-9_k-YewGjxGgZLwMr3w4SWdqP6-z1p9TesqDTiBSAJQ5MqrmvpqXX51PW8vRRW-6mAOp-fjb54QYMktRkV53CQ0v7D0AmkXYWOfjUVloXeq54JS60IGPb3B7TKxu2FMFPauX4SPPeyMI5Bj4MxAtgHk4ZNU-Cvk_wToN1OmjJDYkmyO8gBa01ad8oRh4FQYHQ6WFTdGq4p4Tg-TlTVHrG49pMf2gqwTe7vznIEnuOEJQM7LOxKX3jyL0_84by349L3TpV3IHdaj4t664dRHen4_fElUu2KXEADUlnR80JV6drVbKFx0qZm0m7hHyyJlQ93UP8UcBMTEulVNKDsFi0o3G_VPNXNyojjtgWpRswND-fNXoKoQ_77j4Qx646Qt8Zh805CYefQXJJG_4Ujz-_VPVeZaxKKENnLLzQW8wXMmqlQUnYxtZ37qp-E6SqiGCw%3D%3D
110,1.7,2.4,2.3,2.4,2.5,"Arcore, Italia",Da 1 a 50 dipendenti,,Azienda - Settore privato,Produzione chimica,Manifattura,Meno di $ 1 milione (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=516&ao=1110586&s=58&guid=000001862143f1aebf8d562e87e081fa&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fd28865d&cb=1675595346941&jobListingId=1008427854945&cpc=84DBBAA61F05C438&jrtk=3-0-1gogk7se92thm001-1gogk7sf5i6h5800-810194bcfb73e997--6NYlbfkN0A7pHyf9pPldSAGZQVTu2O2YC3V1pDru7ZUerF0s0dVXULFlIadANOywVR-BgLlSoGKnvvgiuZpMWc3xOaBW88oPyd8B3NbJbD-GAKqOKfx7DKWMdqb6dYEUI4FLSCcUFSCDYkcZw4eID6AcYdl--D5TIBlNWcUtF_J4yc3BuF2X_iVvP-rLqPsKGbCLqAMFm-KkZLqPfY9ukihBrKTeuXiRBvdtzLIKhdW4PgJv9X2BiE5Np878ScyCKHeJTlPRAHi7dCu9H-vpGD7XhaoINMO4GlfGKo36WIUzAH8ykHTUZ4--WJsgp7EBX2bfi9QKNz_n6YzkTlxW1oRJqR7LfgE-50kgU7cXDBF1rdMHP9eMwUEWqyIF31Ag3HeP2RNuSGsksavmMc67rcJYClSVrigPIWlgBFcuv4hqFA4topFz8qDgDH8c9pDpwIMwRKV2IwZei3i0q5xXGt-CTqqq--Bp2UzUDHBmizROLMxQXExGiWh8zhNpJOW3o4FMdOkHokl-SbXAiJwJaaUet_XRykyFWk0ks1OoUhVpkwyTlswDBH1FLfntdwoJeYMz13rJwv8mtz_wgWR5woG1JJBN9NVNz7HQN_e9XY%3D
111,3.5,3.0,4.3,4.0,3.8,"Ravenna, Italia",Da 1 a 50 dipendenti,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=517&ao=1110586&s=58&guid=000001862143f1aebf8d562e87e081fa&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d1b99d40&cb=1675595346941&jobListingId=1008431637741&cpc=6BF42D0955AE9A34&jrtk=3-0-1gogk7se92thm001-1gogk7sf5i6h5800-292759499e98f522--6NYlbfkN0A3NNGxT3aRV_DNXTrJj1uNtvOOnhMZBDkTlap2xm56KHZBe7S8C_m6i-Pvelg7YZlw3cYkoEEHXyb9qhmB1al-M--xu4JdARN9JhzeBfoBz66cNFbB31xTA2D4ry9aweiklsG4AaMp-tRhBILbdu28Hnkm02ZmmJ4rccPoKmZDq37EYjJY8_UiU7wuKY82aN0N8hJpfIgEkfKG-M5ExoMr3-tx31dhIxdcd7kXlzPmbdbZu0QQlL-aU8H7mqtXHqFNuivcgIIIXud2ywRWrl1ZgAIOrkIyR22jNNdiHecht_KDTuZnRKONd5qeZFTTqRI-qyxqpY_r-uv9PSB8lBhC4apNvb_vLuVqZFLdFSB9yB4bNmitpvHaRyotZ8j7E5szPR2ibmU44UMawDFbUniY9oZ6JqxSCZ-pwmSVNmBa-CILVGZWqLJeKG6J9JOTwAgw0rwIOWdJF12BBi6jAnmpseUerl-YUVoFwUwxyuYboowlAG70OzLL1g_XPNEJhzOk-Fejket39c6Jxed6fuuOummrY0uJnDSo5zAO_m_a_yPUFYRmXDRXbH_3NyPr-7nGbO9LI2ZW28OftqZjDC70_y6Jfr544VYkXIqCKc5MpiVkQ06I21eo1zjEt_LlI91sFF5A80Ot47w5pZJAEebG8BcrQAG4xNnh7sO7QNSpbmMJ-JFVzeOoVmRJ0dWpTL0REy9ASOi9Fg%3D%3D
112,3.3,2.8,3.2,3.1,3.6,"Boulogne-Billancourt, Francia",Oltre 10.000 dipendenti,1988,Azienda - Settore privato,Ricerca e sviluppo,Management e consulenza,$ 1 - $ 5 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=518&ao=1110586&s=58&guid=000001862143f1aebf8d562e87e081fa&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8e91846e&cb=1675595346941&jobListingId=1008425860074&cpc=75B6770C194DCF89&jrtk=3-0-1gogk7se92thm001-1gogk7sf5i6h5800-e3a4fa24c55cf291--6NYlbfkN0D9LWBwtLvJJOOZ-_lRek1LnK43xi3T73sSgFV9q4bxxIgfLX7oXkhm95zoF9VeScIuKqrwCH1YnHF6CgUjBxXhercrk5_IT--yDM8BjpDM7t_pCIDcFGjfxhH5lhMIEdoRXQG3ThjI7dI11PdEAYoGmlDo5dEbiP-Og1mxiqxYt_s8dXZp3bsa1kJF--N36m4DMYVkKDy8znMeKcYyOrG9CWRylP5PhZDIOzkDZF0SlH4GQSHCy-fKSyzuYk_nD78zhhyOLYHC2PmgerjeBmeS6i6sXU__zBcAKrsZIyTrRqDK8f9_KNpPJhMUbeUDxHtiIGNfKv0t9hhTMXzLRtTzbzQvyuPZ4KHg3UXeZbyiBN-apK3ckB7ISFRxVFTjZoW4k8RN9erAHg7bIYR5HBxfCMcVin6fB5GfdJ-A9vZrgfeNysZOwG-rCkAl-w5wjm8Aq2RshjQZSEpIuSRBj-CbTX66hh97XI7rhA7kDuHWbNZUPS_vLEJHa_yh1nD4tAbUPf6zVrqzMovzXbT_K7P9YlZ3cburt09i7migr2Tu5mFt1tN7FFGDZ3u8Pd_9dy8sMHHoE3dXeQ%3D%3D
113,2.9,2.6,2.9,3.0,2.9,"Milano, Italia",Sconosciuto,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=519&ao=1110586&s=58&guid=000001862143f1aebf8d562e87e081fa&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e1ede606&cb=1675595346942&jobListingId=1008424241402&cpc=6BBECBC74F3AC36E&jrtk=3-0-1gogk7se92thm001-1gogk7sf5i6h5800-48be944f9d8c3c90--6NYlbfkN0C-h13aLjIM4IHiHJyYpB8g9Xa6ZQXcAzXta3LUKN2KRC30Y_8C9L1l1rA6KjvSzp7VcZFV-RUFxZ6Br8uuZsAEyyrufsN3oO1XU1FNLeLMUE2Z-egpbdVeu6EuejeTyqppFNWEKTbBSuqZTrcNM1kH1Hr_opOYL8Gdch-j19pVjo9cj2e-AvgFpcbQyA-XEX1-55jQR-BQYIlP3bm52oWf0ukAMXEFzs2qnGjWdac-6NlA53pF8LvKWMFfKB3rfp8WU2__ZK01uoRtrD5yOMMJNz-A3lNKsz-bFCT4AdfT1WZWmeuIWP5NaIpQRdnHtZ_z9jrrGFVZgLyTHSR77pByhtmRcD6lg_T3JlRbLQ342GINbBd0UoIjIAqB_lBhvDHuJjctj76tyNmVElP3c6o_ZEySWChVgPfKNwRJLINhUPxOFjmArLAcVxfim1H1ZxdFzvRP8WwLCnW0gydUSIIPUbYsF1F01Fa_sQLY-IXtlqn3waiLpbTdCARsA3lMLq9ge8SgGEkxQ0DchjFHt5YBhslZR1L_0vxuOYbRXlsnSY43iFox8KdQoHAAHRlTFju0VFsKh9KATSEU1wynz9Cj_D7u1bc_aqomRU9Xs0dAl6D1nFyi40_f
114,1.0,5.0,1.0,1.0,5.0,"Martellago, Italia",Sconosciuto,,Azienda quotata in borsa,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=520&ao=1110586&s=58&guid=000001862143f1aebf8d562e87e081fa&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5ffe3481&cb=1675595346942&jobListingId=1008271011800&cpc=4B86475FAF393599&jrtk=3-0-1gogk7se92thm001-1gogk7sf5i6h5800-8c7ffe05d3b054a9--6NYlbfkN0DB3mQYBblaU54Kn6Z8l_cgczAW2ExmgFcbUc_SKjUHJ33TVzPEGLE9swllj_pXRnSvbzqaoHMDc8QJB_f2IOFm5jjF3ZiAUDR8rkVtdqaUYVqlpvfmIxzdtWFBSst-63EyEBc8WQnb5SGZ2LKoDCPkBUy525ddu746Tl5jQu2-Vzsrp2xiNAseAndS9O8xsCufIo2IXz-Y5blACbc6IcAMSc42qzII6QgtZk04Qj0dG1eNPU0TsSs6I5OsQd61-YwRfffXyTy8tdrLg96gubFfDmQuyfxY_TMO_2X27D4eVuCIPH4MiLtY40XpTct4l2naRrVGtm9VMT-RFzpCLSr2H5JGwhouaMnw0YgoVeAuEjc1RJsKQgY15nuN2jh7OL5h6N4x3s8_Snw0-HgOJdiPgjc6jwW2ZhrvEp_tvfJMYHa2p4wQlZQW4pzPyRK_0bKFAY3RKyua4cHpp89j3TZU7X6tnNPOqkQUxcpHYIWp9uT_uMnKc0tQR05wdB3gs04GaT9ypHPcM2VMGZZuMbvIBDv2wdtPXkn1oDonI01JdN4wwqR5aIiZ1uXys5dHV-XSr4Be04V-e-_2uAG601QlLauXktqUaXnEY6dgAvaMNBAx27BkCXzLZ_601rbSkdEHu4owM0lnNA%3D%3D
115,4.0,3.8,4.1,3.9,4.1,"Milwaukee, Stati Uniti d'America",Oltre 10.000 dipendenti,1948,Filiale o segmento aziendale,Consulenza HR,Risorse umane e selezione del personale,Più di $ 10 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=524&ao=1110586&s=58&guid=000001862143f1aebf8d562e87e081fa&src=GD_JOB_AD&t=SR&vt=w&cs=1_fdb05530&cb=1675595346942&jobListingId=1008437179039&cpc=59DEFF8D475298C3&jrtk=3-0-1gogk7se92thm001-1gogk7sf5i6h5800-fd4a5b9d756d48bd--6NYlbfkN0ClZqaX-sKdGgzOio3yhb4AvR-vSPstYNRqTmgyaFf4FZ-v4zOA23Z9oedstVK51yuE3QgUViuXU-_ovXP-UokFLyd4KaRYM_wXlKhtqlm7g4JuP-fZNvM2lFRSYWyVUNzn8b8lUb01MK_uOZV2_lPM1l8Q8UkcqqQKX6LgV5lrfthP88sZZkMuM6Hjyv8mo2iIdqDOJK7BobEehdy0jnteG-Ol6MClFtg7PyY-a21i1CaZaUDkWCEcMO5VSvaEGLzk3IdOm20VedMW04KR4uhybCI8JjlRTNo8wXPCfYbUlRhF8iDE867-Icl5DhwoOfQ4COYQnRadnSuoD3W9xVi9-RcRPpuLPe4v_UEgVsNgzKovnVija0i0_luM0Noy5G1Pk7RPv5lHbYdv7bJWKvSDgrGY38mW6R--1ktIjeMkbGerJ2pKBITFE2Q2nu8qNc0oIi_Q6w3ck2NB9w8MWB-XayZryotpDm8jJCc0umFYCmvQjvc8K-9yfMrid9G7RdaLO4n2ryxr6F_UAyjTwUtVbT_4bktO-z4wX6okh095b1fBcwVuJB3QEZEAJdxQI6Iw8yCcNT-FmoEnDNK5d-0XZPiIJaIPH7PDA0Wc8kNi1_ZZGv-Yrp35fcQpIbZEFAgBFgSMTI35AVgdwP669iIAy367pCYTp1Z2DaUPvccaha7zfqsfdlUc5uVNu2EDCf4OfpDHFLoA4JYDKRn2-Sgo
116,3.2,3.0,4.3,4.7,4.6,"Milano, Italia",Sconosciuto,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=526&ao=1110586&s=58&guid=000001862143f1aebf8d562e87e081fa&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2c81308f&cb=1675595346942&jobListingId=1008288327238&cpc=9C2286EA3771AAF6&jrtk=3-0-1gogk7se92thm001-1gogk7sf5i6h5800-6a9dd5295420268d--6NYlbfkN0C_RKLEvKe7xenaLI3pIpP1v-xlUP0chqB8Fwo7V7bj3tW5NCDwrWKc07O-2Ojz6VE63CROFNRPhufzbhcqwWWo5Wq5wAhzxzgXvWTA26g-QD6Jol274BB_gdZph5ShJzdH00ptqvb0crMea3AqG5zOXF1OIVX7Ls04s28KHRtAe13KENVeZOiHkUDJrbp45T9x3bxOY8vZF3PGZHzZHA3tiGY6BY5fgkPGmb_B7DhxrXpHdlDiuTVjAxaoIbOd567CqeKT_m-E0YB_0t9VTdw7DlTKsbo5uraOX-9HcrGK6NmYQboad5Lxn7343B-D6uuNQHjzbvBvwNH1FCcRRUmnzgkGEdzv1K0Ve1DXrf_plqPjccY54tpRnWtI7B6cxmFrjazcjyg_yCXx52nc9pGW7XvkRwfT03JUC1rSR8R_aSerx6BOPkFfriEvozlbgEk1g8XR1CEvCakxdLI9VIw9n9_1oN-QR66e8Fxxoaz6mOqUU1kkrWhFHtweLI5rZQ2kzuzf-Hls2WYCjxW7BFxJljbujVAJiGVGQUZHAXX0x-8hn2du7P06dtXb1jRiZ-tS5WCdx9CWKQ%3D%3D
117,4.0,3.0,4.0,3.0,3.0,"Missaglia, Italia",Sconosciuto,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=530&ao=1110586&s=58&guid=000001862143f1aebf8d562e87e081fa&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0a2a3d29&cb=1675595346943&jobListingId=1008432670363&cpc=155EB9D5185558AF&jrtk=3-0-1gogk7se92thm001-1gogk7sf5i6h5800-d9da22d8462129b7--6NYlbfkN0DWVls5pLLGCJy9pfEbjYja7wLziwqaO8jcbrTrkIjASRFe4r3_lkXW5kj1effiDYpqnSHHYgFyYG5yCtqkrwBNWBvvr-SbvRco9qXCz5PpKrhCYlQmHOLl1Bu1EXIYLcWWAn9nT5D33Y6_qUNexdfubztDUb4Gq5Y_B0Ak6BkgFpVcLRfQYkYXUw99kvIgkiOwRCZXwhYRssy2-Z-eLQbY7VqO5XkRq009jiQwBhYRVl1YUOZgWWbVAVDy44l958ACuyjraMX4-KQdHmCqeYzWn9bD91SEagKnDILBcbXROu0gIuDsaUqM7ZC5MqVXj0yXWEdrpaI-c_-Hxf-A3Ve9KUOqXGlbi5ZLq5G8Z_1Od7ZxQgvlxaqDF9jrCpqKr6hbzB-vya79sJ7I6SPkDvxFir60VkwQk_j_pi7BdEetqxUnaHrEnZkQ74cHezHgdzN_81AZuEXVoBtvVo0hHwszb3yXSJiwqtos1QZzhkKtiNiVU-GUph8fMRNHIuTHI0SgF60koeYhYVXqDjlzV9t0l8FoE_6FPa3xHvQr_J6tlgVmyLbfi68a17tjeBtycvL-NP8IjbT7Pb_9cAlvGcg8C9-P7onQP8R94c-ctpheEpUwZTYEYOj7qhUaGmAwureVmlwFBQdzYCJTucrrUL-hMUK17RZATo5lkxgQdyotNUHVi_CPA1jxUyEsJaeADGDzF6J0vurCO_7SdubNwCjF-Mum11TyVnb4-wE7VRgoipWyrHZ9AZt9dv12ODHPmIwzVP0EMWbTbNRSEDPyGKrmdXz6RtelQSDgjEr2HAYJGF5G9ZOtzzfT7_m521zMY-0%3D
118,4.0,4.1,4.2,4.3,4.5,"Milano, Italia",Da 5.001 a 10.000 dipendenti,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=602&ao=1110586&s=58&guid=0000018621442fe8a639d888d0ec0cd7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3c6d9458&cb=1675595362923&jobListingId=1008427988743&cpc=C19BE7EA145E205E&jrtk=3-0-1gogk8c07k6ec801-1gogk8c0lia1a800-b1c27d361643ec6d--6NYlbfkN0BnrGlSDnen0QF3oGdbTpIwpSTLOTcqkZZKInyhNwmcgRgKoaoztMcZg4wOo4tMM4_qdAvhGS8EcXWHi8qDujQm8fsdcsYVEVU62XyT4wW_hPTnldtMIrxYPfsQmI4hnpE9SostK7LESECr2RZnerEugBYGh0r87hDX94feycefLB7r26zFZGmsKeIVg6UkMj6GA7CIFwK_pX3igdqPADtcaNejRSfuIg4AyBq0srCtRBKMFaJlg-ulBMrrc-sdwharlTogTzBaxkAOCpFsleBRBq6ziRg2ncBx_TD8kTbIIASPPbcm9wIRakKOT3lbxX5-6A1CvidgNOo-UNNV1x_pwi2iCEbO1h6j8BFFIuZiBGy5kNDRcPVclx4s6Ry8RvUXAw3GqsGKkk8HmWvvuSp2Mtt7-9Cay0-eyPnNLHm0hptr4dVWz-hfQ50ej7y3_Wx81EK5hZVfeILXPtEhaFI4xz8Xue0mdcvOcTCi63vJ9I0StQMuR0g_6FKEhnbxMset2F_ez1NTaBYmZFRzp-Twy7cIqC3uZZ4Pgwu7VgZeakgU6SHzm4gYv66AVWWYEbD2BXDhKGlE9OpQDIElXjbmzjbodrHocImtrcb6Apvk2k-1aJ3rAnieQ5Te39bsAVbqmCW-K5shQwuL1sV0Ryp1UZSEtZJi4aQ%3D
119,3.2,3.0,4.3,4.7,4.6,"Milano, Italia",Sconosciuto,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=603&ao=1110586&s=58&guid=0000018621442fe8a639d888d0ec0cd7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d8d3797d&cb=1675595362924&jobListingId=1008313053845&cpc=1FDE87803EF93CD3&jrtk=3-0-1gogk8c07k6ec801-1gogk8c0lia1a800-a1789077bf19b8e9--6NYlbfkN0C_RKLEvKe7xenaLI3pIpP1v-xlUP0chqB8Fwo7V7bj3tW5NCDwrWKc07O-2Ojz6VH4ajPU-yib8ZAq93O9eoUUxS0TpAzHBufQ2ksScjnrQpJkKGNopvl3_Agx0QPRZ1hP_NIyychafwMRr3AVUjUdJ_Jd6_3dcl1YEkmKcbXrUNiDfvUWYs4cRebE35zV-3rtWe7LCCsaHSw9VVAZBxAXANNGE0_iIHAwDkm2SKOwrgUm5Y-3ODmu4jcZvw3_7AqAsind7OBlRqkhRwhPTjqE7CKl27EzOpuwQxVWPUX_NWzLHUXLw53T37ZevuJNfPKiEpSpp5l1QvZxkRzOfeR5fo_YDhC04QXzGXzuegykBP79w_2wPf1IRqr3eVgjdh1XFHOX9knFDodkBD1iddm7NjN1Arj6c6ZcWjRuVdlpzuIZwYzI9Xb8YQDz8Iy_9qx0AcbKacOcGDHhtbSbxrriWxRhI5MF2DSVotTiHTwyUBrixEUZHWw3jYa8DPwAsqxsjikjwn1jx6BT71qthJKJeTs8GmqqSsb-fi5MW4I2fL1g4jsm6QzFl6uwoTQPMQE1Khbsptl6Eg%3D%3D
120,1.7,2.1,1.9,2.2,2.1,"Como, Italia",Da 5.001 a 10.000 dipendenti,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=609&ao=1110586&s=58&guid=0000018621442fe8a639d888d0ec0cd7&src=GD_JOB_AD&t=SR&vt=w&cs=1_8e45b30d&cb=1675595362924&jobListingId=1008438638214&cpc=1CBFC3E34E2A31FF&jrtk=3-0-1gogk8c07k6ec801-1gogk8c0lia1a800-bd11601072fb9e96--6NYlbfkN0Bvi3EFwKmeS6AbfwLAmfDgqwbXeuISSsBFIrDxAOWdaxZW4z4JZ2rXZM38gnr8mCzwCkUDt6kqJBmFgXuDMMMPZbUKjdXqgCVR4ccmjml1mTdkuuZiVBQf2nUADdjHeTXk3jzFxMQKXJIMLDJTGy8R4TiRDlu62jZRGvNOmDMfM8hXpTbtXwvj3MVtn_wLakKwhIh3I6cLFWdRvSbwdi7Vcq-qUHaC38PyBgvlQ2-M_yDEg5-t2nZYRTlN9MCS-kfeM1nXFndmPHnqNF_hAQcBD099yOg2FkjvR3P_PjIOcLgOhufLByk9mQ407_c4npry62K0JlafbQ3-jPT55TCb-biylOW_8X_FkrR7uVc9NGhZOciIMgL6iNlFOJ2JuBC6_hh_MLSIDePt3stXvSCviQei45-Fhw74yfJC_Kkc27TxhhycHNPmhJk7OvaAAnAmaMhbd05mxJElNy6PYI0NFRRSjFbf_hGCdX0t5PvyhntPbCNO6DwVQIHLRThEsTvvIOAcqWVx-7APeKFTbbW5jRYwmD_1f8qxGkCU7YvULnZh0GRzc9r0EpssRLB1yDznOgPfJqzLLvbD5M68a2i1D0y1eaavC6QuKHijmoDq8Iskoqy-2eBVeQobVvZM5gRcjWIurpzf8NoJN2f3WgjRxoPcYjSg1e1m9oyDiTd_3_v0X7DwDVdtW2VyBW49EUsUfa-raWa662IJN3ZFTl09MiYWThQ4L1QAb3Otd_1_byh0s1peHTv0GZXCctoLnefAZdFFRtgiGO1322UxZwGxh56Q4XygkeY%3D
121,3.5,3.0,4.3,4.0,3.8,"Ravenna, Italia",Da 1 a 50 dipendenti,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=610&ao=1110586&s=58&guid=0000018621442fe8a639d888d0ec0cd7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_57641909&cb=1675595362924&jobListingId=1008289148240&cpc=07D58528F3898F33&jrtk=3-0-1gogk8c07k6ec801-1gogk8c0lia1a800-e5e79b13130b95d6--6NYlbfkN0A3NNGxT3aRV_DNXTrJj1uNtvOOnhMZBDkTlap2xm56KHZBe7S8C_m6i-Pvelg7YZlrqswFLlBQDulDfvpaZbsu_rkjXwPCzxgq4TvdZ6qYzdWz1pJdgC-vLMMg5kvDFusQ7zkhV7kfEoMT5gxK3W5Z1MJXHkIn2ASD0VLa0_Ui2rfdGcPA_9qSe1RbF7_7A96RzHjISXqmWzTaVb2S25z_a5av9tCadeVAPpuq-1yXsjHZHl0550UpfesDViZqZqWBAqrSPLfr6EiH-Ez_wWfaozoYY0lQaEw80NGH0rdlwIDcv1QH-lfJJSv-rooF5ajpXGs7wr9VZ29o_HN9ru-LSOyYLyLDV2fANW7bdikEVYKKaBhs7ST-Pdgw1VLiTVBTZSIkkKWKxtpE0Bz8PLmgsPpUHwOtVLSBSHmciW7ZjYKcdi7oI0psjKbn3J-GFMuWDcQe9OSzVdz0mAk9IB0Rc0mPbRuoEUvPNGZvScLrinnibLyM57yfHOtJ6hw3uW-7ijWaG-HmwmFyZ6DBl9UKN07H7dhF5Tc_7RL0Piwd82MKvCLm_uNfGppuPZhbUjeiOLVjFoVWO6HZqESVvqb79eu09R67LE2e_2uC0XPWy0yU7ottxSxqjXU9kewzGU6w294Mq3NTbhA9cemc4wn2lV3RweSaVtYxIxg8TWRYpwivHenfKHaB6L2TofJ9bngQ_pIjjLZytw%3D%3D
122,2.2,1.6,1.9,2.1,1.6,"Roma, Italia",Da 201 a 500 dipendenti,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=611&ao=1110586&s=58&guid=0000018621442fe8a639d888d0ec0cd7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_289ad1d2&cb=1675595362925&jobListingId=1005862275126&cpc=9952A63AB06E78AD&jrtk=3-0-1gogk8c07k6ec801-1gogk8c0lia1a800-e11d41b0f2ee7a91--6NYlbfkN0CuirfVHPhtR0HSsf8fka6kdVI12DqOIzdCXlfO-lElatrxcPYSKEwgfkGm6jqLleDlVqWVYeVkXY9tyk1ZNJ7vzHZaWw6DbK_vlHpDvVBnMtJ6JVGCbAFWgMQIf5hHcniHRqYOveYnkULq5TspdQOTx00a6ncAo6zyJlJDIqzxe6lJzu0o7qnJdGYyNrC9upBPEsRWNH5Ce9H5wMKuULPWC6vOzAULfrmkhzPBjKLZpNRb9odDWqCZAL1Kv1FdOph8wpwKPDWZh30EtDBSjbRSmCSrhH5N9Md-QGbxT1HH5hAINJDBNAoGHy3z5IqLAuB6K_0SOHA-1lq8ysNlZaAD2u6zAfpuj5NnkvHMyaXu6RVMjeqYTaDqfYt7361k6oV5D75Fid0j5YiuOLUS9z24kt02_k4Dx-3-lik-9HF2JWkKcDNHohkLCotcrJLMgGfwT0cFBUCzYNyOPJhfiIfaqExpZRjquBSbeGzW_CQ1MBzW7o659o33MW-wVZYRCCuUC0hZTFwrLpwetpjkP0IG8H4OiOAS7L_jW-6BG-W6wLdXw4bMYhb42RfKygj6peJx0vHTLgehuw%3D%3D
