,Opportunità di carriera,Stipendio e benefit,Cultura e valori,Dirigenti senior,Equilibrio lavoro/vita privata,Sede centrale,Dimensioni,Fondata nel,Tipo,Settore,Segmento,Entrate,job_link
39,2.9,2.9,2.9,4.5,3.5,"Milano, Italia",Sconosciuto,,Azienda quotata in borsa,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=217&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0edd98b8&cb=1675595293711&jobListingId=1008424892799&cpc=21001CD36CB5FE0E&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-892586a1edb9ff85--6NYlbfkN0DZDHVhFOdwzJgexGg5FupE3Xr0sfAYAXlAuu1llNEz9WBZU4e2Erpo0E17v4Dii5hYzqiR-qKFIyudnZRE0P5g8WVW5Op4nECiKBea0_q7k-dRbeCG-YVMUa3ltdV0P0mv5A9KkFCZy4ywRzSDa43_8oyLW0Gk0KX9cVIw103C-z64kixe2x_sNZDFzTsB08PzZA0BpaT1rydh3vhwNpL7r-RZ1akSyflKduh6FEexkAjM-VVfS_gcsToKQJ3sYIlogGwworYFTbNu_pnsqGDE9VVSKhtSnjcH2W0bxcMBQ0h2eyONbU-TUhfu91KNMgi9A7SZRC8200j54Tk-FkH3baDHXDa6R_nhU-_POfRoWlReynE32nykDIVi0Da3ipORmMwLfB4IDS78Vn8BG9FnsYpvZm0rW2F1WMdeHtGAaM0RkENPsZCxNMIkxXFeEbwnLXKHvUUsLkRLK3aHixRmJfobeOvjuuM8sJoun-CZ-i6_mP0A5IF85rvWsYK82PkTQuZ8KeoBrkOESGnIxPm-wEWIUZ7wE2m52HjfZ5pqS03wDgyOIH7If1IhuUbpDu24cfS2k-Aj473n5AMgMYRCrPORvLU-06DJV5evb7N9467vFAGe9mYx5c_N85HoPjM%3D
40,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=219&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&cs=1_591e2f03&cb=1675595293710&jobListingId=1008385888171&cpc=CBEBA1A9D941894A&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-661885982a08e75e--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8VvrGMHSdMrJNh9b_5_6uaMfd3vNdwxXGKLrXNVFJTjhAYGOTFLC9odFJlfOEq3meo9zmpVeZjJ2Vu_7ttqcbs0iyCfMC1KiZ7KeZJTVtTNRnvCrHOCOkMYjDji9lazxonkC6mUzhacKf5kiJpXYusRwUJsuHQbEXYZHilZ4BFdA-iT1Rc13Ocx67LCNjeyZFf-1yMiRGTghzsUHUlg9q6xgEAgGr8a0HLWUaZBYZ4jEyD8pUjwRj5laAx0nklfE6vTvNkZBefNTl0C2Nl9Szyzy4Z4ikC3Yltcq4KwDEtg_VVBwkDwDd5TEsFl2teZfsAf6JuK1wQ-Swj9eLsSPx6h_y7FdujYXYGJKrdioPqTrCaLBfiAQQamsP9EDptgiFimPMih1njiKDpIiG-JS8ClhMr2D6w0QkDdGaMxz33jU36Z3ZZEebPXOBXF80vC2nev3tirFV4cQeXke2eTpXWC0QMIst__ioFc-VQGZIrgxChDMVEeb2A0cdQ9p6FXmZeAhLcSnIGfs3i3OeMydkppkXHMXI1qcOmg%3D%3D
41,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=220&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&cs=1_eab803fb&cb=1675595293711&jobListingId=1008328631026&cpc=8AC01DCC8FF2DC38&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-fb8674f4e7e98a74--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8Vljhh1vvczjZTZ4LVBYj1bDqTYjpsyrbityR1d2_XRdf8JHiaMUUbrkfm97htUi-42-x0v1sgQJzDNGm50yvRxs6Y616h4LgQS-2ujwj5MH0tmOTkk-fLZBoEHhtqqV8V2YYKTTaFObCzSfuj7hMAs3ydn01wVCViPZb5hbFA_xVMbbtLzF91RI5th81y6xtqghAwXwlci9yRFOEsko69gbrM4MLaoGRhOiruA3E8pv9Y1J4TGfEKwqT-OVfNhJIiR9l8pHpBUe32yN6LG6fYvMk2xuPMHFsfjTNg57tK6bBfkL3nmV-MhOpzwXt_tsHyUSfS7z-QpaIorXAP64xAChgfHv1MT5cNyO7uJF1BobSiNQpdACxGqvHCuVGnkUowFSOLJEUI1io9ce7lXhYoQnAr7m0KPfckZ5Md1J_YT7X5CkDWvzv6SvvWuacf_3C1fP5_q0amRM3DkNr6LF225uijE7WGsphfSDex5rlTkssI39NkiI9WvvxRQ_YHxrvCJY7Q8QQnna0-atr8_OXcl6QD89o4Hc7jXa0Suukatg_zbEiC_26xko%3D
42,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=222&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&cs=1_96f178b4&cb=1675595293711&jobListingId=1008388216071&cpc=CBEBA1A9D941894A&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-1007b483772fdbdb--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8VvrGMHSdMrJNWitSm8KyEi_AVtjrATfXava1zsNwTXx_Gt9Rt54YVlgFSBuYJsydzdEFFRCixzzalz_RmZcp6wtsIPR2-LkTcKMx4syliL-6HjlJFU2AOpZZSxN60GUOQ0JvtIPt4OOHqVPONO2EJj92pPeKBscE_7-qB22XmwkMouCM_pV9mDgTRANwN0k3-Z-NZya7dl_lp6u2P7XHUmRfFSN5fxQLtj4boKcJPn5Y-W0NcFly2yL2oOBDkrOmRePu-FD-0LSbTtDCrNgqlWzeWqlR69lYl5h4gaxetPweQTpsRQXiNyzqg1-RWBH5PDjoUNIjNU-LNZg5URe5KD0rrrqMoOD9J6a6VUoawFlFGDt1h0F8dIbeZLJZChPhAyJo9JW8_fPpMcH5Ua7yy_vukCGpko4D5vaRGAwg-O_VNf1Vsxj0JEAPUcpAzaahBOeDKif1MCyVvJiTfilPu5oroo4swoIamxjwL79Z2V6woj43_e9y5FxgMILiY7P-65_2PZJ5pd1ITnVv2RB5xt9D30SG4DO91CXn4Jx47x-R
43,4.5,3.9,3.9,4.0,2.8,"Bresso, Italia",Da 1.001 a 5.000 dipendenti,1988,Franchising,Immobiliare,Immobiliare,$ 25 - $ 100 milioni (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=223&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6fc114ef&cb=1675595293711&jobListingId=1008450362401&cpc=61B26E8FEFFA679F&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-32288b58cbb9fb1a--6NYlbfkN0BqFYcnGQtlgZUyEPNOpiDdgWIzo4J8ITPECTVQq8Qp8cTfoGaBG9wTdCfP6ChpqLG8oH3w4mhipL2CYf91bjTtXLJWzJqiSJkzSgviL1bneMhRlsoe6gmnIuvCwp_0X5MFLVhnb6Fm8pxph2otnnwy-PPC2eDBSuHWD2c5ts5aBRbXikW17LGbIJdXgVP5rSKr47ZxtnufkQRS-Sm_oA9GNnMbBB81HheeLvbDnsSWK_E_eC5yTidAeIHUeYBFHoOKVSQb1iACjNHgQtWPu6a0_XU7j_3kskSbd93fyC7MSGnZ5NFJpZl12F2lXGkaNvqkKeHrO1saXH0xS9v79UzLnlelCtjLCbEee5dS2xp0ywQN-1erBxS5fou1zPB5iCO7MjI8uLn7Komx7h35diTLNy5jJOJmu7Z8nx9N4peENEhYHLENhj7SdQuaAr-Ea2XIuyhScaNvo_QbW7eouFGFtJqcQQpXtgyUyLMFo3d5Rcjjs8z8yehcutUHQ1ZUj3vMrYDqbSdL6xPijU0hk0lz5spTh2t0Lnc_nZJCFhNiiFdHGXTShWPUcE8QIaPXLmnoDkyiyQ4c3wO_79Bxd-4kJ8GMt3fKjOZoZVSK634aqiyce0cQBMfpdz5TTvCg3GEf-Ezu_Nm9sbs7mwbpF6cL
44,,,,,,"Bovisio-Masciago, Italia",Sconosciuto,,Azienda quotata in borsa,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=224&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_01e5d6b6&cb=1675595293711&jobListingId=1008443043837&cpc=26740BCDE5E48596&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-f61f674e42e9e0b2--6NYlbfkN0BOvkYb6rHOc9kLjJw9LK9qL8ITLFet7g1XD1l3nHwGQ6yK2mtL2am7-EMLA-LUSWiPF09HnOG_MRFY7P2SsMYOmc9rK9EImvrjpVye2p2p9S4K9E15eYzU1lBu6BDhKAQ3yYtzwV9maIrR-DyQsKIHHGszFtcnBpq0ZrEHgdE3drX7AJAHOTA2sf9bdJgjnEdCurjfNlAJu9KFT2BdaU7Ln8IS5OIAZxdc_ma12-NczagCjQTp06ORdVldv7xBqua1CUOItVjW3EbeWg49Kko0SntR-WAsTbR_bX2Qr949UzPuAE0vd26fIgtdR0dBqC-4w2S8a9CL0Vsd-R0pggM-rNUp6_OkY_bhL8OepllunbXDO6-clH4JQUQ_hgxODwzbd4zfjhDyTSLDZxuPbEJ-OhOl_2Y1TcwVVWpObdLiHk9Gorg9dmvwDdwkwmYrN-Zwa2XYuTWCs0UU7OK7FS7ISRTK8UDCtY9fyk1ri89LLyv4UyKxDkDdlOvkGPc3_AuRm68spsMFwkC9Pdn9puYe7e26uFjGpKXLOOZqONsDvXEsA20h6VBUyJBmAnym0t33ZkrvgNG_E1-EXkP2BCsP
45,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=225&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&cs=1_e7e330b5&cb=1675595293711&jobListingId=1008385888206&cpc=92BEE8AC7E71C1CB&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-32654512ff50db42--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8Vkta4xcSCYyd-tWClGDXzA58xEjhxJ7rm_BPEB-wi0FbVz6OXUsgN6bitoQS78bUKtmdpVN-o-1nw9ujkEK8E73hyI5E2CytAM76hiLbz9O1wN2BMELqxPzatH7gzN3aVAhm2XTxjWUQuKKm_SOBFfJjO5JOwA96NeyRtOgsyD7wb6T4P_rcreGU4AvO3kyUlElE6CdQw8zvcW_-ZqgU3UfDyoFJ-x_fzmMKT32zTmI-e4lQbBUaqGtAEJ_xiowjWDCWAqSs09AziwRka22CHtfTy5MC034OgnxQBxjpnp-xry5sZ_YGwaMQ0uQ810mx5g31aL6XzAsb0mAKEn7v8u9nAxw3XzYgBegz3-Gl7_btqomVYS4t0KNL2aLoU5QMCP-g-0RstpFV-Rqs1r49uDhrHZ_UYuPGZ0aH4uEyoiPRnyDFhf6ylQ9zh2obxYdPtw1NDrn87UnG83lNfmZGiNGYXuvjyUHCiDizVSF9SPhhEZrrv_xtJGdg2qqbT-lQ1j6mgEYzreF8Q9AcoQXnVa-nwfbhBdB5yDgFvElEJInOu7pQCbFeRGg%3D
46,4.0,4.1,4.2,4.3,4.5,"Milano, Italia",Da 5.001 a 10.000 dipendenti,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=226&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_76c20fa6&cb=1675595293711&jobListingId=1008449430954&cpc=5E31031E1AFF45A7&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-ab3745b7844aa1a3--6NYlbfkN0BnrGlSDnen0QF3oGdbTpIwpSTLOTcqkZZKInyhNwmcgRgKoaoztMcZg4wOo4tMM4_zyZ1OwqEqK2ETNgCufv4B7KmBJYMYiwdPjDZ9reaoRpMxkm9Zir8QiamIIKNLEyPYkehsrNk_CTKviI5md0Iu6xwMZLT0Yn85T6tJaEW_lOy8H_aEVVzSv8tSJh14P0YNlZMz7PcWu0VPWjJdZ5OzEy0vrTApbdYmNMnPd8kNHSaSoQ_M3OLR1sNxDIflPR6CnV7KnjNZW_oWpNyYwN1Kh2pbvRS3VkeOxbAZrpcXXcGNsv6tqvBqG5TEZh62TJx3zFCIAmGddzGnXQK66OWw8ZJv7ETa2Yn0moEXaFmJkJTJTAR9BykjsMBBanoPDEwSXeasdw747hk9paYcs_1wQujIJU8MzYBiuks1Bh58W0WKBYhq3v7cPajWEpcH-t99TjxSjnWfTZ1_msLUwfaq27iGztRBge8n-Kf0vap4SGsuKeBfhv8ThNOm5i4F--DyNXC_epavpLZdTlEub8tKCb_brbh1lYwWmFsLzTEzpok-WwoLxux6LWF9oLPW-5zx_qm3CXyklf-XZ6AA8WvFM_rTSETF-viDG5bXlEo5NmlS5Q4DAeL3YKmGInTzmrmavS8rZuLAXMaIvfy80XN0QW2Wz-rTArk%3D
47,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=227&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&cs=1_e81a482a&cb=1675595293711&jobListingId=1008395681506&cpc=663B5FE45D73772E&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-6de7a63f9d9a1fd0--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8Vkta4xcSCYyd-tWClGDXzA43y0iEAqwBTRMo7VTNZR2K2KGAJAs9PcJGNEVGWO_0jhggaZB-rZoO1CPCTy4Nz9hiXG-2R-mbXIUUSJjI2RG9vIwpOCgpGgiS2gUhucjuZIC6Kcy_WaRr5qlkRidom-CjknaYE8d2nIn0Wz9jLPVhAhvB9tLov-P06mJTzULiQ-lYOqc-H1Wco0D2hJ7bzHDmO1WU0UBMbczNpKNPL-pJeUwEOX3l45bwq0ejQGMG-D9JHZxKhkfHhqKY_fsyFNXw_dpfzR0CDE_77GY4BLqDsJpUouqrPXL75XaxOkt-YOBBCw3Q-AXci2w1-biAIlVTrH0tgB5us5h4J4G8iaIaJ-kGUkmcT3DbUUW7GYbPFVwsXxZ60SMKusXuWwEKocL4Uc9SwpyrEq4vEhME0NbS2AKbeS2_bsnYgoRqjVwHkvSgINhV5Z1okJWMFlq_lgCth8RXrW-H3WnYUiTxRrPUQJm-AtDWmedOqb93-k8UjY8Kb1xsv1yTZrjuN0OFBIvQnfYcikg0iEAhx9viy4umC0aIuXrGpIo%3D
48,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=228&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&cs=1_582dd742&cb=1675595293711&jobListingId=1008395681508&cpc=A8EA696C92E7776B&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-9ba648d8ad87e36f--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8Vkta4xcSCYyd-tWClGDXzA43y0iEAqwBTZ3ESa3txWKHB-EyWSDTKS_xeR7jkDsLeZ3XSrWTYKAQMK4rjWJwRaZD0hGvnRu9DrY_0gdUVek-s3r5CtGCKxN_xICOH0bvXiAsJ_u3LGywQ3UVbNw6tf6K7GHY2xdxdGd-AO7QvH2_b2rASKo2wvWL1JbfzGlVkiY4wUf9HXW9qlZZwtnUJArkU7rOO21fdY1xFPkUJdIOlAUcYHzqhCNiXxXls8dKLDSBSPMvlWeAIPfAvfwwKN3w4ys_IuG4-glbH2uchYwVhPjzLm4T-6_jj0tndfmbjUxc6Dl3bQOcNWevTCRp-wccDH4kM7lEP9acHO6f9bd9Woal1Eo10ljurYO3vC00dWefNYBREWuWIMYp6TZAIkvvEEhw6rfUW5lW3VMqzQl5E1O-GR-8KvQ6aASMl_W7MKdElxMVwYE4FOaqYC0uKZBQKiwF9k7eliIOuuRVe_qi69O0OUCO88PJVuS-6BIJVEUDhR7zvfNO6-0BepVMecBLdxzakwoyvAhsb96KcG-ZmGUC1ihc7p4%3D
49,2.2,2.1,1.9,2.1,1.9,"Montirone, Italia",Da 1.001 a 5.000 dipendenti,1994,Azienda - Settore privato,Ristoranti e caffè,Ristoranti e servizi alimentari,$ 100 - $ 500 milioni (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=229&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c901b4db&cb=1675595293711&jobListingId=1008409986262&cpc=AF770993EC679D41&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-877a92f3afb51679--6NYlbfkN0DIYd0G0dTqxKWf1x4mXQPnbhPUNvvNdEWCaAATyopLcw3rbxWTqc1AWpZ5KHunLoQUVR50I0A_LFTyDBDJAe2Y_g5ZjlXelMFyYiRQ58Qm7AyakbHU0NNUhM7USv7HY9TSz4JdTMzOunSQAMJWIbpYQfP5mCW9Ks-jL6ogZNoEXWz2PPSKas5evAcc8KqWCSvtKxvKnajF18Z_RcQEva8V-GhGyzhjoT3HviR_h35cPXtVFx0e3cr-RgV0zKWKGpiO6lnRF0_eshyk70EThujR0E5a2KwDK9I6qptfHKL2j7uTeXLXr6Czc5kXTKQPrCUtv8xAMP0mx1f33-jqt4-0VPfqPVu4oi_L_WWu7J1SR-q9lqm03XED3uMshEnP3ksgPcM_kSMeUW9tzePmmQSj8gmyMhRwuDYlOuDFKCzoxLDfqcC18sDMZQ5lWNAgF-LjlGfK_IEUjYl_9A8tFQ9lp9smg0MJwOVHH5JIGz38FUxa2d5kDwvioBpSfxegczrrSANtupzAA-dxSMqm2nVw_d2Oo13L50e-vARVv2TlPQnU6ORq1DxMDIgxX_U-qmw_6BH2TR7RSzZvAe76Ov1QyFNmGyVgT3xI7O52CxkKPgHIPJvB9A1HX9PkvTvRnNAuJRpWOG0_57rADiDGEYuV
50,5.0,4.7,4.3,5.0,4.7,"Milano, Italia",Da 1 a 50 dipendenti,2017,Azienda - Settore privato,Consulenza HR,Risorse umane e selezione del personale,$ 1 - $ 5 milioni (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=230&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&cs=1_80d12b08&cb=1675595293711&jobListingId=1008256743080&cpc=292036AD7E8A5303&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-15392b6b01426dd5--6NYlbfkN0AUSVxU3nowjMmHuRTF3S5B89hvI8QGAgg2BB_O71d01cFsCxTFu5vm1TtQ23teT_JZgM-QVpgSI0MWsiBT1HtIZrQYrhk4pr2O0Ytep1EaBtNz0eLR7jMStOGkFrjtn6vpSjEFC8c6Pl4IGTD-NzriKOnVUOpxBUAOBElydMcoMocwjJLM5CpNhY4KhPF_gDhQVk4s_tl-FRaPLJGpdXmTe8LfNwXgjow7vk623NCWyO8VNOPIXvRwlpDAaJdbvvQN78wy3_K2Hb-ZbtOmqZL6XxIs5L5USi4jzLMqGpXm88z2383XN8O4vASG5_IdAWb7RsHg2zMH38i4z_J7KIqPk-XBcUT9-RC9W1c0AsYHoKiId2u5p4suIRipRfAti3AmKhvOgOeSJQ4hZBPyLecZ_J4OQUIONwRqDpQHnzqYXP_5kl6C2FY4uAmFzejE8HhnPPPIu6SaUn0VZIYi4WVUAu83w_lxCHeBfQUAF82AEdcVXyODac4ccoCUN_Yjaq7D18bqjU6VPWgpPT3NTwD-1yac3lf_XW8BPRtgNlFiJTBN2kvkO0o8J2uEbYxTiEDVm0hyIbpgnZQFfHVnearObwx9nEOjuSVcz-YA0k1IEXDSGzc8DM0eg-oYvBTvH1eV5afZxRAB5A%3D%3D
51,3.3,3.2,3.8,3.2,3.5,"Londra, Regno Unito",Da 51 a 200 dipendenti,1972,Organizzazione no-profit,Cooperative sociali e servizi civili,Non-profit e ONG,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=303&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c57449ec&cb=1675595310690&jobListingId=1008397261589&cpc=6945AE2F4B03E059&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-c8a4f688c111f7dd--6NYlbfkN0DknSBJzTk0XFdGupvfjme9-ratGRi4xrNCP-CTU91xcwcl1-cxv5yFB_lYs2OqFP_pGeRjxajKsubfaqkNjVzpbrpGaZQ27SPzd2tPDM6jzgJyZo8bEFq7zoevg9o9IbDALeKW8Z5SKEqX9-dKvga92qYCTbqmZK-LzxPPAA8tjyKZMvvX_3dKJl-O11HMAuakNSPp9JcksPgPWTEhsEzGHE8WCVnKyVKLPEg5UD9s4QBPCi7RLl7zPJKu5YJgulqucLQwQ8I-8hR-lYHv65zsFhDmQHGU_sQGZ9rr3vjoZvg4CMJNBWSyIsFDWhJDtZcX_MAFpx_AlKKwZ351k_wvsmHO5LBKhKeGv68OCWVhuw1aRH0Qs0kSDpSDSooIc034-5Axs0sf1owBtJWY1VrBNqdbCnUTa9joCtvhuw9CNMJateDPO_XBVXl9q9JfRqZ1zxXJADJFhS-9v_YaXy8kzpXJjXq3JEX5fJZylyNl4x3SckbdE-pdHtIqHhcRpLknsGVCPJOgR6TVhnPNnCKuTefGHWSgd8USBgJUbxAe79v15bIfx-DJStlc01ahPUw%3D
52,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=304&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&cs=1_55dec581&cb=1675595310690&jobListingId=1008328631026&cpc=8AC01DCC8FF2DC38&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-fb8674f4e7e98a74--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8Vljhh1vvczjZTZ4LVBYj1bDqTYjpsyrbityR1d2_XRdf8JHiaMUUbrkfm97htUi-42-x0v1sgQJzDNGm50yvRxs6Y616h4LgQS-2ujwj5MH0tmOTkk-fLZBoEHhtqqV8V3SEj3YBGidN9pPX7RzKKqsIsrH07qLKQjL-WxVaan37lh8O_LVVcbS4K7O8WgLHZrhcvVLyVMRw_E6CIwkuqXDeY3kd7XEDWG9R5f-Nyk477EESFJtzodgkl7DwG9eViVFNCscV0ERE7IG-c0umnroKc3Mu701lDZEF0wAJkcAIzUHqyJ7-mvShGxnPBOUhburKzBkz2tp1f0OoVOdL6EMVbaXqLb7Q5mXwFYPEX9izCR1CQroPWE2RdXEZGAUCWycTQrXt7mpPbayq530nsHDEk_WLRGl6MI-TbMU-Jj9_JJ3cL877IpuWLLFdMq3Z-YvYUL6ND18tsgyn3_ijYnyqsD-Q5sgaSa6xLQ0Xssk05M5JNFnlvOYnQcDEaWsoUIZrhYB3jOr4UiyJsuGZcEUEHhL4kUYIT2-HnRTuYYRJ6vgbW8JkwdY%3D
53,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=305&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&cs=1_cc857f06&cb=1675595310690&jobListingId=1008385888171&cpc=CBEBA1A9D941894A&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-661885982a08e75e--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8VvrGMHSdMrJNh9b_5_6uaMfd3vNdwxXGKLrXNVFJTjhAYGOTFLC9odFJlfOEq3meo9zmpVeZjJ2Vu_7ttqcbs0iyCfMC1KiZ7KeZJTVtTNRnvCrHOCOkMYjDji9lazxonvP4NIQq4-hHt1LQnIS8tY7Ty8apxN95QR-2BnGsV6FD6Eb9XUa9p0zUKrFgCy31G-6liGtANBzYFNrxJw0ZyFd0bQnhH8yHecO-fGMOi82yWDnLtu_bNgsToU7Eeqv9sZy3-cHmjZ74MrJ77782s2K-9gvCkzrbrYgEDxTMEvfUeXxfElEiBO4gOURUix8CpmNTH8I9KxAOv5XuH5xtsAcjYyunCLa1IfKiZiyrzSRe7YObl30NicY9fjAbD5S5ZHU8p3ZvggVVa3JiY79_jpXs4O-OZqFbXKJSjrMvF416WUZF9tugR8YxKS14u2mK49kvzqpKF9GD5YLlckfOETieU559XgNDJWZ7TCeeM7y7UuxC9Y3jtF5j_JcNMfsHNiTP_atDr3JG0WlVpJK8t7xZz2E79ztEuA%3D%3D
