company,job_title,location,company_rating,job_age,job_link,run_date,scraping_date,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento
adecco,Contabile,Elmas,3.7,24 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2206&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&cs=1_6f1dec6f&cb=1676802723663&jobListingId=1008428772912&cpc=ACAF1607C5C1E404&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-b0683a963eb21d81--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFKHykkGYm-qu6J0gBIxgy3hEt69qFCo4LGilRQut-05qFU2mKUooQs1c4Gn16pQb0rnbSYEjQ2qSfxLWvIdz1CwsBMUmUtuDrMAGLo3f0VQNT7V7UJd9CBgYC6JOW42dbFiknnMGmax0zsecC94tZh5-ayvFQFf6AZLv4l8iHB7Y84zleiBonZLHqiNeo39WFgsfNSZIixvFiawW9mmRkdkRLFB0AIzJERpP6VSsaWyFB1nX6zc56-FznxngV5MxsoUp28IMWqnRUmNqlLpbriBkN-tdbnkBymA_cs7rl077JjnHQb-Won0nG01rAnZ3nrvaUY7K4Or5bFD3sG4eKwiwKRWCo3ubNFaVGVdx-3J7KzuKQ50GbLXxflahIW3T6XVLbiJq127aWBzwtW_B1E2xaJa08-ct5tqsmuiB76yFJZWX3udBfo4QedOojQph2lgkCFJHtgFeMD1Csh_bPiIvPE00txWJeYq75PYA1ORQS7OuYKE3gmqqRQT2QwXZPwwso0w20Cslb9qQla_7Nr3HzBoSZ28GI8PhY2wxtFdNDtbXuhojPTbq6MtbwoYnJgpZnKFvUmZpzhswch6BGccMRYmlzRLY6SbLp6ki7PJoFdpign1olbGvyWzEvbZQKfYHnhi_j75dDHH2aFy0M1nGpqjvpqkNaA_LzLMfnBmZB2N1uAx2gAklvIUbDQztPexI15STyQXg5XrCacVAauzkmvFEgEmdrpGGk0YLZRHjmMgMAIGvI1yT7p6c3rj7Du0_XS10YXtrtbox2zlaKNZdjXg08fMTsl,2023-02-19,2023-02-19,3.5,3.2,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1996,Selezione del personale e subappalti,Risorse umane e selezione del personale
adecco,Assistente Amministrativo Tirocinante,Cagliari,3.7,24 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2207&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&cs=1_25e39eb4&cb=1676802723663&jobListingId=1008428777103&cpc=AF770993EC679D41&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-169b2b6547664e9c--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFKHykkGYm-qu6J0gBIxgy3hCa7qrv0Mwhw588ArWco5L_wB2sWS_3ACLlTSdtmGHtA1vSEMq3f-SFT_2ofZ7IVJ12FG8VaAZiEgh_AXjj4yCuDB0dcm8uSIM3AyCkszcztOfcT2yYK38U5UhxZEOZ53TUn6excG-WRjSjwwNQ1X8iJYXoBRuCEZquot5GGOSbsC8U7MJdtE_jTqjVFRiS-azDnw5h7ZMz7X0cHZOLqPa1DkmPcWPXieEGmkX3oTOP900NZO-t9ic8Mz6Jrgy8p8e1_jj_IMZ1m_qMUNsZ745WzZiRWlz6syfnv1C51bClLcm5bFvcoMnxz56wz0Um3tqdXG007EsJHk-0Tf6lWzSUY4L1WDINtTNqk6GzaXcmLqkQw6XcyFqx6ZNZ1O27ncuT5y7XOSnI8St4sJQKFIGUOAFpO31zGyqDNflqJC5WyCKm2Q2q1PYbw5Eqwd5siRHhbI8lrKn3krJGucDsHlMXYhvyskYKdX0WsiX_SvsUeyOp8ABcs-dFyeKNvBLiQBCPeArCtcLBPTIddBnWzNxf-tjn1sbxs8QZTHmwYPqMvnE27Qobk1EqmmXYwAZTAlTvcJv78EFiIYmdTg9ULW42zgiiBaK_GfggW6c-Oa4j43pZHrdWfYEiWyffL2VoJTWulzwEo2d-ZaNS5y5b3TVUH7qhfYNB5ac5Vd5x3tKrrXKUO3rDysefbcIFVrQRi10JQyoz5Cngo2H9VFAzUti_FKlsCZT36Eg0iZxaCnq6Br8tb_EsTaD0FnzNPxQG9Rb423OkBnmOY2MA6P159EJ4%3D,2023-02-19,2023-02-19,3.5,3.2,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1996,Selezione del personale e subappalti,Risorse umane e selezione del personale
Innoviù Srl,Back End Engineer,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2208&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ebf1b937&cb=1676802723664&jobListingId=1008368578480&cpc=F17331D9BECC482A&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-40127b5e07880c70--6NYlbfkN0A0t4xPpaDdi-j5jsi_NaPSSH4zucqp6NvY0VgW3NSQ2JPqQr7HgFeK8Vn4wjBjCgfUFRyml4YHcFQFTE4tAHsz95wtIf6-Qd74tjSptQZeXoah0IY1ZOTU9b8QYDE74i8IhZDUz3E3_h-3m9KiW5CBZR34695q_HnsUTBDkzyhairF_563_i_SrtCADLuKQp-Ji_nomQLe6t-WG95Ej3ZujMuqxQVl4AUagx9lZnQU8ixfyqAbZa6HLctoRRyehJFJLTX6317tMI_sKTKcUYm1mlUV1HLg9anuCb7V4Bs4Tx0t3xR7nnlf14AtB6D3bLC5NzVC5apeRFOGjNYd-ZT2rYAlwMAa-V0eJxOfma7JdFcLe_PJNWadcx1yBS5ABiAtmBG7DewiSs-RVmuBX8EbKGjXq8uRb3YQgFeCLrziOKl7lrx6ETjSW9jQdmnPdPg95-OBdbxQ0-zPNBd6NU12xTs67alJTth55bza3VqW4vmTbdgZh1vrxs2K-xbl-f43Or2C6Bl0UOaVFqkQMfQe98rmmnweN-m3GWlEZbLOntAmxhTHmQmVCmt0QChN9kLQY9o1YjlLPAEAXzwl0wKIH-KL8eHP8vY%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Nuova Sicam SRL,Progettista Elettrico,Italia,,2 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2209&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0c6c5266&cb=1676802723664&jobListingId=1008476404051&cpc=C5F9C09AE97B3D2F&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-95cbd9ac837f61fa--6NYlbfkN0Bf6KOpx-k3w-LK-NHFMHKAf-bss4OsfmIyhna-Fao6HvoEnG9ys6iTtenI8c8KXP7PbgccydSNuiW_4q5NeqlXS-u9egFIlzpDkq2mRbt_fFjWC7vm3QlSnSbv8JOzPCrVcAKBr2-sr-24SUpwKuPdW1GNsmlyuQTCkonLlcRzpmhTIipMldEIn7iyVPawU95P0qiykPTbgy_8CXV8iAlr4SuhTu1z4UFBtMfl7R41Z2GDiY7BinFgAuUxdbFfldOTNIBBt-Qg3xPcpdtv3gmnWmoO9oLaNrnvc2rCY022S-oiAOhgsK1n5Qsbyn9HW3U7c0IZckCJ2-htyRF8MgXgtTUxJlMUiIjhkQrErMjwJ6iNzT8G6z1sCUbvSR7L1XtVObSgexIVQZ4Y-iDe8St1YOnRrwB3CD5tstvrm0AnaKNqG0XdPQkBLYBWheGE09pQ4gs4IpoZURLYLcXyfsVebdlJx2eR20PbbdS6kCaJ9um27vcNI76AsyOjdcOfrqdIuLK7prCyep1bQilauO3gKHgS24uA05ix3eCW1tdF88z59y7eGj4a5f6XqTpK7rk%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Erga S.r.l.,Operatore Turistico,Sardegna,,19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2210&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&cs=1_220e1219&cb=1676802723664&jobListingId=1008439427174&cpc=C891152315FA1AD8&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-16f20c59446ff952--6NYlbfkN0BytWipstCyveKkw9FlHucwf8c9OEfcNK6kJ3VVRANJxJbWkJbVhuVmkiwDTlZdYv7UJzn6F6_So6LtOM_v9Z9FzOF8PdFuPe_x7YBgShEPq8cNS1jPRFT9nwE2OUlx5spN3KViaihpJEWvVVPCjhUPSK314o8MOwV5a5kOsMM9E1-77X6-r5geGcWQNagouqLoiRzYfM2-p5405L2H5DdNjNCAJxvz5_LXNYRWLLKNfs1alRKrsFvUhFsecKRaGL9HQRgEhnwnW3gwLQUr5u8E-6i_icYK_uwKvrfZYVFdQgst0YuY8Lv_Y7BCRk7oW_KXbADWEV-bXB9I-cS9HNDBdYL2FhadFzbcggvywlpZWdnWTZpOFC19ZShAMUMyvz4RxXcRdFU9pctM5I1cP2G-oSpEEBwMqIcjXUugu_FvxXDrsQuwXUJhOiqt2ebAGKy6c6bUCgo4U_xWrdPBH7TIu70YQJO5Na2MMRlo1K3DeS23zt-_ftKvbPjYjqVJLieGgwgxleI54sBkzos61KZT8qc9fNlo9gxqDP2BuSX3g6p4Z_aETBDQ,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Oliver James,nan,Cagliari,4.4,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2211&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_dba74bbf&cb=1676802723664&jobListingId=1008375394867&cpc=84DBBAA61F05C438&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-37f4ee8746a0e50f--6NYlbfkN0Ck0AVEASNN5Uu0zdRw5JP47K6jX-BTE9cCBDik-EFS8FnoKMxAOeK0OJieKOsBgfeEyciEz9ZAoP28R4klPtJH_LwJCirYgGGUcPKsiB3cjWwOD2d9endbi1EkbuRZah4XJSC3fCQf7GXlQIw-1jG8XE3CDuafRjaKBW3T5n6YGZtftCyyAW1IVcAbXId8zieB8HADwETYhrMUjLxXPqZ11XN0DL8tBBtJ5R0hFYzWnkJeGG5zXgGXDpt8uG_2isgvm27wnZn7RgIEsSrQFaehZoUTOuxRSjNI0gTyJcS7ZpQU3olf5qVjoz1qWkbiOXPsXqNxj0sgNm4-ijYb09hKr9tZfaWv1tIpu5MHh19YE9duv-Av0pdO-s1qp8xb45I8g51NNV9IC-M6iUvzs5qc-I0u22Vu8ErklV8PGGjqdU3Yj0NBPj3zD5UCInOhyKDmgsfXEEdDbti_7aFGam15Alg4c_G54PTYgH6UZ3zuCJoCqRUy7kl7m7XJWQRYEBacQLyjDiMqpnCiqNekF2YhQyozJwNU20qaYPnnpe6hip0Pghq2uSqdheO7vqa1h4WLDGntMaQ4io3k7kw4lctqXkg4d6ui2YY%3D,2023-02-19,2023-02-19,4.5,4.2,4.3,4.4,3.9,"Manchester, Regno Unito",Da 501 a 1.000 dipendenti,Azienda - Settore privato,$ 100 - $ 500 milioni (USD),2002,Consulenza HR,Risorse umane e selezione del personale
Best Green Practices Engineering,nan,Pula,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2212&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e53ea567&cb=1676802723664&jobListingId=1008400296542&cpc=C63BD00756FD6F58&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-ff5a7bb92c7293a7--6NYlbfkN0BFsD0q0RCDZY1Glz-qElvoPWHq_7vQ6ftxaoSDgPBV0IyuLGMf6iA-n4ipmUT6KstgN34YEjf2Bg06Xf2hum3KPFVJza3Ns7cmK7PRHsaba62fjGJo4nF-mYgZIKbRUSkp4uWoxOfUfCP4i8tWJbv7EQcMqO7yKiQPhylLPdmVHjfGc4JGwFSSC1-9xc4VDdMDUA9MRJ9vw2qJvbz3Qw3KaHmQnMLsPcTrrAEwcalvcQtZoEvJCFNf5yQyXlXejUyqSIzIv2A7vhJM2tLPlYhfNBwUSl4V34EoHz5LzBEjEY1mnRYk7DnDqWjRBEuYGpD3umet9eCAFsbxPdanRzsa05m1PJ3WgclQOUXGhPCoqNQXHxjyXGnsXShsRgxuALtZOxj72DeIeu5LAy1pRSPFxr9W4Q3jrQIqwINH_zbIkw87MG2EEokA0m8lrX54-nm33SDGc4rR-xPitSFMBQSsyH-NwAOEGk8sg2hGTIfuEU7L7XykIanwRUuLnH7a1bLMTjfll9ds0gNtEglxy5t4wfFH0i7PjIlVhvX9cVGetvvfED79yLZ4VZ5wZso6hqc%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Doppio Malto,Cameriere,Cagliari,,22 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2213&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9076dbcc&cb=1676802723664&jobListingId=1008433199483&cpc=84DBBAA61F05C438&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-b4d0428a5c7a4936--6NYlbfkN0C0jkC67az_l2JZOdjrYW72hY8OzNLs-wjENDeKvUUf1piesqsELzqPpEuaqx3MAOT-XHWw2gUdtv5EfooNMo_duByaiSUlECr2eOsZ_V-c1BF5UZacE4n_np2t9driaS0PdTowyNvo1YuQk9JIkA3B4UYDi-OzOIfP14FPG5d2Of6MIGnkYWCOSD4AWHA83X67sevOP7xQnDG9NUWF26G3tTeapWpc5_hrYrsoHfx9cHovCSeEHLFUlm65OKGTpL_otMmuh4mQZ6schQilBF7MIqpWrIJ_opoChzsDq6-VBdCDHU31fWQML8dQDDZxLsr6KfqFGDkd-8Q8RIqbgVVtY2Q_nXylJRAcz0oxSt25QraDFpw675SFkMztgDRn0mITlzfUXJU8tHXOb_pVAICsms_H3EpPbMGjyRmTVa3V2z9w-5Gp8brS_Ah08XNC-Q_obfrjL59TAHOhM2_N8Pmqh8hY1y29kbO4te_BTn5_em-MfITMzayWmhsYSK1z5ob7_sPoDP4691_KDA9umtd8_PXDrWf64h8GHF75cL-Uc6ZDU19t-uTlkCZ63lWYK7saolJLL2rAiQGTVIEeBvMVXltv_9YP0u3nMXBRx9F3h2m8sLD-ryuFxSCjRjZQpMk%3D,2023-02-19,2023-02-19,0.0,0.0,0.0,0.0,0.0,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile
Gattermayer srl Impianti e Costruzioni,Elettricista,Cagliari,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2214&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d2821ae1&cb=1676802723664&jobListingId=1007968063264&cpc=FD56AAAF1899B499&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-5a77d91e3374a4cf--6NYlbfkN0BntUQoiG9A6Vj1j2ICBSOtsDDx97l6ABN76L_ni63cZdhiFvZVkwrq5JA5dCwkGzKeD01suO0fowchVZc5c3_hKozdIQVfedH4nxlpeIL0KVgXoICIlSZn7TlBQGwYpnl8yG0XHfoxNkE7RCtHIAjP54mCEFyfoFojwVtVTbvDqeH9mQYn1SQBqh4SfYcwIoSjRPOEsCOr5XBvo02oJxh_YRg9WJ-uG5onF1vn8AhoY1Nb87tTzPQB27xiJHYahGRpM47V6Wwufy9xEEkDLOJrgpj63cEGzRGnTj9lu4Qfd2nwR1phboOAMgwPZrjDTj9ly749rooATKypolis5iWC83O7VhZH-amR_Ya6qEamot_ySq-pvUj0m6Ao2LcS7tU3jjb8UB6EF8IL3sFYsT20xBTvX6smBS3jFMF-x9xOiNlCO5olt1-M8LgzH7hihnlt5J2YwWxcyy9eWQXVIWyn8AK_AlTaHLCGniZ3Tystk2xT0s5lo1pS-nhB7nGVid7DVYx7K1FRYjCjzGeJShsmQngted0wgoEo1fmaherJ66uHAC-sQPEkhzsuZlu7zhTAsbRcdgatC7K7yewWHfcSp_MUVLno7VXuWt7UcFlbMqdF1Oyrfe36,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Doppio Malto,Restaurant Manager,Cagliari,,22 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2215&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_365ad329&cb=1676802723664&jobListingId=1008433143749&cpc=A8EA696C92E7776B&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-22a99cabd4e99481--6NYlbfkN0C0jkC67az_l2JZOdjrYW72hY8OzNLs-wjENDeKvUUf1piesqsELzqPpEuaqx3MAOT-XHWw2gUdtpMOHqVj7IP2L3qH2A6zmArfK7ELC5YaoGs9z8wMHRvm9MXENeVPwCEKajFVIJI9P_YQAnH9Asyxa3kVF9mMjAdIn5axFG0rgrhU_CeBPDo_486KloRaMrjWo-JbqGEdztOZqe1zoRaukFV_7Gs792-gGCN8uLEAdDrIrWRozFGiLwwDCWZpcxDH3Rb0dVeGt8M_rn97xB0WI1Ou8maZqOFO77pwpr16K9uQpr68yVGM-JMO-vPa7ogfJUDrYv1AfMFfMYigLW7tVpZ9oaBYTE0FfrZxW_NybVAD6hXtDJvl-FZGrjHVdSXGmG-1OI-mbTmhWQJSytozpv8L0sC6zV6d0-mDoi7F0IiQyZtPN7iso_4UHlgi7LJtmdcg6hNqS7XV21nLxXyJdYIjzBRpY-wZ-rE9t245u6eouMgHd_DkhIh8YlYkyJrW52AlMOJC0gZssC-5BquBHLb6sWk6cXXnhkYWnmaD9eWXjPPaXMJMORlg0VU4aNjCI8mXaVZMWc-A_Hw6iTG-VOZm3HsuxNkh65fVtp0ODw%3D%3D,2023-02-19,2023-02-19,0.0,0.0,0.0,0.0,0.0,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile
Kelly Italia,Operaio di Produzione,Cagliari,3.6,23 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2216&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d8d5941b&cb=1676802723665&jobListingId=1008430806644&cpc=1160948BCBA38B5B&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-477be6ba87428280--6NYlbfkN0BvUHsYu4S45ApKjIC1gOlDhdnRU-oAlI0JCG-At3CrtPfeGl05LBQ648m6Lyf5SOFXXDdHlbEY50shkvyX21AyscYBdao8QkIx2MJVq-EBw2dvVMHEEFgtadHSzY7vCefRxSW2HMjA7gWvoOHfFrAEVmgsMdjOrHiuco77QTeaab6bR_Oh3XqF97OKc_iVGQMPCx19feybrCmTtgOLRUnhNfxT7IuWgQ2T9gLfL_W9GId_dtoiVasTdqFJiE9uN_bOk96-sJATQ8eW-B8LAfBAvadTktElQ41aQbaATE8rO3pWbQIet78tVxJDyn5uFTTIBiQadHoLSna7byhu7X0fJc5Zpu0DlyEEL-fiZCC3PgbzYnjA8vTMS-SwQRVZsNobOMQYwkdvO2gEg9n5Rq92Lk4jNIm_jzlht1UsaNQMu7iEKmdLbRsjJQHsofNWI8abo4MfQnAoRgKIxhY0ANQ_zvGohWDs-PtODSW53yLYEN29yWN-6Grjw7hcG52RBj7pj3EGJTMJHjGONUX3amKIF9MhRANuEQmvkm3jyr7pM89dL0tS2_oMrRttGBHFZYOkNGIIX5X0jP1JImo1QYigEH1954ZupjrUwDpm8FxyHemipZ4Xw-Q1nU7eU_pNF_Fc7Uw-oppdTQ%3D%3D,2023-02-19,2023-02-19,3.5,3.6,3.3,2.9,3.4,"Irving, Stati Uniti d'America",Oltre 10.000 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1870,Energia e servizi di pubblica utilità,"Energia, estrazione mineraria, servizi di pubblica utilità"
McDonalds Italia,Operatore Della Ristorazione,Cagliari,3.5,29 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2217&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&cs=1_7de7ad83&cb=1676802723664&jobListingId=1008419244279&cpc=9DC6E4D8324653EE&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-ecf9c29168906262--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8VnFtFWWxEapCqJNPm_0NiMpH7g2A5p9VDKzCAcn3FKO0sbTQZAzgZCoIqMJwvwCtP9BC6Pte3VI0ob5A26DF_BKBcc1l8zL2wjSMt3SUjp61-J8JQEnM8mD-sRRc3oQRu6SQQcdNPZKrcTEN3YyOkqTFLrhHQQxoDw6CJdOYUhsN1zcl0h9MbBEOa0ZxU0Vqv1RKpevrdZlPgB64NaMvOX3ZcMZWxmibF1MBsbAj-zwvndGYSz2-oFRExWi7ivWmuCPuRLAWNNDrA2spieKBTj3_e5wpMCaNOvSrZ44lQx2MqohqF_LlpmbHqHTD6eYcm0MBbQH-c8IzAM0-KeQk5QSYzdn66lY_sn5rjdhfjaSqQ4755ypAsUsBVGwLpjKvxvHiWYR5OMa8GDxrtv7rmFz-n67CxjX8kQUjRZ1t08fN_OhBtG3ExpjHtqhRZtnC4bWCHe7vk3oejohiRCRBvFN8QRh3UfZxOWUgzfsmUwd7ZKFUGwT1SEIZ-ViLWZsnKbplR9yx1ukuAeFFvcY3wMQrYtsmFj2m6xGmsoqkWlw3,2023-02-19,2023-02-19,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,Azienda quotata in borsa,Sconosciuto/Non applicabile,1955,Ristoranti e caffè,Ristoranti e servizi alimentari
Eurospin Italia S.p.A.,Addetto Alle Vendite,Cagliari,3.6,26 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2218&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7b2b2ca5&cb=1676802723665&jobListingId=1008424011350&cpc=F41FEAB56D215062&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-ffa3be6a41b935a7--6NYlbfkN0C1abZ9zL5NYIhXV7bfxDjOB5o2U9Geipmv_mrCPZiQ0iu8Xnde5mL7-oAyK2qtyyrjruc29eqthOFihiCpVV2iKNxg3-2pGzqzdhrYHe_2b0kmI8M10weyxx7VRkrOZBxQTKt-YYxGR1wFbat49fg9FZfpGWbCsIyNbP1-2phrK3BaGfUg90GXv2DRXt4PMLHLHEa3x_JfXR42tAYCBrr-PlI1IZ5hHb-D8wRc7SF9-SUEfBqUrzCUKBfF1_zspzkh1Xl2MRmt7ANp-v-tydbxwjnEkbXHS23VWsNgjnIlb0IgdF_lZCwZImI5BsoRyqs2oFEwM29wrmRU6Sk_ZGgvlhK0EFr0Idh8u8SJeglE8TQg7HSQwOWQnMarxDtCJhMuamqQ11hekxILbnywOHXcgvaeV0cXn9XzQuzdcnR_3abY934LN-_78Kayuy6udFIufZDgrIX-7f1Ph1j-yjaH6c1UVD52E-gEwrrnXpuwEFY2t6ldoEfV6-qutFGv0yhf290RwjFtFtJDsIpxOvKiKXIzUmdAkj50uifYFQunMna5n9RxeQDgba-2V0Nl79bWH8Qe4oA85aefRrRIawbOtiYJxBS4MoO251EAXwjTOxjCJA_DHyn8OrwN9mVBc3M%3D,2023-02-19,2023-02-19,2.8,2.5,3.0,2.8,2.9,"San Martino Buon Albergo, Italia",Sconosciuto,Azienda quotata in borsa,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile
Doppio Malto,Restaurant Manager,Villasimìus,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2219&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a80636bf&cb=1676802723665&jobListingId=1008411726996&cpc=F793441F64F6F721&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-25f0b18842154ed5--6NYlbfkN0C0jkC67az_l2JZOdjrYW72hY8OzNLs-wjENDeKvUUf1piesqsELzqPpEuaqx3MAOT8XxSrNo8KMiWEmCwE64iqXZER_DUaiyz6vr7gKoiWxio48tEKulg1RxKgzLQ0m06tGIo75Mo2IICs8gRTmG5ZVRyW73tAfsPXTBjYAYDtGMCeszSS95XIkMpBoUZ5uaic1YPqQ7EUwkTdvS7DDelL7DuJge-21vwabjThvjTCKVVazWKMQYmKanUwWYJRubAGXlsvbO2QFw40wDCU4ukI6n5FJWk45lWTzmiNtwTN2F5oX-UjhCLajD-ju1ujg-nvKpNDCGz9PYUiCRd4f1OTEinJMhOemP1-Q1BfPE6r5fr6Y5kJvSCXkW5uNTSa_1ferDNQ4-BB61jvglk6ROsptThgxmihY_AqknyZg9c8_KiaSXjqF9vJuZtVI7wgwbdeEL275e6EnMDvw0hhHutfSZA6PjKizvmONN-qsbMoHHZbExzlBemkIYu9saa477dFrLi1V9Jg3rulMQqhdkrzuNRLHg5lrEkvJsrFiGrSvF6i3uBoIK6Kh_0v6N6s5Slu2RabwMY6xNsqjmuIRCJxA9j7vD_ZTwKuoGFAjQDHqA%3D%3D,2023-02-19,2023-02-19,0.0,0.0,0.0,0.0,0.0,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile
SPECIAL ONE SRL,Area Manager,Cagliari,,23 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2220&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fde3b490&cb=1676802723665&jobListingId=1008430822953&cpc=A0637F14311B9419&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-39f9c748528df162--6NYlbfkN0Ba8qeVLOHzXD5N35oU45FAhMn2P-ijRswY89fJ8FS84PxS0E-gHNDHChvuOrRX_YYvkmbDHfCUluZar0vfS6MeGZTbPfFrCaVHr_wLDLVDT-kdcSU7ag2rJ5u4aSp-vHJybzA8cmzwaQBXDOilYjcXYS_S4grSlNIen0tC-rVIvryv9DS7HL8Do3wivkX9fWT9tkWo-lvdcixwZfUinbI_gK6rJBQNjugy8HDntdTuuZyhCyHLs8bJj-g-tLj64tSotKqi6JQ8H2RxP6QAcpxRN5myH-qkPJuNR8GJKnzyo3KcGthBA0cQSQ0kqfnNRQ6vTz9tff7F16lM-WmWAXh9Zd3JTL8j0AL45lNYg8IGys62DLUPoUszWqgygdk9YW4ZctDlz0yPSqgs27kgR_XMROLXLQxwiMpnt_ramFE3f4DyFOsC5uLgI_NkRYbwMCKlqdHzSMt25xUxlgqZ8oLgHPEQcA9s3L-VcvEEZ87jMI_t6kn7fBtR5G1Kh47-dENyu_NLxvr8IAO5O8cdznXjikk2_3VEj-XfPB2cz92XYHdtNjJK4HmzHo4_N_ldDCqnB5vdrWV2mw%3D%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
