company,job_title,location,company_rating,job_age,job_link,run_date,scraping_date,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento
Praticasa s.r.l.,Ingegnere Edile,Cagliari,,8 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2221&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2f9f45be&cb=1676802723665&jobListingId=1008464350716&cpc=21001CD36CB5FE0E&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-f68669272b330dff--6NYlbfkN0DNPcVbGGihIIcNOLkRYNwMkqkxkRrFr7W8KjyDZ-kp7JL0y_lKLyDSDAQ90z7RPE3zFuTyJxbgAx62mlHFRXt24vTYgDNSAlKwUSzO0pECbTwqbX5zGuSabEeKvC4gt71FsQ62LmRjDM-Qj74mwCy7-HQHPvgLpfk-pvuGfipIObLlcMEI8ucLPxMKp8FXA7hMN9T5HbBMyxQJApUEE4U3EHgdirKq01tZq4jgKT0eKJ-O7RLrTKIVUInHW4pSy7LyUV-7k3qfcX7mnaBlBjQTKAMcN9rrPGnaZxAsjW_a9wU4aMCVt-0flxBJuD1kAqM_STFXPz2nrHRPX5dp3YcehyK7INpfEJS27SyqWGdv5dxYn5IalRBjX9hIyqYD58KBHdaBxS2cVt4Wqy99HPp0atWuxLyUXQE_LJhP5eEa05HdIR7K1mQFNZimJCuUj8VxiPmo1-bk2siGrutzTx2zq-b3g7rtFtG1g9S9Adci6sX4uGk6W_E0tpzbdTFvj99L9kBCgFxxECylonK8-BaVQ49LMZ94e9Bbkb_5_aQIPJy5qHSx7mBImIWl6TMTl1oTdQyqzSYqzagrJuDhMu0ZNdL9g7Gbvrg%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Kiron Partner SpA,Consulente,Muravera,,1 giorno fa,https://www.glassdoor.it/partner/jobListing.htm?pos=2222&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d5a640ab&cb=1676802723665&jobListingId=1008480031364&cpc=6A22310A23505C64&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-ad77b64a3ebbfc7b--6NYlbfkN0BE6bupDS-RBnEL_a2idrN8K6uDJC13dKKnD4MEJF20IB3vwqzzjmyk4QPmyw3i7OJtUyrR_GLFhEtt7_eJdpSESzDJg2iqpWIVYnNGe0r6kthRK3POqYkR6zOdtSNczY9wJGRFV-poh_GNa0xrOP5nBeAKj_eTGEcMfIxcgeAcoYAveGO8viL4Gs6u1DtiJxQO22r08dcg7iUju7_gI7eWwJ2eJqIAhFa2dwQ9drz-5QPDQDcpFqfT6eOt0INVpRL5S10ArYcWFetYPl66d3KAarHvJeXObS6ki23vl7JlgL0fTfLuHo1_6_xohfQaB4CtTtAzKdOslj52PnP409bLJB1VZmDGFnf7cClH3ZAKjqr6Oyc_NIYu8ypakJzfE7Z4ifue2XrDlqQbnZ2r_qxHvR0GXeteOpfy0lDkPFoLcFCITt2_NphZbA1Ok5-YB7Q9p9i3zN2lfuWydz2FHR0MJRPwKFuBw3uf9-oFG--rHmmpzp8ZbdkSnvDk5L446djtgcSJURRzVM_up9ZcqlURY8IcDTrJfDCpFers4vZ9P3LShW7pe44Qgz3W4QchVWO0beoKJGaPtQ%3D%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
STUDIO IADEVAUA,Impiegato Ufficio Amministrativo,Cagliari,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2223&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9d0c514e&cb=1676802723665&jobListingId=1008465723382&cpc=B076152010A3B66C&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-9fee9186316efba4--6NYlbfkN0CxnxVTxbcTQbr_RxwoEGJYgas9PWSER2PvYWlaQrI93oDeA07ENARg3eQcos8R4P7gNwgfj0BimpElbX0kRWdLJtFL0mwFkjXBtunhWA24wPwngvf-7dx7dr2zHG_-VSBb_a4GIVe03oMCKsOhZr6pEV2mpsSbWYy0c9s4nz9ef84_cjdBhJum-iW-oP6fHCz7DsqlcQtWP7J9CJnjOS9rnC-1yVz4h-LGtqSPZPMgFVmA-gakSVFmM8t0v3XdbiMAjG1r6aeRFuQangreR6-qXz18H8YjFSKuy_KP9RXLqE0W02o9DJS_stqHVxkl28p4BlUkVtzjlJiDrbeWoh6xH0C6WTJk-BeL2zB_jN3PFeLsjQIXGt4KMJ2ym6VcRrT21VfNrx93izTz5RE1sscnXECTZJ5N2D9VkRwwjmfHJPPivBInliAdmITbEFF3GUSWsTW_sToptmJye1wevFVvA_Zfn2wOclzHm-ssLoHWahFtEX3F7XpxdP6gTkQtaSu5hjhhUPW7JbhRE8Z8K_ATAbECiS_9o-cZ5uXw9AAqdOzeZh1YXkOHku5I849sqU0nVwHuQg-HUA%3D%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Formatc LTD,Sviluppatore di Software,Cagliari,,12 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2224&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c0bc7649&cb=1676802723665&jobListingId=1008456083865&cpc=444700D72F2ECBCE&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-abe80a66a432b967--6NYlbfkN0A9GlHWjlEQYaqxbaEmdCCe5JRS0tXTKY8eeesCJbOk-nakqqZT-eMYxM1sQHDRCiGqJZfjXzux2xc0Jyq0l_P39X_RuMIi6qX1S3_iYumya7euYhoBuhKctM7fNy03IXABs2gTTAQ6Gr5fpSlYl0cYxSnrqVpgkX-8SMnwzmEuvGnZ9If5NLvQu9iqRhKm98KbVPmVNYvDc8eJzVvwRLb-5ox-MsHdK9qCXrwctCdziP9xN6AP_qeLuZly60Eg4-tykCZ4V4mUL2P4XObMFOR5bEzs_j2aU2p5-vrxBM8hFBYfBxgHVy4Ga2TtVBb1i512NMTVCWDLRMfbnBIcXQL1LaOuX1Uqpa4aXU0thbDVgRfSPLBIWWjHplBsPp5VJ-77FqR81sxTMQvqfMCOXP6gsVdPL2lJA7ijOLpwq5QLAbSt9xoN7NzxzI4MTu0rqcv0CDb14M2cVf4EJPgvtKhTJItE3dNqR2Gk5X-yMdqXdbO8mNwIpdQJ-ZyYcvZ_Xj_Jc1wNnpNdChe6SUuauDPw8vQ46GXPkcXfSi__J_kLLycrvARckS2_livfUcSVbLTHX2w4JnDndQ%3D%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Sub Agenzia _ B.S.,Addetto Alle Vendite,Cagliari,,23 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2225&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_11d06380&cb=1676802723665&jobListingId=1008432593851&cpc=0C139D4CAD5A6DB2&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-1a92d18a0fc30afb--6NYlbfkN0D64B21cF1B4Za9zZUqfbaA-DgeYB7IvNW1IQ_3Or0RfvOwu7E_vhN45L8delFc9WMXaffYtAc7HoqO1v2CcSAZaRYtTHycnc4qJ5Nhgc5DW3WKt0ExOB_AZ5LGAjh1Ak9gS2ljzYRjOhYHWyWfv2S9LNLbsmjk4LQ2u7v2sDxXugAxVEiHhbDTfSCV3D0a9vu115esbPw93z9AHplmG3gmdbWolmQgYxd3RlxfW-e6McPC841PDWRq3r-SKTY-sj3QbgW-avgLdRq0ifn3nHvMALI4SCO42lAIVkIMxGDqBvK5VMXpYXPYyGnFVpuG-NcYb8fj6MErBdiSHXwykucpQxUNswimTcZBPZ7t_UVFod62jlZ06e0qVxUxZEALtlainjUJlWoAzL5HIxecXUXuPJfL_oO3jnj0HGkzZDqz3-X1oNTEdxzSE_ojENE94d_lOAlOKKq6_ShMDvQTcWje4vdAyYuWxK0yjwWEcQkvnd0WZSC9Q16yTZQtsGMtQ-0usCEJilIl0Pe4LeZM3pI_9V37VsNirqLPkKsDbvUXp_iW7HW_YHsq,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Gruppo Toscano SpA,Segretaria,Cagliari,3.3,15 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2226&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e4f8749a&cb=1676802723665&jobListingId=1008449397091&cpc=5EFBB0462F9C6B7A&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-57abbc2bbb4a3641--6NYlbfkN0B8GI4iE8l613E8BDLqmxXt121yJnkdziygoRlFR7SR92zAOp3_fUGxjwRmMfEloEiccoVXtlTYEbfq4x1eJDYp1ZeST6VVSOSkRqcTVmZwQU3GBYFnBuJKcAHGkmWLUm2ZDYDeKxUsGBYsQo4Rxn0nkZq9HZXrV5WEeKv7ciiTDXU5RWvdM9ZxlhO7r_9-Ijj1e83vDgM5PoPyiWyrVAL1Iux2F-A5GGm6RjChD0P80ldDdZjmmRxf6JTkPJj-jtQUVRbIDWjT64bBXSiWql_ixLWsbCmgztoHf-2N7VkEeiLgH60pWji9XdU79H6x3JgK0Wq0DxtBPg4xIg3FXb4bKEQfAIy25kDFK7klyl7z16oD0HFsNlxL0RHY6kYRKYBFCTcHyytfkEwRM3gvSi47LFR6YiQinTee6UVt7I067Sl1ocFnMJS__lUhbVHJXThdR6CzL7ubHgZQVZtiSmuRmF6GRb9obUD0DdEkcEA37ln50UpFlV_o7CZWyzpCtAHMDL1ERA77l-2LemCT0i9hZ-J5Bnu67zKi6qZbu6tf2Lm-3--6gMX2jK3R7ichHcANSIEjY0C0aShLehotAN_0,2023-02-19,2023-02-19,3.3,2.4,2.8,3.4,2.8,"Roma, Italia",Da 51 a 200 dipendenti,Azienda - Settore privato,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile
CENTRI DENTISTICI PRIMO,Odontoiatra,Selargius,2.8,18 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2227&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_185857aa&cb=1676802723666&jobListingId=1008443075299&cpc=EA19F5B90D514204&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-f76b17835589789a--6NYlbfkN0Br7KZOEqkm5H559L7snI_GD5n-IDSUsQ0OuuaX9GwNrjUejnZySVF75BzAGnMZ6g8pNydC6q2m8VJsjKGJSKdVT2BgJj7v6MYN46O5KMS5m8zKIVRvDrfKlywMlPtOirdRjAx37sDRlg0VD0xHQttxFfoesLtJ6Q4TDNd6rtLN__-ZVKEH_0VDRhhPcUPhamlzst1m2BiN33w2LE-cBA6wbeB9Zn4_1sb1RaZuzq07FKTYRvVX_AnzE257P3HLXYYIb5G-BsQBCM2ITx25NH4kcGAPKKxA4gW8reeKgOUKjwlZ_cf5w43ZELiCqxavodzauOEcpXqz821ikNN9CTW6LgegyTGrfaU_Ld0hwXxndrbxBRoipUANqyehSfPYitGh-ls5-mgN5a8tb0XFQBAiim-8IDm7KgFrShjrmBDYhYwG0WcydeRGf18NgUOTnleiHcBObDNmo9zXMWGuAGorrndCBc9Dceoro30Njxe2Itv0O_MCUVovq4Dbzrzae_ooQbZ-c8P9fnjzqylbYFackMpAUY32mMA_YmZ8hteC3eNo4MXuLz_p3UVPQ-GdTtdy8kXLAPqDlg%3D%3D,2023-02-19,2023-02-19,3.0,2.8,3.5,3.0,2.6,"Torino, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile
Sexy In The City,Autore di Contenuti,Cagliari,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=2228&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_641f8203&cb=1676802723666&jobListingId=1008480437007&cpc=F4EED0218A761C36&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-7a05be8e0db7c4a5--6NYlbfkN0BpeSBnD8JaXU2ue50Y_Mq2p-d9CnMf-xS_6ZJJlnGvH_3YEnCaU9XacmShu4Sli2_mVRLH3Zso6nCTso78j4aJjBdwgJpI_Ds1i3bM-3NKaW-yVmGsjqKhkaVQfMCozjjKmtmANR_TXpUY_cP4qKl-DL0T6XjHnIaIVx2vctIOyr2IPZlZkT_xMdJosSxyfsXp6EOm1WMVR7uI-EpskaSE_9LbKrSuzv-T_ojMNGP4_vDAN-a4mIUXAEjg7qnFYvpcGdgi0H77PRyFkZFZk23yQ5obyVyp4F4d9HuaQhX_EPPk8yrkZzJ2WCGSHj6WFC50_joDD038R1rR36er3mLkqOgs43ou765u3ku6OkoK4LOLiwRiJig32MyBsmd1PJ1GJT09az-2PMhmLNqOPKFV0pH6hbyboS67adEudv6knbhLzWRPQnq-4DQ_DI0T7KTSPuUpiDloYvJNjkaWyxWRxxEoc7qz113P4ZqsXsv6Ng2uWD6jLoEEZMrcIOaOcBk-WWi_TAj5JAnmUfeZPfVYGHHsnVblcK47zn4wAKqHgDJW_Ib0PefiRHnffN3aoD9T5LNK_oxi9g%3D%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Vistanet Development,Junior Programmatore,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2229&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_33fe7f94&cb=1676802723666&jobListingId=1008299507294&cpc=5EFBB0462F9C6B7A&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-7d3da397905fc575--6NYlbfkN0BT8aKLcd1rOXw_UfDWLXMHdapT8OcFZzMoH8DoFPvt4simeZyU4cpNK2s_LKuxN6HbM7OpNXBaDWjJYJm_9xLAsOkZzTHTKBsc_u9M3vtiQ837RwpMd6zEg85Fk2_2l8dln1wY28R5wORNcCH6ukojQKpMPzDsY_SEfXQJ37QBG6vbALAZBwMGj6c_A5XspldWy7OnrzMbTyvXLZgztJehz2gGxdbQrMjxA_1s3fiLoMqN6_4dDIQbEjAUoUp7IyGZhGYoVoWdKBQyfrqt4l0guJ1t-f8YgJLBn5vVwc4m-tVUEYkGTJBE76F_Hp-e2cMa7tTUA83WIvI3qV-Rts4m8h4ilSSkgjZuOv-Pxx2qJSTc1i6NVnyAVLC3pVAUxNMtZRiKJzOMYCkpWHuyJUr4wLSj3-UJyRWpe4kQdeF6F0Jrj1M4Dc9YOwZfYtqp_FzOyGObWILTGKOwrnUwP1vRT4uGzNEhdPpJoj1qbUwEhxeDFdTmWjfvy-38Cb0DPTZaBZsHm50nHLRj2YXg9bFVo6TPHFfj2t2ZwfErz-qngY_PJGh26Sk6YG5Wp9cmoWk%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Sexy In The City,Marketing Specialist,Cagliari,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2230&ao=1110586&s=58&guid=00000186693b0e25ae4b4d4d9b389e94&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6681491e&cb=1676802723666&jobListingId=1008465803296&cpc=B076152010A3B66C&jrtk=3-0-1gpkjm3i9kuin801-1gpkjm3j8grh4800-50533a914a2805c4--6NYlbfkN0BpeSBnD8JaXU2ue50Y_Mq2p-d9CnMf-xS_6ZJJlnGvHykK0u8Fhs4WfjqL_9M568NPjZnz-Ib7h0PlCPmIRt8o77JtEi1_7v4GDVSaQI2mo72eD6KKqWs929D0prL3DQPAsKh9Qt55BCBdR26N0dZ0GDkkwZ7tXxYPiYWX8dZfU8OTXLc5SWi1r7tdY1CTxUIGzn1Plv4jesBidqgYuLV5X8Aogc6r_9yVtierF3eBmQdcmBzAu-T4TMTSEjN77M_7msj5bD1rAU6D6FBSQdk-FO1pdJEjv_LXN-YX-QY-Cs_Ky18NaDGZbeZQmvGQUlLr2IGU4UMZjas31qNbNq4QIapy43fekxRIB1bMXtgEVUK-7SeofMDVLh-d8V8wi5GWEpv5pWlZiq-kXmST_WdJ_JR99FM-4_Fndka7wBlJp3MKVujQTQRtn4DJ-Uy06Ug421Qy-DX7_v2S9ZqjkF_IRpxZTemSyYjAXKsEReM8W7uHC5Eaa4svu-jndyqb27lOg1qNrO-pgWrXYvzvyaLPYO_yZdpcjzfiNiPWM9OIR5ysYM52FDutk-4bJpYKvzmLOelqHvYbEA%3D%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Saipem Italia OFFCO,Security Officer,Italia,,3 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2301&ao=1110586&s=58&guid=00000186693b3572b68a1c43e7549d73&src=GD_JOB_AD&t=SR&vt=w&cs=1_c4ca4e27&cb=1676802733695&jobListingId=1008474128563&cpc=4A43B94DDEA77FFA&jrtk=3-0-1gpkjmdcj2jq1001-1gpkjmdd4gajr800-f8f3465280bc418b--6NYlbfkN0CsDm3IUperF1RINdpGHLuhgFoi3Ntjo5CuBDSv6Xb6c2scNx0yUYfBgcIMqq9pQJFGLQwIdpDybKZfy4JQqahjxFN5V8nL_yfSI4QbxTWXdRfUKD3P9ZjUB8gMrDPF-MNachTuxxhv8NlhO_Q0_AE9YqHg-syf132R4qvrjoc69jNB-3VO5h1mlOUBzDYRbU_8sgTxU9HMOKJ14qrh2oaSGmPGqq5WVcASYFlk0v546cjWLtzx1VjQrrsipIdUXs9foTTN41PPOCcXy-m78wf7UcJQI-WIzUXLMGIcL8XTujw_7gYnL6ifcENoP6DIhTb_0h0NAWlSFn8O9LNMR532ytGBdYGzIcJiUbjyIXv2ucBCagqzp3hPM6kqMTQkEhbFzoxiF1jRHGLFrKFxtqRl9FNPqVFZspnd8VSfQG-4GJUuarSgzhEb9yP1OWksKmcBzDBYO49XhA5z91KSSCnqBCPKFt4dC93gZRspNief-zWlkPZSEzULtLyOgPW5a-4E0ei0xrtiKuWvHpxVDGRbPzQ7s9NnXJhX38Tasg_akXUudr8e7LNPinYmMrwr4F76K9Ft2VCDQzvw7kexyb5-bxiKrAP1uo7Hi6IDSLsPq9GeW0pDL-qhu4oI23L_i9CAHBNYDVC2d4GczvVGAr1_jRW6AYTbUoPfGmk2yUfkaZHzJQeCQ6hGezC7RFZsKQviRXuNDKa6vRQxdwiOw5aC,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Adecco,Tecnico di Assistenza,Cagliari,3.7,19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2302&ao=1110586&s=58&guid=00000186693b3572b68a1c43e7549d73&src=GD_JOB_AD&t=SR&vt=w&cs=1_2b4e8d1b&cb=1676802733695&jobListingId=1008437879403&cpc=45DC3EB807283E85&jrtk=3-0-1gpkjmdcj2jq1001-1gpkjmdd4gajr800-70922d06aac29a2b--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFKda-kTTl3QRmj7tRtVZSm0dJKaHQ-y48kgFVljL9XBIVHbIpwbl82A58PIu0oaAHYHOhw5L6Of98j_K7Kkcs_YSYIFvmm4BNw6Iepxd__8vs25U1hQ91O3IRmX-uYEf_WweLSg1NOpIhziEgrYgGpWR3R5-_wFV0Ufy0oNUma14ek_KCQQCCi3ehvxHceQSqkeaYNZosycFYybdKZsxme7MLM5C6wBo1gr0PRLe2XKX7teiI_KnQsfizbjBEDYBL9gD58Pw1NiBcp8T99-Pw2kLC5opsaJj2AcZ--y3_LyIG-RdyLaDKU5a2mWq4YI7eiuiug6mP3kmH3XxAZDNGJ-IrqPw-YULKX-ZLzfqj4wGBaBiJZPcHag63GE76zo6YlNByNuzv0A4J7iytx7-m6J25KYbXjLbNbwt3hHl0TPGoPaXNJcNGnvcZj9o-AL21Dg-WBlhFg-5m67p--Qyw40y35r2-KyVBog6hfaRM1Pkf_h-3rm9xKoQ%3D%3D,2023-02-19,2023-02-19,3.5,3.2,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1996,Selezione del personale e subappalti,Risorse umane e selezione del personale
Facile.it,Consulente,Sestu,4.2,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2303&ao=1110586&s=58&guid=00000186693b3572b68a1c43e7549d73&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4e25411f&cb=1676802733695&jobListingId=1008145082584&cpc=BC94DADD91C18169&jrtk=3-0-1gpkjmdcj2jq1001-1gpkjmdd4gajr800-2d4669e791f789ba--6NYlbfkN0BmDrR7OGR9gJmF054fDOj_Irftsb9Ib-ykftL4-GTXRCGSkjph3fWfRaWfCQT5_RZIIwi5ZOQo4KHPlotQaPWrrPdZT1b-FA-vJKOIGBrAutlSGTJ4f_4oqkp5fRO8pUuHjCOh2_viFsl9XF48PJnC76ENcr34roaHvgjO10T8WBSS53V_EEe15wZSJLBlpONFRcg5casL6DnY4D-4DSatmV51X7uf9M4xlhnW1biB-4DimdzG7pfhAGgpsmbXG-ASBLwq08oNMS-C-BRHJJL40GRwWV48M7EgtyB2dfXn66_U4T_CLAHu4t3oni6phg3S63KzjNUy702X0PK9V_tZHwbgPCOlcf2gY2Yga8wnin0wu91cH2_7RAfvxGzPKSqv5JQpGGHNwVllttZpnkIVvDjNXxrqMuHayOEwW9eG7lfcGS7-Q2mUgEkXBMh4fkbaeqsf-4td8Nfl7OB91vaweJXHW_Cpn8BxFyAZ8buYuSvCAZPgAkrnnqQkh_EAh5D67dXYjWG1H2Kw9yI27kKM0mu-QrA--vZg1cxICRRXOpomMldp6TP2bn_vzsCXxe5jBDFZ_HZi11vKdsyPlK189YWOmWnBOrIlZM8Dx3kOof-D1FKUQaK91Lf12Cm8HKAgrx2qc3IoFq-J1ezorOmSRdIU5JZsdjA%3D,2023-02-19,2023-02-19,3.9,3.2,4.1,3.8,4.1,"Milano, Italia",Da 501 a 1.000 dipendenti,Azienda - Settore privato,$ 100 - $ 500 milioni (USD),2011,Servizi Internet e web,IT (Information Technology)
adecco,Autista,Cagliari,3.7,24 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2304&ao=1110586&s=58&guid=00000186693b3572b68a1c43e7549d73&src=GD_JOB_AD&t=SR&vt=w&cs=1_1b4c3dc3&cb=1676802733695&jobListingId=1008428775077&cpc=9EDA28EADF1DF7F0&jrtk=3-0-1gpkjmdcj2jq1001-1gpkjmdd4gajr800-9a5cd7abf9f390d3--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFKdzY5G2Tp0o4LyaMfO5bKfI6BSgbSM1oSE2GJ3ZI9FOpBY1ZsHENkmIPZxYclVdIc1GV921cbNTff_ZU9A74rtysuvGvYZqJ7ptwQzrZjSasFBgiuvt9F3qaHoo8T0lxVKshBd32xkmJcE6YCl3AWnCx8ZCs2V4H-L2P8acp9Cjv5FmvLCEXy_Dl_Bezb92dgLV2KnbuezKZrOCTvjGw-pUlkeRXMX9kfIk_nt4ZHlxxdtJqPw_21caiWQ-bHN6T27zJ2nHM1DWHb7evRHf7qK-SyIktDYDyvhusIZ0MIqTFIJC17xVYBnYWVdKYAGL0usN2FQRNeT2Trxh_3oWRImbMu3iUtFL28IKeYvtsOKH4EwF2wjOOwp4sBopIVe46WKExfDnVKm0BbWmdO4SkeR2IQ0LS-BEkLcRHomtNk4ZmO14u00E3bvRa4pxOQdg1ECbc5XH8N5anLZfuP-spwh4BLH1-G-Vw6EN2Eh1K3YE1xwXwq2fCbdSRk1fRsOuqQRH7ghyb-qYKd8gKCwdIZAXgYPDYANEtNEPDYZ-W9C10LU8A-auPpA89pmvlP6oxMRkAWYQayB9cPCSTszxb0KysafIzkHFY1Av8vKtlkSPNm5Yk6RO6QhYkvbpD678Gm7KQjw1MIz06yWCFRq-DQz-0lK1Y-HJc5DFcpx_YaXOifKMkIhiaNMyyXSqcGfKEkRno2NnNMfYzQ3Cf8PCME5zcPXeXwj4_UkC2iSpn-KoFk-9m_qATB_JB57FqAFOurSozb4FHPNx3btzwlqqw1gg%3D%3D,2023-02-19,2023-02-19,3.5,3.2,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1996,Selezione del personale e subappalti,Risorse umane e selezione del personale
Eurospin Italia S.p.A.,Addetto Alle Vendite,Cagliari,3.6,26 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2305&ao=1110586&s=58&guid=00000186693b3572b68a1c43e7549d73&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2b947f18&cb=1676802733695&jobListingId=1008424011350&cpc=2CAED5C921A5F994&jrtk=3-0-1gpkjmdcj2jq1001-1gpkjmdd4gajr800-ffa3be6a41b935a7--6NYlbfkN0C1abZ9zL5NYIhXV7bfxDjOB5o2U9Geipmv_mrCPZiQ0iu8Xnde5mL7-oAyK2qtyyrjruc29eqthOFihiCpVV2iKNxg3-2pGzqzdhrYHe_2b0kmI8M10weyxx7VRkrOZBxQTKt-YYxGR1wFbat49fg9FZfpGWbCsIyNbP1-2phrK3BaGfUg90GXv2DRXt4PMLGgaIydDyT9PQ5thvB5wPHMTFlkxHQF0_tbL_ttOWZPGFm72NqmV9DRjqeNG7M-ZrZNR_dffHPrquMSqcFG-pWq9tf9T7KFDLRVqO8ss22OANxvsvJjPgJlyXN_7FHGKMP_znUjjucDz16pfT2h7RIfkpqPD88i8L5iwYYeVvPUnwXncOoW6xZXuoVOCgH-dN3410AxN9zYFQVfO7YFcwJlzFdLCb5eT6e7UXdX-mZhntnJ36W_OtOs3s1WODTCPCZkqV-dp_gqGMx-ToCOG4tsjVf7WtZpyOpYhbfMlamAf76x2GrDsnoqyI2roG5cR17G7zTKLNhwjjEB1m7bsXKUkZXtLRWUZs3X_wfclQOzSuqa6V3_4m2tZSIUDZPUN-PQ5_VbQgHJGL9DTTfLMBkEvK42RGGJgCQHLIZqv-h28rQ5ch_8jYF4O1mX_N6Bp2s%3D,2023-02-19,2023-02-19,2.8,2.5,3.0,2.8,2.9,"San Martino Buon Albergo, Italia",Sconosciuto,Azienda quotata in borsa,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile
